Time,TRABUCO,SULPHURCREEK,ELTORO,PALISADES,LAGUNABEACH,DANAPOINT,TUCKER
12/14/2021 7:34,,,0.01,,,,
12/14/2021 7:34,,,,,,0.01,
12/14/2021 7:34,,0.01,,,,,
12/14/2021 7:34,0.01,,,,,,
12/14/2021 7:34,,,,,,,0.01
12/14/2021 7:35,,,0.01,,,,
12/14/2021 7:35,,0.01,,,,,
12/14/2021 7:36,0.01,,,,,,
12/14/2021 7:36,,,,,0.01,,0.01
12/14/2021 7:37,,,0.01,,,,
12/14/2021 7:37,0.01,,,,,,
12/14/2021 7:38,,,,,,,0.01
12/14/2021 7:38,,0.01,,,,,
12/14/2021 7:39,,0.01,,,,,
12/14/2021 7:39,,,,,,,0.01
12/14/2021 7:39,0.01,,,,,,
12/14/2021 7:40,,,0.01,,,,
12/14/2021 7:41,,0.01,,,,,
12/14/2021 7:42,0.01,,,,,,
12/14/2021 7:42,,0.01,,,,,
12/14/2021 7:42,,,,,,,0.01
12/14/2021 7:43,,0.01,,,,,
12/14/2021 7:45,,,,,,,0.01
12/14/2021 7:45,,0.01,,,,,
12/14/2021 7:48,,,0.01,,,,
12/14/2021 7:49,0.01,,,,,,
12/14/2021 7:49,,0.01,,,,,
12/14/2021 7:50,,,,,,,0.01
12/14/2021 7:51,,,0.01,,,,
12/14/2021 7:52,,,,,,,0.01
12/14/2021 7:52,,0.01,,,,,
12/14/2021 7:53,0.01,,,,,,
12/14/2021 7:54,,,0.01,,,,
12/14/2021 7:55,,,,,,,0.01
12/14/2021 7:55,,0.01,,,,,
12/14/2021 7:56,0.01,,,,,,
12/14/2021 7:57,,,,,,,0.01
12/14/2021 7:57,,,,,0.01,,
12/14/2021 7:59,,,0.01,,,,
12/14/2021 7:59,0.01,,,,,,
12/14/2021 7:59,,,,,,,0.01
12/14/2021 8:00,,0.01,,,,,
12/14/2021 8:01,,,,,,,0.01
12/14/2021 8:02,0.01,,,,,,
12/14/2021 8:03,,,,,,,0.01
12/14/2021 8:05,,,,,,,0.01
12/14/2021 8:05,,0.01,,,,,
12/14/2021 8:06,0.01,,,,,,
12/14/2021 8:06,,,0.01,,,,
12/14/2021 8:06,,,,,0.01,,
12/14/2021 8:07,,0.01,,,,,
12/14/2021 8:07,,,,0.01,,,
12/14/2021 8:08,,0.01,,,,,
12/14/2021 8:08,,,,,0.01,,
12/14/2021 8:09,,,,,,,0.01
12/14/2021 8:10,,0.01,,,,,
12/14/2021 8:11,,,,,0.01,,
12/14/2021 8:11,,0.01,,,,,
12/14/2021 8:11,,,,,,0.01,
12/14/2021 8:12,,0.01,,,,,
12/14/2021 8:12,,,,,0.01,,
12/14/2021 8:13,0.01,,,,,,
12/14/2021 8:13,,0.01,,,,,
12/14/2021 8:13,,,,,,,0.01
12/14/2021 8:13,,,,,0.01,,
12/14/2021 8:14,,,0.01,,,,
12/14/2021 8:14,,0.01,,,,,
12/14/2021 8:15,,0.01,,,,,
12/14/2021 8:15,,,,,0.01,,
12/14/2021 8:15,,,,,,,0.01
12/14/2021 8:15,,,0.01,,,,
12/14/2021 8:16,,0.01,,,,,
12/14/2021 8:16,,,,,,,0.01
12/14/2021 8:16,,,,,0.01,,
12/14/2021 8:16,,,0.01,,,,
12/14/2021 8:17,,0.01,,,,,
12/14/2021 8:17,,,,,,,0.01
12/14/2021 8:17,0.01,,,,,,
12/14/2021 8:18,,,,,0.01,,
12/14/2021 8:18,,0.01,,,,,
12/14/2021 8:19,,,,,,,0.01
12/14/2021 8:19,,,0.01,,,,
12/14/2021 8:19,,,,,0.01,,
12/14/2021 8:19,0.01,,,,,,
12/14/2021 8:19,,,,,0.01,,
12/14/2021 8:20,,,0.01,,,,
12/14/2021 8:20,,,,,,0.01,
12/14/2021 8:20,,0.01,,,,,
12/14/2021 8:20,,,,,,,0.01
12/14/2021 8:20,,,,,0.01,,
12/14/2021 8:21,0.01,,,,,,
12/14/2021 8:21,,,0.01,,0.01,,
12/14/2021 8:21,,,,0.01,,,
12/14/2021 8:21,,0.01,,,,,
12/14/2021 8:22,,,,,,,0.01
12/14/2021 8:22,,,,,0.01,,
12/14/2021 8:22,,,,,,0.01,
12/14/2021 8:22,,,,,0.01,,
12/14/2021 8:22,,,0.01,,,,
12/14/2021 8:23,,,,,,,0.01
12/14/2021 8:23,,0.01,,,,,
12/14/2021 8:23,0.01,,,,,,
12/14/2021 8:24,,,,,,,0.01
12/14/2021 8:24,,,0.01,,,,
12/14/2021 8:24,,0.01,,,,,
12/14/2021 8:24,,,,,,0.01,
12/14/2021 8:25,,,,,0.01,,
12/14/2021 8:25,0.01,,,,,,
12/14/2021 8:25,,,,0.01,,,
12/14/2021 8:25,,,0.01,,,,
12/14/2021 8:25,,,,,,,0.01
12/14/2021 8:26,,,,,,0.01,
12/14/2021 8:26,,0.01,,,,,
12/14/2021 8:26,,,0.01,,,,
12/14/2021 8:26,0.01,,,,,,
12/14/2021 8:26,,,,,,,0.01
12/14/2021 8:26,,,,,0.01,,
12/14/2021 8:27,,,0.01,,,,
12/14/2021 8:27,,0.01,,,,,
12/14/2021 8:27,,,,,,,0.01
12/14/2021 8:28,,,0.01,,,,
12/14/2021 8:28,,,,,,0.01,
12/14/2021 8:28,0.01,,,,,,
12/14/2021 8:28,,,,0.01,,,
12/14/2021 8:28,,,,,0.01,,0.01
12/14/2021 8:29,,,0.01,,,,
12/14/2021 8:29,,0.01,,,,,
12/14/2021 8:29,,,,,,,0.01
12/14/2021 8:29,,,,,0.01,,
12/14/2021 8:29,0.01,,,,,,
12/14/2021 8:30,,,,0.01,,,
12/14/2021 8:30,,,0.01,,,,
12/14/2021 8:30,,0.01,,,,,
12/14/2021 8:30,,,,,,,0.01
12/14/2021 8:31,,,,,,0.01,
12/14/2021 8:31,0.01,,,,,,
12/14/2021 8:31,,0.01,,,,,
12/14/2021 8:31,,,,,,,0.01
12/14/2021 8:32,,,,0.01,,,
12/14/2021 8:32,,,,,,,0.01
12/14/2021 8:33,0.01,,,,,,
12/14/2021 8:33,,,,,0.01,,
12/14/2021 8:33,,0.01,,,,,
12/14/2021 8:34,,,,,,,0.01
12/14/2021 8:34,0.01,,,,,,
12/14/2021 8:34,,,,,0.01,,
12/14/2021 8:34,,,0.01,,,,
12/14/2021 8:35,,,,0.01,,,
12/14/2021 8:35,,,,,0.01,,
12/14/2021 8:35,0.01,,,,,,
12/14/2021 8:36,,,,,,,0.01
12/14/2021 8:36,,,,,,0.01,
12/14/2021 8:36,,,0.01,,,,
12/14/2021 8:36,,0.01,,,,,
12/14/2021 8:36,,,,,0.01,,
12/14/2021 8:37,0.01,,,,,,
12/14/2021 8:37,,,,,,,0.01
12/14/2021 8:38,,0.01,,,,,
12/14/2021 8:38,0.01,,,,,,
12/14/2021 8:38,,,,,0.01,,
12/14/2021 8:38,,,,0.01,,,
12/14/2021 8:39,0.01,,,,,,
12/14/2021 8:39,,,,,,,0.01
12/14/2021 8:39,,0.01,,,,,
12/14/2021 8:39,,,0.01,,,,
12/14/2021 8:40,0.01,,,,,0.01,
12/14/2021 8:40,,,,,0.01,,
12/14/2021 8:41,,,,,,,0.01
12/14/2021 8:41,,,0.01,,,,
12/14/2021 8:42,,0.01,,,,,
12/14/2021 8:42,,,0.01,,,,
12/14/2021 8:42,0.01,,,,,,
12/14/2021 8:42,,,,,0.01,,
12/14/2021 8:43,,,,,,0.01,
12/14/2021 8:43,,,0.01,,,,
12/14/2021 8:44,,,,,,,0.01
12/14/2021 8:44,,,,,0.01,,
12/14/2021 8:44,,0.01,0.01,,,,
12/14/2021 8:45,,0.01,,,,,
12/14/2021 8:45,,,0.01,,,,
12/14/2021 8:45,,,,0.01,,,
12/14/2021 8:46,,,,,,0.01,
12/14/2021 8:46,,,,,,,0.01
12/14/2021 8:46,,0.01,,,,,
12/14/2021 8:46,,,,,0.01,,
12/14/2021 8:47,,,,0.01,,,
12/14/2021 8:47,,,,,,,0.01
12/14/2021 8:47,0.01,,,,,,
12/14/2021 8:48,,,,,0.01,,
12/14/2021 8:48,0.01,,,,,,
12/14/2021 8:49,,,,,,,0.01
12/14/2021 8:49,,0.01,0.01,,,,
12/14/2021 8:49,,,,0.01,,,
12/14/2021 8:49,0.01,,,,,,
12/14/2021 8:50,,,,,,,0.01
12/14/2021 8:50,,,,,,0.01,
12/14/2021 8:50,,,0.01,,,,
12/14/2021 8:51,0.01,,,,,,
12/14/2021 8:51,,0.01,,,,,
12/14/2021 8:51,,0.01,,,,,
12/14/2021 8:52,,,,,,,0.01
12/14/2021 8:52,,,0.01,,,,
12/14/2021 8:52,,,,0.01,,,
12/14/2021 8:52,,,,,,0.01,
12/14/2021 8:52,,0.01,,,,,
12/14/2021 8:52,,,,,0.01,,
12/14/2021 8:53,0.01,,,,,,
12/14/2021 8:53,,,0.01,,,,
12/14/2021 8:53,,0.01,,,,,
12/14/2021 8:53,,,,,,,0.01
12/14/2021 8:54,,0.01,,,,,
12/14/2021 8:54,,,0.01,,,,
12/14/2021 8:54,0.01,,,,,,
12/14/2021 8:55,,,,,,,0.01
12/14/2021 8:55,,,,,0.01,,
12/14/2021 8:55,,,,0.01,,,
12/14/2021 8:55,,0.01,,,,,
12/14/2021 8:56,,0.01,,,,,
12/14/2021 8:56,,,,,,,0.01
12/14/2021 8:56,,,0.01,,,,
12/14/2021 8:56,,,,,0.01,,
12/14/2021 8:57,,0.01,,,,,
12/14/2021 8:57,0.01,,,,,,
12/14/2021 8:57,,,,,,,0.01
12/14/2021 8:57,,,,0.01,,,
12/14/2021 8:58,0.01,,,,,,
12/14/2021 8:58,,,,,0.01,,
12/14/2021 8:58,0.01,,,,,,
12/14/2021 8:58,,0.01,,,,,
12/14/2021 8:59,0.01,,,,,,
12/14/2021 8:59,,,0.01,,,,
12/14/2021 8:59,,0.01,,,,,
12/14/2021 8:59,0.01,,,,,,
12/14/2021 9:00,,,,,,,0.01
12/14/2021 9:00,,,,,0.01,,
12/14/2021 9:00,,0.01,,,,,
12/14/2021 9:01,0.01,,,,,,
12/14/2021 9:02,,,0.01,,,,
12/14/2021 9:02,,,,,,,0.01
12/14/2021 9:02,,,,,0.01,,
12/14/2021 9:02,,0.01,,,,,
12/14/2021 9:03,,,,,,0.01,
12/14/2021 9:03,0.01,,,,,,
12/14/2021 9:03,,,0.01,,,,
12/14/2021 9:04,0.01,,,,,,
12/14/2021 9:04,,,,,,,0.01
12/14/2021 9:05,0.01,,,,,,
12/14/2021 9:05,,,0.01,,,,
12/14/2021 9:05,,0.01,,,,,
12/14/2021 9:06,0.01,,,,,,
12/14/2021 9:06,,,,,,,0.01
12/14/2021 9:06,0.01,,,,,,
12/14/2021 9:07,,,0.01,,,,
12/14/2021 9:07,,,,,,,0.01
12/14/2021 9:07,0.01,,,,,,
12/14/2021 9:08,0.01,,,,,,
12/14/2021 9:08,,,,,,,0.01
12/14/2021 9:08,,,0.01,,,,
12/14/2021 9:08,0.01,,,,,,
12/14/2021 9:08,,,,,0.01,,
12/14/2021 9:09,,,,,,,0.01
12/14/2021 9:09,0.01,,,,,,
12/14/2021 9:09,,,0.01,,,,
12/14/2021 9:10,,,,,,,0.01
12/14/2021 9:10,0.01,,,,,,
12/14/2021 9:10,,,,0.01,,,
12/14/2021 9:11,,,,,,,0.01
12/14/2021 9:11,0.01,,,,,,
12/14/2021 9:11,,0.01,,,,,
12/14/2021 9:11,,,0.01,,,,
12/14/2021 9:11,0.01,,,,,,
12/14/2021 9:12,,,,,,,0.01
12/14/2021 9:12,0.01,,,,,,
12/14/2021 9:13,,,0.01,,,,
12/14/2021 9:13,0.01,,,,,,
12/14/2021 9:13,,,,,,,0.01
12/14/2021 9:14,0.01,,,,,,
12/14/2021 9:14,,,,0.01,,,
12/14/2021 9:15,0.01,,,,,,
12/14/2021 9:15,0.01,,,,,,
12/14/2021 9:15,,,,,,,0.01
12/14/2021 9:16,0.01,,,,,,
12/14/2021 9:16,,,,,,,0.01
12/14/2021 9:16,,,0.01,,,,
12/14/2021 9:17,0.01,,,,,,
12/14/2021 9:17,,,,,,,0.01
12/14/2021 9:18,0.01,,,,,,
12/14/2021 9:18,,,,,,,0.01
12/14/2021 9:19,0.01,,,,,,
12/14/2021 9:20,,,,,,,0.01
12/14/2021 9:20,,,,,,0.01,
12/14/2021 9:21,,,,,,,0.01
12/14/2021 9:21,0.01,,,,,,
12/14/2021 9:23,,,,,,,0.01
12/14/2021 9:23,0.01,,,,,,
12/14/2021 9:24,,,,0.01,,,
12/14/2021 9:25,,,,,,,0.01
12/14/2021 9:27,0.01,,,,,,
12/14/2021 9:29,,,,,0.01,,
12/14/2021 9:29,,0.01,,,,,
12/14/2021 9:29,,,0.01,,,,
12/14/2021 9:31,,,,0.01,,,
12/14/2021 9:32,,,0.01,,,,
12/14/2021 9:32,,,,,,,0.01
12/14/2021 9:33,0.01,,,,,,
12/14/2021 9:35,0.01,,,,,,
12/14/2021 9:35,,,0.01,,,,
12/14/2021 9:36,0.01,,,,,,
12/14/2021 9:36,,,,,,,0.01
12/14/2021 9:37,,,,0.01,,,
12/14/2021 9:37,0.01,,,,,,
12/14/2021 9:37,0.01,,,,,,
12/14/2021 9:38,,,,,,,0.01
12/14/2021 9:40,,,0.01,,,,
12/14/2021 9:40,0.01,,,,,,
12/14/2021 9:40,,,,,,,0.01
12/14/2021 9:42,,,0.01,,,,
12/14/2021 9:42,0.01,,,,,,
12/14/2021 9:43,,,,,,,0.01
12/14/2021 9:43,,,,,,0.01,
12/14/2021 9:44,,,,,0.01,,
12/14/2021 9:44,,,0.01,,,,
12/14/2021 9:45,0.01,,,,,,
12/14/2021 9:45,,,,,,,0.01
12/14/2021 9:45,,0.01,,,,,
12/14/2021 9:46,,,,,0.01,,
12/14/2021 9:47,,,,,,,0.01
12/14/2021 9:47,0.01,,,,,,
12/14/2021 9:47,,,,,0.01,,
12/14/2021 9:47,,,0.01,,,,
12/14/2021 9:48,,,,,,,0.01
12/14/2021 9:49,,,,,,,0.01
12/14/2021 9:50,0.01,,,,,,
12/14/2021 9:50,,0.01,,,,,
12/14/2021 9:50,,,,,0.01,,
12/14/2021 9:50,,,,,,,0.01
12/14/2021 9:50,,,,,,,0.01
12/14/2021 9:51,,,0.01,,,,
12/14/2021 9:51,,,,,,,0.01
12/14/2021 9:51,0.01,,,,,,
12/14/2021 9:51,,0.01,,,,,
12/14/2021 9:51,,,,,,,0.01
12/14/2021 9:52,,,0.01,,,,
12/14/2021 9:52,,,,,,,0.01
12/14/2021 9:53,,0.01,,,,,
12/14/2021 9:53,,,,,,,0.01
12/14/2021 9:53,,,,,,,0.01
12/14/2021 9:53,0.01,,,,,,
12/14/2021 9:54,,0.01,,,,,
12/14/2021 9:54,,,0.01,,,,
12/14/2021 9:54,,,,,,,0.01
12/14/2021 9:54,,,,,0.01,,
12/14/2021 9:54,0.01,,,,,,
12/14/2021 9:54,,,,,,,0.01
12/14/2021 9:55,0.01,,,,,,0.01
12/14/2021 9:55,,0.01,,,,,
12/14/2021 9:56,,,0.01,,,,
12/14/2021 9:56,,,,,,,0.01
12/14/2021 9:57,0.01,,,,,,
12/14/2021 9:57,,,0.01,,,,
12/14/2021 9:57,,,,,0.01,,
12/14/2021 9:57,,,,,,,0.01
12/14/2021 9:59,0.01,,,,,,
12/14/2021 9:59,,,,,,,0.01
12/14/2021 9:59,,,0.01,,,,
12/14/2021 10:00,0.01,,,,,,
12/14/2021 10:00,,,,,,,0.01
12/14/2021 10:01,0.01,,,,,,
12/14/2021 10:01,,,,,0.01,,
12/14/2021 10:01,,,,,,,0.01
12/14/2021 10:01,0.01,,0.01,,,,
12/14/2021 10:02,,,,,,,0.01
12/14/2021 10:02,0.01,,,,,,
12/14/2021 10:02,0.01,,,,0.01,,
12/14/2021 10:03,,,,,,,0.01
12/14/2021 10:03,,,0.01,,,,
12/14/2021 10:03,,0.01,,,,,
12/14/2021 10:03,0.01,,,,,,
12/14/2021 10:04,,,,,,,0.01
12/14/2021 10:04,,,,,0.01,,
12/14/2021 10:04,0.01,,,,,,
12/14/2021 10:04,,,0.01,,,,
12/14/2021 10:05,,,0.01,,,,0.01
12/14/2021 10:05,0.01,,,,,,
12/14/2021 10:05,,,,,,,0.01
12/14/2021 10:06,,,0.01,,,,
12/14/2021 10:06,,,,,,,0.01
12/14/2021 10:06,,,0.01,,,,
12/14/2021 10:06,0.01,,,,,,
12/14/2021 10:07,,,,,,,0.01
12/14/2021 10:07,,,0.01,,,,
12/14/2021 10:07,,,,,,,0.01
12/14/2021 10:07,0.01,,,,,,
12/14/2021 10:08,,,,,,,0.01
12/14/2021 10:08,0.01,,,,,,
12/14/2021 10:08,,,0.01,,,,
12/14/2021 10:08,,0.01,,,,,
12/14/2021 10:08,0.01,,,,,,
12/14/2021 10:08,,,0.01,,,,
12/14/2021 10:09,,,,,,,0.01
12/14/2021 10:09,,,,,0.01,,
12/14/2021 10:09,0.01,,,,,,
12/14/2021 10:09,,,,,,,0.01
12/14/2021 10:09,0.01,,,,,,
12/14/2021 10:09,,,,0.01,,,
12/14/2021 10:10,,,,,,,0.01
12/14/2021 10:10,0.01,,,,,,
12/14/2021 10:10,,,0.01,,,,
12/14/2021 10:11,,,,,,,0.01
12/14/2021 10:11,0.01,,,,,,
12/14/2021 10:11,,,0.01,,,,
12/14/2021 10:11,0.01,,,,,,
12/14/2021 10:11,,,,,,,0.01
12/14/2021 10:12,0.01,,,,,,
12/14/2021 10:12,,,0.01,,,,
12/14/2021 10:12,0.01,,,,,,
12/14/2021 10:12,,,,,,,0.01
12/14/2021 10:13,0.01,,,,,,
12/14/2021 10:13,,,,,,,0.01
12/14/2021 10:14,0.01,,,,,,
12/14/2021 10:14,,,0.01,,,,
12/14/2021 10:14,,,,,0.01,,
12/14/2021 10:14,0.01,,,,,,
12/14/2021 10:14,,,,,,,0.01
12/14/2021 10:15,,,,,0.01,,
12/14/2021 10:15,,,0.01,,,,
12/14/2021 10:16,,,0.01,,,,
12/14/2021 10:16,,,,,,,0.01
12/14/2021 10:16,0.01,,,,,,
12/14/2021 10:16,,,,,0.01,,
12/14/2021 10:17,,,0.01,,,,
12/14/2021 10:17,0.01,,,,,,
12/14/2021 10:18,,,0.01,,,,
12/14/2021 10:18,0.01,,,,,,
12/14/2021 10:19,,,,,,,0.01
12/14/2021 10:19,,,0.01,,,,
12/14/2021 10:19,,0.01,,,,,
12/14/2021 10:19,0.01,,,,,,
12/14/2021 10:19,,,,,0.01,,
12/14/2021 10:20,0.01,,,,,,
12/14/2021 10:20,,,,,,,0.01
12/14/2021 10:20,,,0.01,,,,
12/14/2021 10:21,,,,,,,0.01
12/14/2021 10:21,0.01,,,,,,
12/14/2021 10:21,,,,,0.01,,
12/14/2021 10:22,,,,,,,0.01
12/14/2021 10:22,,,0.01,,,,
12/14/2021 10:22,,,0.01,,,,
12/14/2021 10:22,,,,,0.01,,
12/14/2021 10:22,0.01,,,,,,
12/14/2021 10:23,,,,,,,0.01
12/14/2021 10:23,,,,,0.01,,
12/14/2021 10:23,,0.01,,,,,
12/14/2021 10:23,,,,,0.01,,
12/14/2021 10:24,0.01,,,,,,
12/14/2021 10:24,,,,,,,0.01
12/14/2021 10:24,,,0.01,,,,
12/14/2021 10:24,,,,,0.01,,
12/14/2021 10:25,,,,,0.01,,
12/14/2021 10:25,,,0.01,,,,
12/14/2021 10:25,0.01,,,,,,
12/14/2021 10:25,,,,,,,0.01
12/14/2021 10:26,,,,,,,0.01
12/14/2021 10:26,,,,,0.01,,
12/14/2021 10:26,,,,,0.01,,
12/14/2021 10:26,,,0.01,,,,
12/14/2021 10:27,,,,,,,0.01
12/14/2021 10:27,0.01,,,,,,
12/14/2021 10:27,,0.01,,,,,
12/14/2021 10:27,,,,,0.01,,
12/14/2021 10:27,,,0.01,,,,
12/14/2021 10:27,,,,,,,0.01
12/14/2021 10:27,,,,,0.01,,
12/14/2021 10:28,,,0.01,,,,
12/14/2021 10:28,0.01,,,,,,0.01
12/14/2021 10:29,,,0.01,,,,
12/14/2021 10:29,,,,,,,0.01
12/14/2021 10:29,0.01,,,,,,
12/14/2021 10:29,,0.01,,,,,
12/14/2021 10:29,,,,,0.01,,
12/14/2021 10:30,,,0.01,,,,
12/14/2021 10:30,0.01,,,,,,
12/14/2021 10:30,,,,,,,0.01
12/14/2021 10:30,,,0.01,,,,
12/14/2021 10:30,,,,,0.01,,
12/14/2021 10:30,,,,,0.01,,
12/14/2021 10:31,,,0.01,,,,
12/14/2021 10:31,,,,,0.01,,
12/14/2021 10:31,0.01,,,,,,
12/14/2021 10:31,,,,,,,0.01
12/14/2021 10:31,,,,,0.01,,
12/14/2021 10:31,,,0.01,,,,
12/14/2021 10:31,,,,,0.01,,
12/14/2021 10:32,,,,,,,0.01
12/14/2021 10:32,,,,,0.01,,
12/14/2021 10:32,,,0.01,,,,
12/14/2021 10:33,,,,,0.01,,
12/14/2021 10:33,,,,,,,0.01
12/14/2021 10:33,0.01,,,,,,
12/14/2021 10:33,,,,,0.01,,
12/14/2021 10:33,,,0.01,,,,
12/14/2021 10:34,,,,,0.01,,
12/14/2021 10:34,0.01,,,,,,
12/14/2021 10:34,,,,,,,0.01
12/14/2021 10:34,,,,,0.01,,
12/14/2021 10:35,,,0.01,,,,
12/14/2021 10:35,0.01,,,,,,
12/14/2021 10:35,,,,,0.01,,
12/14/2021 10:35,,,,,0.01,,
12/14/2021 10:35,,,,,0.01,,
12/14/2021 10:35,,0.01,,,,,
12/14/2021 10:35,,,,,,,0.01
12/14/2021 10:35,,,0.01,,,,
12/14/2021 10:35,0.01,,,,,,
12/14/2021 10:35,,,,,0.01,,
12/14/2021 10:36,,,,,0.01,,
12/14/2021 10:36,0.01,,,,,,
12/14/2021 10:36,,,0.01,,,,
12/14/2021 10:36,,,,,,,0.01
12/14/2021 10:37,0.01,,,,,,
12/14/2021 10:37,,,,,,,0.01
12/14/2021 10:37,0.01,,0.01,,,,
12/14/2021 10:38,,,,,0.01,,
12/14/2021 10:38,0.01,,,,,,
12/14/2021 10:38,,,,,,,0.01
12/14/2021 10:38,,,0.01,,,,
12/14/2021 10:38,0.01,,,,,,
12/14/2021 10:38,,,,,0.01,,
12/14/2021 10:39,,,,,,,0.01
12/14/2021 10:39,0.01,,,,,,
12/14/2021 10:39,,,,,,0.01,
12/14/2021 10:39,,,,,0.01,,
12/14/2021 10:39,,,0.01,,,,
12/14/2021 10:39,,,,,,,0.01
12/14/2021 10:40,0.01,,,,,,
12/14/2021 10:40,,,,,,,0.01
12/14/2021 10:40,,,0.01,,,,
12/14/2021 10:41,0.01,,,,,,
12/14/2021 10:41,,,0.01,,,,
12/14/2021 10:41,,,,,0.01,,
12/14/2021 10:41,,,0.01,,,,
12/14/2021 10:41,,,,,,,0.01
12/14/2021 10:41,0.01,,,,,,
12/14/2021 10:41,,,0.01,,,,
12/14/2021 10:42,,0.01,0.01,,,,
12/14/2021 10:42,0.01,,,,,,
12/14/2021 10:42,,,,,,,0.01
12/14/2021 10:42,0.01,,,,,,
12/14/2021 10:42,,,0.01,,,,
12/14/2021 10:43,0.01,,,,,,
12/14/2021 10:43,,,,,,,0.01
12/14/2021 10:43,,,,,0.01,,
12/14/2021 10:43,,,0.01,,,,
12/14/2021 10:43,0.01,,,,,,
12/14/2021 10:43,,,0.01,,,,
12/14/2021 10:44,0.01,,,,,,
12/14/2021 10:44,,,,,,,0.01
12/14/2021 10:44,0.01,,,,,,
12/14/2021 10:44,,,0.01,,,,
12/14/2021 10:44,,,0.01,,,,
12/14/2021 10:44,0.01,,,,,,
12/14/2021 10:44,,,,,,,0.01
12/14/2021 10:44,,,0.01,,,,
12/14/2021 10:45,,,0.01,,,,
12/14/2021 10:45,0.01,,,,,,
12/14/2021 10:45,,,,,,,0.01
12/14/2021 10:45,0.01,,,,,,
12/14/2021 10:45,,,,,0.01,,
12/14/2021 10:45,,,0.01,,,,
12/14/2021 10:46,,,0.01,,,,
12/14/2021 10:46,,,,,,,0.01
12/14/2021 10:46,0.01,,,,,,
12/14/2021 10:46,,,0.01,,,,
12/14/2021 10:46,,,,,,,0.01
12/14/2021 10:46,0.01,,,,,,
12/14/2021 10:46,,,0.01,,,,
12/14/2021 10:46,,,,,,,0.01
12/14/2021 10:47,0.01,,,,,,
12/14/2021 10:47,0.01,,,,,,
12/14/2021 10:47,,,,,,,0.01
12/14/2021 10:47,,,0.01,,,,
12/14/2021 10:47,0.01,,,,,,
12/14/2021 10:47,,,,,,,0.01
12/14/2021 10:47,,,0.01,,,,
12/14/2021 10:47,,,,,,,0.01
12/14/2021 10:48,,,0.01,,,,
12/14/2021 10:48,0.01,,,,,,
12/14/2021 10:48,,,,,,,0.01
12/14/2021 10:48,,,0.01,,,,
12/14/2021 10:48,0.01,,,,,,
12/14/2021 10:48,,,,,,,0.01
12/14/2021 10:48,,,,,,,0.01
12/14/2021 10:48,,,0.01,,,,
12/14/2021 10:49,,,0.01,,,,
12/14/2021 10:49,,,,,,,0.01
12/14/2021 10:49,0.01,,,,,,0.01
12/14/2021 10:49,,,0.01,,,,
12/14/2021 10:49,,,,,,,0.01
12/14/2021 10:49,,,0.01,,,,
12/14/2021 10:49,0.01,,,,,,0.01
12/14/2021 10:50,,,,,,,0.01
12/14/2021 10:50,,,0.01,,,,
12/14/2021 10:50,0.01,,,,,,
12/14/2021 10:50,,,,,,,0.01
12/14/2021 10:50,,,0.01,,,,
12/14/2021 10:50,,,,,,,0.01
12/14/2021 10:50,0.01,,,,,,
12/14/2021 10:50,,,0.01,,,,
12/14/2021 10:50,,,,,,,0.01
12/14/2021 10:51,,,,,,,0.01
12/14/2021 10:51,,,0.01,,,,
12/14/2021 10:51,0.01,,,,,,
12/14/2021 10:51,,,,,,,0.01
12/14/2021 10:51,,,0.01,,,,
12/14/2021 10:51,,,,,,,0.01
12/14/2021 10:51,,,,,,,0.01
12/14/2021 10:51,0.01,,,,,,
12/14/2021 10:51,,,,,,,0.01
12/14/2021 10:52,,,0.01,,,,
12/14/2021 10:52,,,,,,,0.01
12/14/2021 10:52,0.01,,,,,,
12/14/2021 10:52,,,,,,,0.01
12/14/2021 10:52,,,,,,,0.01
12/14/2021 10:52,0.01,,,,,,0.01
12/14/2021 10:53,,,,,,,0.01
12/14/2021 10:53,,,0.01,,,,0.01
12/14/2021 10:53,0.01,,,,,,
12/14/2021 10:53,,,,,,,0.01
12/14/2021 10:53,,,0.01,,,,
12/14/2021 10:53,,,,,,,0.01
12/14/2021 10:53,,,,,,,0.01
12/14/2021 10:53,,,,,,,0.01
12/14/2021 10:53,,,,,,,0.01
12/14/2021 10:53,,,,,,,0.01
12/14/2021 10:53,,,0.01,,,,
12/14/2021 10:54,,,,,,,0.01
12/14/2021 10:54,,,,,,,0.01
12/14/2021 10:54,,,0.01,,,,0.01
12/14/2021 10:54,0.01,,,,,,
12/14/2021 10:54,,,,,,,0.01
12/14/2021 10:54,,,,,,,0.01
12/14/2021 10:54,,,0.01,,,,
12/14/2021 10:54,,,,,,,0.01
12/14/2021 10:54,,,,,,,0.01
12/14/2021 10:54,,,0.01,,,,
12/14/2021 10:54,,,,,,,0.01
12/14/2021 10:55,0.01,,,,,,
12/14/2021 10:55,,,,,,,0.01
12/14/2021 10:55,,,,,,,0.01
12/14/2021 10:55,,,,,,,0.01
12/14/2021 10:55,,,0.01,,,,
12/14/2021 10:55,,,,,,,0.01
12/14/2021 10:55,,,,,,,0.01
12/14/2021 10:55,,,0.01,,,,
12/14/2021 10:55,,,,,,,0.01
12/14/2021 10:55,,,,,,,0.01
12/14/2021 10:55,0.01,,,,,,
12/14/2021 10:55,,,,,,,0.01
12/14/2021 10:56,,,0.01,,,,
12/14/2021 10:56,,,,,,,0.01
12/14/2021 10:56,,,,,,,0.01
