Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX
Dana Point,L01-726-6,7/13/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.47619715,-117.6792461
Dana Point,L01-726-6,8/29/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.47619715,-117.6792461
Dana Point,L01-726-7,7/13/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,metal gate,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.47686584,-117.678454
Dana Point,L01-726-7,8/29/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.47686584,-117.678454
San Juan Capistrano,L01-726-8,6/28/2022,Flowing,Unknown,Not A Priority,,,0.005769,,Below Average Discharge,Not present,Not present,also closed with metal door,Sparse (<10 Items),In flow path of outfall,,,None,Partial - Significant Distance,33.47849535,-117.6786837
San Juan Capistrano,L01-726-8,9/14/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Yellow tint,"Minor dripping from covered pipe.  No flow across apron, just ponding",Moderate (11-50 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47849535,-117.6786837
San Juan Capistrano,L01-726-9,6/28/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,closed by a concrete door,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47841897,-117.6781053
San Juan Capistrano,L01-726-9,9/14/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47841897,-117.6781053
Dana Point,L01-727-1 (L01S04),7/12/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47115503,-117.6810116
Dana Point,L01-727-1 (L01S04),8/29/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.47115503,-117.6810116
Dana Point,L01-727-2,7/12/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.47419329,-117.6797341
Dana Point,L01-727-2,8/29/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.47419329,-117.6797341
Dana Point,L01-727-3,7/12/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.47155114,-117.6801375
Dana Point,L01-727-3,9/14/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47155114,-117.6801375
Dana Point,L01-728-2,7/12/2022,Flowing,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Film on water surface; trickling flow; unable to measure flow and conductivity,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.46469611,-117.6822051
Dana Point,L01-728-2,8/29/2022,Flowing,Yes,Not A Priority,,,,,Below Average Discharge,"Brown ""tea"" tint",Not present,"Lots of snails and flies, flow too little to measure volumetric, large pieces of trash in path, water has bronze tint",Moderate (11-50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.46469611,-117.6822051
Dana Point,L01-728-3 (L01S02),7/12/2022,Flowing,Yes,Not A Priority,,11965,,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,Yes,,None - Flow Infiltrates or Outfall is Dry,33.46552248,-117.6821413
Dana Point,L01-728-3 (L01S02),8/29/2022,Flowing,Yes,Not A Priority,,,,0.017,Below Average Discharge,,,,,,,Yes,,,33.46552248,-117.6821413
Dana Point,L01-728-3 (L01S02),8/29/2022,Flowing,Yes,Not A Priority,,8049.4,0.210526,,Below Average Discharge,Not present,Not present,Volumetric: 2500 mL/5.12 secs,Moderate (11-50 Items),Within area surrounding outfall,,Yes,Graffiti,Direct Connection,33.46552248,-117.6821413
Dana Point,L01-728-4,7/12/2022,Dry,Unknown,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.46675048,-117.6825898
Dana Point,L01-728-4,9/14/2022,Flowing,Unknown,Not A Priority,,,0.021,,20% Or More Above Average Discharge,Surface scum,Not present,Flow estimated from above.  Ponding at culvert at Del Obispo,Moderate (11-50 Items),In flow path of outfall,,,,,33.46675048,-117.6825898
Dana Point,L01-728-5 (L01-DP),6/22/2022,Flowing,Yes,Priority,22,,,0.008,Below Average Discharge,,,,,,Yes,,,,33.46822415,-117.6822234
Dana Point,L01-728-5 (L01-DP),6/22/2022,Flowing,Yes,Priority,22,1110,0.018,,Below Average Discharge,Clear,Not present,3.5 L in 15 sec,Sparse (<10 Items),In flow path of outfall,Yes,,None,None - Flow Infiltrates or Outfall is Dry,33.46822415,-117.6822234
Dana Point,L01-728-5 (L01-DP),9/7/2022,Flowing,Yes,Priority,22,,,0.011,Below Average Discharge,,,,,,Yes,,,,33.46822415,-117.6822234
Dana Point,L01-728-5 (L01-DP),9/7/2022,Flowing,Yes,Priority,22,1165,0.005312,,Below Average Discharge,Not present,Yellow tint,,Not Present (0 Items),,Yes,,None,None - Flow Infiltrates or Outfall is Dry,33.46822415,-117.6822234
Dana Point,L01-728-6,7/12/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Closed,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.46971487,-117.6809003
Dana Point,L01-728-6,8/29/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.46971487,-117.6809003
Dana Point,L01-728-7 (L01S03),7/13/2022,Flowing,Yes,Not A Priority,,5003,0.0288,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.46920039,-117.6796469
Dana Point,L01-728-7 (L01S03),9/28/2022,Flowing,Yes,Not A Priority,,,,0.018,Below Average Discharge,,,,,,,,,,33.46920039,-117.6796469
Dana Point,L01-728-7 (L01S03),9/28/2022,Flowing,Yes,Not A Priority,,3420,0.04912,,Below Average Discharge,Not present,Not present,2.5L in 5 seconds. Cobwebs and mud nests present,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.46920039,-117.6796469
Dana Point,L01-728-8d,7/12/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Halfway buried in sand,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.46066735,-117.6773807
Dana Point,L01-728-8d,9/23/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Kelp deposits,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.46066735,-117.6773807
Dana Point,L01-728-9,7/12/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Closed,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47077265,-117.6810971
Dana Point,L01-728-9,8/29/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.47077265,-117.6810971
Rancho Santa Margarita,L01-730-1,7/28/2022,Flowing,Yes,Not A Priority,,1452,0.006,,Below Average Discharge,Not present,Chocolate milk,Overgrown vegetation affects drainage out of dissipate,Not Present (0 Items),,,,Clogged,Direct Connection,33.62428099,-117.5638953
Rancho Santa Margarita,L01-730-1,9/20/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,"Brown ""tea"" tint",Wet water mark,Sparse (<10 Items),In flow path of outfall,,,Sediment,Direct Connection,33.62428099,-117.5638953
Rancho Santa Margarita,L01-731-1 (L08TBN2),6/27/2022,Flowing,Yes,Not A Priority,,2738,0.642857,,20% Or More Above Average Discharge,Not present,Pea soup,Flow estimate from above.,Sparse (<10 Items),In flow path of outfall,Yes,,Clogged,Undetermined,33.625156,-117.5660083
Rancho Santa Margarita,L01-731-1 (L08TBN2),8/25/2022,Flowing,Yes,Not A Priority,,2692,1.124197,,20% Or More Above Average Discharge,Not present,Surface scum,Pump on.  Flow estimate from above. Sample pumped from above. Reed overgrowth slows down drainage,Moderate (11-50 Items),In flow path of outfall,Yes,,Overgrown,Undetermined,33.625156,-117.5660083
Orange Co,L01-733-2,8/1/2022,Pooled or Ponded,Yes,Priority,55,,,,Below Average Discharge,Not present,Not present,Small frogs where connects to receiving water,Abundant (>50 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.62048952,-117.5827069
Orange Co,L01-733-2,9/19/2022,Pooled or Ponded,Yes,Priority,55,,,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,Clogged,Direct Connection,33.62048952,-117.5827069
Orange Co,L01-733-4,8/1/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Overgrown vegetation in direct path of outfall,Sparse (<10 Items),,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.62235401,-117.5767258
Orange Co,L01-733-4,9/19/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Concrete chipped off,Sparse (<10 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.62235401,-117.5767258
Orange Co,L01-733-5,8/1/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.62234264,-117.5767415
Orange Co,L01-733-5,9/19/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Concrete chipped,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.62234264,-117.5767415
Orange Co,L01-733-7,9/19/2022,Flowing,Unknown,,,1810,0.06,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.61548064,-117.582439
Orange Co,L01-733-7,9/26/2022,Flowing,Unknown,,,1906,0.0576,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.61548064,-117.582439
San Juan Capistrano,L01-747-1,7/28/2022,Pooled or Ponded,Yes,Not A Priority,,,,,20% Or More Above Average Discharge,Yellow tint,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.5089042,-117.6345061
San Juan Capistrano,L01-747-1,8/10/2022,Pooled or Ponded,Yes,Not A Priority,,,,,20% Or More Above Average Discharge,Yellow tint,Not present,Frogs,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.5089042,-117.6345061
San Juan Capistrano,L01-747-2,7/28/2022,Flowing,Yes,Not A Priority,,,0.016,0.02,20% Or More Above Average Discharge,,,,,,,,,,33.51061235,-117.6330118
San Juan Capistrano,L01-747-2,7/28/2022,Flowing,Yes,Not A Priority,,1732,0.069903,,20% Or More Above Average Discharge,Green tint,Not present,"Metal grate dumped on slope, vol - 2.8 L per 5 sec",Moderate (11-50 Items),Within area surrounding outfall,,,Other - See Comments,Undetermined,33.51061235,-117.6330118
San Juan Capistrano,L01-747-2,8/10/2022,Pooled or Ponded,Yes,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,Partial - Significant Distance,33.51061235,-117.6330118
San Juan Capistrano,L01-748-1,7/13/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,filter clogged w dirt,Moderate (11-50 Items),In flow path of outfall,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.50404847,-117.6428321
San Juan Capistrano,L01-748-1,8/10/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.50404847,-117.6428321
San Juan Capistrano,L01-748-2,7/13/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),In flow path of outfall,,,,,33.50406011,-117.6428152
San Juan Capistrano,L01-748-2,8/10/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,Yellow tint,Not present,,Sparse (<10 Items),In flow path of outfall,,,,,33.50406011,-117.6428152
San Juan Capistrano,L01-749-2d,6/22/2022,Flowing,Yes,,,5528,0.08,,Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,Undetermined,33.50766038,-117.640286
San Juan Capistrano,L01-749-2d,8/10/2022,Pooled or Ponded,Yes,,,,,,Above Average Discharge,Not present,Not present,Couldn?t find the structure think it was overgrown but saw the scour pond.,Not Present (0 Items),,,,,Undetermined,33.50766038,-117.640286
San Juan Capistrano,L01-749-2d,9/6/2022,Flowing,Yes,,,8323.1,0.083505,,Above Average Discharge,Not present,Not present,Yellow water,Sparse (<10 Items),Within area surrounding outfall,,,,Undetermined,33.50766038,-117.640286
San Juan Capistrano,L01-749-2d,9/6/2022,Pooled or Ponded,Yes,,,,,,Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Undetermined,33.50766038,-117.640286
San Juan Capistrano,L01-749-3,7/13/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Dead trees block outfall,Sparse (<10 Items),Within area surrounding outfall,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.50819651,-117.6389212
San Juan Capistrano,L01-749-3,8/10/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,"Very overgrown, tree fell on it. Very muddy tho.",Moderate (11-50 Items),,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.50819651,-117.6389212
San Juan Capistrano,L01-749-5,7/13/2022,Pooled or Ponded,Unknown,,,,,,Below Average Discharge,Not present,Not present,sediment and dead biomatter clogging outfall,Moderate (11-50 Items),In flow path of outfall,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.509183,-117.636421
San Juan Capistrano,L01-749-5,8/11/2022,Dry,Unknown,,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.509183,-117.636421
Orange Co,L01-760-1,8/1/2022,Flowing,Yes,Priority,40,,,0.004,Below Average Discharge,,,,,,,,,,33.5654904,-117.5888937
Orange Co,L01-760-1,8/1/2022,Flowing,Yes,Priority,40,1852,0.0048,,Below Average Discharge,Not present,Surface scum,Volumetric: 1.5 liter/15 seconds.  Foam on surface,Sparse (<10 Items),In flow path of outfall,,,Sediment,Undetermined,33.5654904,-117.5888937
Orange Co,L01-760-1,8/24/2022,Flowing,Yes,Priority,40,1683.3,0.00825,,Below Average Discharge,Not present,"Brown ""tea"" tint",,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.5654904,-117.5888937
Orange Co,L01-760-2,8/1/2022,Flowing,Yes,Priority,45,,,,Below Average Discharge,,,,,,,Yes,,,33.56826629,-117.5876262
Orange Co,L01-760-2,8/1/2022,Flowing,Yes,Priority,45,2240,0.05472,,Below Average Discharge,Not present,Pea soup,Volumetric: 8.5 L in five seconds,Moderate (11-50 Items),In flow path of outfall,,Yes,,Undetermined,33.56826629,-117.5876262
Orange Co,L01-760-2,8/24/2022,Flowing,Yes,Priority,45,1198,0.037688,,Below Average Discharge,Not present,"Brown ""tea"" tint",Leaf litter in dissipator,Sparse (<10 Items),In flow path of outfall,,Yes,None,Undetermined,33.56826629,-117.5876262
San Juan Capistrano,L01-766-2 (L01S06),7/13/2022,Flowing,Yes,Not A Priority,,,,0.016,20% Or More Above Average Discharge,,,,,,,Yes,,,33.48591622,-117.6721518
San Juan Capistrano,L01-766-2 (L01S06),7/13/2022,Flowing,Yes,Not A Priority,,4384,0.212389,,20% Or More Above Average Discharge,Not present,"Brown ""tea"" tint",Sofa in path of flow,Sparse (<10 Items),In flow path of outfall,,Yes,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.48591622,-117.6721518
San Juan Capistrano,L01-766-2 (L01S06),8/10/2022,Flowing,Yes,Not A Priority,,,0.45,0.014,20% Or More Above Average Discharge,,,,,,,Yes,,,33.48591622,-117.6721518
San Juan Capistrano,L01-766-2 (L01S06),8/10/2022,Flowing,Yes,Not A Priority,,1999,0.450626,,20% Or More Above Average Discharge,Not present,Not present,Large couch inside outfall. Center vel: 5.34 Left vel: 7.62 Right vel: 8.62. Volumetric: 3.9L for 10 sec,Sparse (<10 Items),In flow path of outfall,,Yes,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.48591622,-117.6721518
San Juan Capistrano,L01-766-3,7/13/2022,Dry,Unknown,Priority,9,,,,Above Average Discharge,Not present,Not present,Homeless clearly live here,Abundant (>50 Items),In flow path of outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.48601029,-117.6702887
San Juan Capistrano,L01-766-3,9/28/2022,Flowing,Unknown,Priority,9,,,0.006,Above Average Discharge,,,,,,,,,,33.48601029,-117.6702887
San Juan Capistrano,L01-766-3,9/28/2022,Flowing,Unknown,Priority,9,1607,0.008571,,Above Average Discharge,Green tint,Not present,1.75 l in 10 sec,Abundant (>50 Items),Within area surrounding outfall,,,,Direct Connection,33.48601029,-117.6702887
San Juan Capistrano,L01-766-4,7/13/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,,,,,,,,,,33.487744,-117.6675898
San Juan Capistrano,L01-766-4,7/13/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.487744,-117.6675898
San Juan Capistrano,L01-766-4,8/11/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.487744,-117.6675898
San Juan Capistrano,L01-766-5,7/13/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,covered,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.48754274,-117.6667953
San Juan Capistrano,L01-766-5,8/10/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,covered by manhole,Abundant (>50 Items),In flow path of outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.48754274,-117.6667953
San Juan Capistrano,L01-766-7,6/28/2022,Flowing,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.49229639,-117.663183
San Juan Capistrano,L01-766-7,8/10/2022,Flowing,Unknown,Not A Priority,,,0,,Below Average Discharge,,,,,,,,,,33.49229639,-117.663183
San Juan Capistrano,L01-766-7,8/10/2022,Flowing,Unknown,Not A Priority,,932,0.000262,,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.49229639,-117.663183
San Juan Capistrano,L01-766-8,6/28/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.49262805,-117.6623525
San Juan Capistrano,L01-766-8,8/10/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.49262805,-117.6623525
San Juan Capistrano,L01-766-9,6/28/2022,Pooled or Ponded,Yes,Priority,48,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,None,Undetermined,33.496535,-117.655642
San Juan Capistrano,L01-766-9,9/6/2022,Pooled or Ponded,Yes,Priority,48,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,,Undetermined,33.496535,-117.655642
Rancho Santa Margarita,L02-166-1 (L02PXX),7/27/2022,Flowing,Yes,Not A Priority,,2704,0.05608,,20% Or More Above Average Discharge,Not present,Yellow tint,vol 1 L per 10.1 sec,Abundant (>50 Items),In flow path of outfall,,,None,Undetermined,33.6364723,-117.6196135
Rancho Santa Margarita,L02-166-2 (L02P25),7/27/2022,Flowing,Yes,Not A Priority,,,0.137,0.083,Below Average Discharge,,,,,,,,,,33.63763055,-117.6178921
Rancho Santa Margarita,L02-166-2 (L02P25),7/27/2022,Flowing,Yes,Not A Priority,,2093,0.086349,,Below Average Discharge,Not present,Green tint,vol - 11.7 L per 5 sec,Moderate (11-50 Items),In flow path of outfall,,,,Undetermined,33.63763055,-117.6178921
Rancho Santa Margarita,L02-166-2 (L02P25),9/20/2022,Flowing,Yes,Not A Priority,,,,0.03,Below Average Discharge,,,,,,,,,,33.63763055,-117.6178921
Rancho Santa Margarita,L02-166-2 (L02P25),9/20/2022,Flowing,Yes,Not A Priority,,2000,0.121333,,Below Average Discharge,Not present,Not present,4.3 liters,Moderate (11-50 Items),In flow path of outfall,,,None,Undetermined,33.63763055,-117.6178921
Rancho Santa Margarita,L02-166-3 (L02P26),6/27/2022,Flowing,Yes,Priority,83,,0,0.021,Below Average Discharge,,,,,,Yes,Yes,,,33.64461309,-117.6137954
Rancho Santa Margarita,L02-166-3 (L02P26),6/27/2022,Flowing,Yes,Priority,83,2228,0.033638,,Below Average Discharge,Not present,Odor,"3 liters in 5 sec.  Trash, dried leaves, and mud in dissipator",Abundant (>50 Items),In flow path of outfall,Yes,Yes,,Undetermined,33.64461309,-117.6137954
Rancho Santa Margarita,L02-166-3 (L02P26),8/25/2022,Flowing,Yes,Priority,83,,,0.026,Below Average Discharge,,,,,,Yes,Yes,,,33.64461309,-117.6137954
Rancho Santa Margarita,L02-166-3 (L02P26),8/25/2022,Flowing,Yes,Priority,83,2626,0.042654,,Below Average Discharge,Not present,Yellow tint,Small snails near mouth of outfall. Algae strings and sediment reduce the flow of discharge.,Moderate (11-50 Items),Within area surrounding outfall,Yes,Yes,Graffiti,Undetermined,33.64461309,-117.6137954
Rancho Santa Margarita,L02-198-1 (L02P29),7/27/2022,Flowing,Yes,Priority,43,1635,,,20% Or More Above Average Discharge,Not present,Yellow tint,No vol possible,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.6089755,-117.6262212
Rancho Santa Margarita,L02-198-1 (L02P29),9/20/2022,Flowing,Yes,Priority,43,1245,0.012,,20% Or More Above Average Discharge,"Brown ""tea"" tint",Surface scum,,Sparse (<10 Items),In flow path of outfall,,,None,Partial - Significant Distance,33.6089755,-117.6262212
Rancho Santa Margarita,L02-204-1 (L02P45),7/27/2022,Flowing,Yes,Not A Priority,,2091,0.00788,,Below Average Discharge,Not present,Yellow tint,vol - 1.075 L per 10 sec,Moderate (11-50 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.61913433,-117.6233178
Rancho Santa Margarita,L02-204-1 (L02P45),9/20/2022,Flowing,Yes,Not A Priority,,1470,0.013333,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.61913433,-117.6233178
Rancho Santa Margarita,L02-246-1 (L11P01),6/27/2022,Flowing,Yes,Priority,71,1588,0.07875,,20% Or More Above Average Discharge,"Brown ""tea"" tint",Not present,Sample collected from above with pump and tubing. Flow estimate from above.  Deeply ponded in dissipator - unsafe  access,Sparse (<10 Items),In flow path of outfall,Yes,,Clogged,Direct Connection,33.6104653,-117.6166004
Rancho Santa Margarita,L02-246-1 (L11P01),8/25/2022,Flowing,Yes,Priority,71,2324,0.06,,20% Or More Above Average Discharge,Not present,Surface scum,Sample collected from above and flow estimated from above.  Vegetation is clogging dissipator so cannot access pipe directly.,Abundant (>50 Items),In flow path of outfall,Yes,,Clogged,Direct Connection,33.6104653,-117.6166004
Orange Co,L02-344-1,7/26/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Equal,Not present,Green tint,Outfall dry but dissipator ponded,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Undetermined,33.59197631,-117.6286899
Orange Co,L02-344-1,9/19/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.59197631,-117.6286899
Orange Co,L02-344-2,7/26/2022,Pooled or Ponded,Yes,,,1447,,,Below Average Discharge,"Brown ""tea"" tint",Not present,"Poor drainage at outfall.  Can hear flowing water back in pipe.  Water flowing in at riser, which is rusted and falling apart.    Cannot access riser for flow measurements due to overgrown vegetation.   Staked painted orange around.  Depth total : .7?.  Depth of sediment: .28?. Sound of flowing water back in pipe.  Measurements collected upslope at riser",Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Undetermined,33.59189214,-117.6286028
Orange Co,L02-344-2,9/19/2022,Flowing,Yes,,,1452,0.06,,Below Average Discharge,Not present,Not present,Recently dug out.  Elevated discharge from upstream near metal cage.  Wet water mark.,Sparse (<10 Items),Within area surrounding outfall,,,None,Undetermined,33.59189214,-117.6286028
Orange Co,L02-359-1 (L02P43),6/17/2022,Flowing,Yes,Not A Priority,,1160,0.0045,,Below Average Discharge,Yellow tint,Yellow tint,Dissipator deeply ponded; app 1? of sediment/mud,Moderate (11-50 Items),In flow path of outfall,,,Clogged,Undetermined,33.57846935,-117.6402344
Orange Co,L02-359-1 (L02P43),9/26/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Yellow tint,Yellow tint,Water about 3-4? in dissipator.  Too deep to access pipe.  Viewed dissipator through fence  by climbing up,Moderate (11-50 Items),In flow path of outfall,,,Clogged,Undetermined,33.57846935,-117.6402344
Mission Viejo,L02-366-1 (MVL02P14),6/17/2022,Flowing,Yes,Not A Priority,,,0.025,0.016,Below Average Discharge,,,,,,,,,,33.57029493,-117.651036
Mission Viejo,L02-366-1 (MVL02P14),6/17/2022,Flowing,Yes,Not A Priority,,1753,0.0245,,Below Average Discharge,Not present,Odor,"Anoxic odor, cloudy water, mud",Abundant (>50 Items),In flow path of outfall,,,Graffiti,Undetermined,33.57029493,-117.651036
Mission Viejo,L02-366-1 (MVL02P14),9/1/2022,Flowing,Yes,Not A Priority,,,,0.009,Below Average Discharge,,,,,,,,,,33.57029493,-117.651036
Mission Viejo,L02-366-1 (MVL02P14),9/1/2022,Flowing,Yes,Not A Priority,,2088,0.016667,,Below Average Discharge,Not present,Not present,2.5L/10sec,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,Partial - Significant Distance,33.57029493,-117.651036
