OBJECTID,Location Description,Size 1,Last Update Date,Last Editor,Size 2,Size 3,CatchID,DrainID,Inspection Status,Facility Type,Jurisdiction,Watershed Management Area,GlobalID,PRIORITY,Flow Monitoring Status,Flow Monitoring Deploy Date,Flow Monitoring Return Date,Next Inspection Date,POINT_X,POINT_Y,Persistent Flow,Facility Identifier,Survey Link,Outfall Capture Feasibility Study,Dry Weather Samples,Accessibility,Flow Measurement Count,Last Discharge Observation,Last Discharge Measurement Trend,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE,OBJECTID2,Facility ID,Collection Staff,Inspection Date,Accessibility3,Flow Condition,Flow Velocity (Sec. / 6 Feet),Flow Width,Flow Depth,Biological Condition,Vegetative Condition,Trash Condition,Structural Condition,IDIC,Maintenance Issues,COMMENTS,LASTEDITOR,LASTUPDATE,Media Link,Visit Number,Connectivity to RW,Upstream RW Condition,Downstream RW Condition,Relative Contribution to RW Flow,GlobalID4,swDischargePointGUID,Conductivity,Algae Condition,Trash Location,OBSWEATHER,RW Vegetative Condition,RW Algae Conditions,Scour Pond Water Condition,Dissipator Water Condition
254,L08TBN1,60,7/16/2021 18:12,OCENVRESUSER,,,223,L01,Verified,Outfall,Rancho Santa Margarita,South,{920D2923-A87E-4A8C-864D-656B0F11E23F},Priority,,,,,-117.5646255,33.62071568,Yes,L01-223-1 (L08TBN1),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={920D2923-A87E-4A8C-864D-656B0F11E23F}&field:Station=L01-223-1 (L08TBN1),No,No,Difficult accessibility,9,0.004,Below Average Discharge,0.51777777,0.03,3.48888888,0.041586,0.084,0.001875,151285,,GivenS,9/17/2020 19:21,,Flowing,2.4,0.24,0.01,Sparse,Moderate,Sparse (<10 Items),Good,,Clogged,Birds.  Small fish.  Surface scum in dissipator ,OCENVRESUSER,9/30/2020 20:16,,,Undetermined,,,,{EE2FFC97-168B-4EC6-9DA3-EC8F4B854F94},{920D2923-A87E-4A8C-864D-656B0F11E23F},,Small to Moderate Macroalgae,In flow path of outfall,Dry,,,"Brown ""tea"" tint",Surface scum
254,L08TBN1,60,7/16/2021 18:12,OCENVRESUSER,,,223,L01,Verified,Outfall,Rancho Santa Margarita,South,{920D2923-A87E-4A8C-864D-656B0F11E23F},Priority,,,,,-117.5646255,33.62071568,Yes,L01-223-1 (L08TBN1),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={920D2923-A87E-4A8C-864D-656B0F11E23F}&field:Station=L01-223-1 (L08TBN1),No,No,Difficult accessibility,9,0.004,Below Average Discharge,0.51777777,0.03,3.48888888,0.041586,0.084,0.001875,158495,,GivenS,5/11/2021 19:24,,Flowing,3,0.37,0.01,Abundant,Moderate,Sparse (<10 Items),Good,,,Hundreds of small fish; large frog; bird nest; wasp nest;  limb overhanging dissipator with birds; mud snails ,OCPWPublisher,5/11/2021 22:49,,,None - Flow Infiltrates or Outfall is Dry,Inaccessible,Inaccessible,,{42A4977C-791B-4C08-924C-6500F426E2F5},{920D2923-A87E-4A8C-864D-656B0F11E23F},2510,No Macroalgae,Within area surrounding outfall,Dry,,,Not present,Not present
388,,36,7/16/2021 18:12,OCENVRESUSER,,,223,L01,Not-Found,Outfall,Rancho Santa Margarita,South,{14BBF67D-DBFA-42D2-BB07-D2E4AA94820D},Not A Priority,,,,,-117.5672278,33.62314,,L01-223-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={14BBF67D-DBFA-42D2-BB07-D2E4AA94820D}&field:Station=L01-223-2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,6688,L01-242-1,HumphreyJ,11/9/2016 17:11,Easily accessible,Pooled or Ponded,,,,Not Present,Not Present,Not Present (0 Items),Good,None,Sediment,Sediment has collected in the pipe.,OCENVRESUSER,12/11/2018 23:46,https://ocgov.box.com/s/u5o5kkyvi24l7q2s5acng6r5i1rb3y7n,2,Direct Connection,Flowing,Flowing,Small Fraction (<10%),{4546A4D4-506E-441C-A51E-F605F765EA50},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,,,,,,,
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,6806,L01-242-1,CurryJ,12/14/2016 21:16,Difficult accessibility,Pooled or Ponded,,,,Not Present,Moderate,Not Present (0 Items),Good,Paint,Sediment,,OCENVRESUSER,12/11/2018 23:46,https://ocgov.box.com/s/ye7jb8f8oro91dacrgcdtq1jxmw2g8ar,2,,,,,{F7680D05-95EC-40BC-B804-00993CE92DA2},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,,,,,,,
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,7140,L01-242-1,FortunaJ,3/29/2017 20:42,Easily accessible,Pooled or Ponded,,,,Not Present,Not Present,Not Present (0 Items),Good,None,None,Sand has shifted due to winter storms.  Pipe is ponded/backed up as a result.,OCENVRESUSER,12/11/2018 23:46,https://ocgov.box.com/s/ye7jb8f8oro91dacrgcdtq1jxmw2g8ar,3,Direct Connection,Flowing,Flowing,Minor Fraction (10 - 50%),{F1B0CCE3-8254-49F3-8A76-ED552303AA4E},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,,,,,,,
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,7215,L01-242-1,FortunaJ,4/4/2017 22:04,Easily accessible,Pooled or Ponded,,,,Not Present,Not Present,Not Present (0 Items),Good,None,None,Pipe remains ponded due to sandy material in underground double box structure.  More flow noted in opposite side of double box.  Would need significant digging effort to do flow study at pipe.,OCENVRESUSER,12/11/2018 23:46,https://ocgov.box.com/s/ye7jb8f8oro91dacrgcdtq1jxmw2g8ar,4,Direct Connection,Flowing,Flowing,Minor Fraction (10 - 50%),{6344F9A3-5229-4CA6-8ABB-C2A2563E09AA},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,,,,,,,
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,53811,,GivenS,8/23/2018 19:02,Easily accessible,Pooled or Ponded,,,,Sparse,Not Present,Sparse (<10 Items),Good,None,,Ponding back into drain.  Water appears to infiltrate into sand and then ponding downstream.  Ponded water downstream is covered in duckweed.  ,OCENVRESUSER,12/11/2018 23:47,,,Direct Connection,Pooled or Ponded,Pooled or Ponded,,{0EAF8A24-FFBA-4C5E-936C-FCF5D68145C9},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,,,,,,,
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,58685,,GivenS,9/26/2018 18:15,Easily accessible,Pooled or Ponded,,,,Sparse,Moderate,Not Present (0 Items),Good,,Sediment,Ponded water is clear.  Sand is building up. ,OCENVRESUSER,12/11/2018 23:47,,,Direct Connection,Pooled or Ponded,Pooled or Ponded,,{CADE79ED-895C-466C-87FC-3498C21346FE},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,,,,,,,
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,62315,,GivenS,4/11/2019 18:46,Easily accessible,Pooled or Ponded,,,,Sparse,Not Present,Sparse (<10 Items),Good,None,Graffiti,Clear water with minimal vegetation. Small mammal footprints. Sediment. Graffiti near outfall,OCPWPublisher,4/11/2019 18:53,,,Direct Connection,Flowing,Flowing,,{ACDE45AB-A9DE-408A-BF5F-E4491E927775},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,,,,,,,
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,80414,,KellyK,8/2/2019 20:44,,Pooled or Ponded,,,,Sparse,Not Present,Sparse (<10 Items),Good,None,Graffiti,"Sediment and leaf litter in outfall. Pooled, clear water",OCPWPublisher,8/2/2019 20:47,,,Direct Connection,Pooled or Ponded,Pooled or Ponded,Small Fraction (<10%),{CCFDE35F-C7C7-4F88-B47B-03AA484649C0},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,No Macroalgae,In flow path of outfall,,,,,
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,112471,,KellyK,4/30/2020 16:44,,Pooled or Ponded,,,,Not Present,Not Present,Sparse (<10 Items),Good,None,None,Sediment in outfall,OCPWPublisher,4/30/2020 16:51,,,Direct Connection,Pooled or Ponded,Flowing,,{B1C4913B-73B6-4891-BAB6-25CEEF16D721},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,No Macroalgae,Within area surrounding outfall,Dry,Abundant,No Macroalgae,Not present,Not present
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,152080,,GivenS,9/24/2020 19:35,,Pooled or Ponded,,,,Sparse,Overgrown,Sparse (<10 Items),Good,,Overgrown,Flow connection is on the other side of the culvert.  Sand in culvert. Cobwebs.  Dried brush left on slope should be removed.  Pampas grass and palm overgrowth makes access difficult.  ,OCPWPublisher,9/24/2020 19:41,,,Direct Connection,Flowing,Flowing,,{AFFCDF6A-0B77-4C94-A9E5-D9074626B285},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,,Within area surrounding outfall,Dry,,,"Brown ""tea"" tint",Not present
268,L07P16,54,7/16/2021 18:12,OCENVRESUSER,,,242,L01,Verified,Outfall,Orange Co,South,{2D2884AD-5FF8-426D-8462-0DB221D05AAD},Priority,Complete,8/17/2016 7:00,9/27/2016 7:00,,-117.5825511,33.61466305,Yes,L01-242-1 (L07P16),https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2D2884AD-5FF8-426D-8462-0DB221D05AAD}&field:Station=L01-242-1 (L07P16),No,No,Easily accessible,,,,,,,,,,157697,,GivenS,5/6/2021 17:00,,Pooled or Ponded,,,,Sparse,Not Present,Sparse (<10 Items),Good,,Sediment,,OCPWPublisher,5/6/2021 17:04,,,Direct Connection,Pooled or Ponded,Flowing,Small Fraction (<10%),{0922513B-EB37-42DE-8C9A-850F790F4558},{2D2884AD-5FF8-426D-8462-0DB221D05AAD},,No Macroalgae,Within area surrounding outfall,Dry,Moderate,Small to Moderate Macroalgae,Not present,Not present
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,2237,L01-261-1,HumphreyJ,12/10/2015 0:00,Easily accessible,Flowing,10,0.94,0.01,Not Present,Moderate,Sparse (<10 Items),Good,None,None,"There is a 12"" steel outlet about 50 yards upstream.",OCENVRESUSER,9/30/2020 20:16,,1,,,,,{253C09B5-E4E9-4353-BF6D-DBF833CA4FAE},{01783387-75A4-429B-918B-074CD3332D70},,,,,,,,
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,5595,L01-261-1,MoriM,8/17/2016 19:54,Easily accessible,Pooled or Ponded,,,,Sparse,Moderate,Moderate (11-50 Items),Good,None,None,Debris blocking flow. Big spider.,OCENVRESUSER,12/11/2018 23:46,https://ocgov.box.com/s/805qyin1xi7cva7a21atnyyob6z903yy,2,Direct Connection,,,,{8A2F8A51-0A74-4344-ABB9-FB97111D59F7},{01783387-75A4-429B-918B-074CD3332D70},,,,,,,,
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,6689,L01-261-1,HumphreyJ,11/9/2016 17:23,Easily accessible,Flowing,1200,1.82,0.17,Not Present,Moderate,Sparse (<10 Items),Good,None,None,"Very little flow, nearly ponded.",OCENVRESUSER,9/30/2020 20:16,https://ocgov.box.com/s/3hltexm4tx990nj4wdivhq2wuzi4d0sl,3,Direct Connection,Flowing,Flowing,Small Fraction (<10%),{3939A39F-8B00-4CE7-8828-261F155DAB96},{01783387-75A4-429B-918B-074CD3332D70},,,,,,,,
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,6807,L01-261-1,ZachK,12/14/2016 21:29,Easily accessible,Pooled or Ponded,,,,Not Present,Moderate,Sparse (<10 Items),Good,None,None,,OCENVRESUSER,12/11/2018 23:46,https://ocgov.box.com/s/805qyin1xi7cva7a21atnyyob6z903yy,4,,,,,{D3A3E8BA-5436-4D94-8B81-3249CA838FFF},{01783387-75A4-429B-918B-074CD3332D70},,,,,,,,
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,53810,,GivenS,8/23/2018 18:54,Easily accessible,Flowing,6,0.7,0.02,Sparse,Moderate,Not Present (0 Items),Good,None,Other - See Comments,,OCENVRESUSER,9/30/2020 20:16,,,Direct Connection,Inaccessible,Flowing,,{E868668F-8ED4-4D03-A744-9F04CC4D073D},{01783387-75A4-429B-918B-074CD3332D70},,,,,,,,
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,58686,,GivenS,9/26/2018 18:22,Easily accessible,Flowing,10,0.7,0.02,Sparse,Overgrown,Sparse (<10 Items),Good,,Overgrown,,OCENVRESUSER,9/30/2020 20:16,,,Undetermined,Inaccessible,Inaccessible,,{5EE01131-DBAA-4156-AFC3-5DA911DE7FAC},{01783387-75A4-429B-918B-074CD3332D70},,,,,,,,
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,62326,,GivenS,4/12/2019 17:18,Easily accessible,Flowing,30,1.5,0.033,Abundant,Moderate,Sparse (<10 Items),Good,None,Graffiti,"Ponded water outdoor of structure is clear but tea-colored.  Some bubbles floating. Leaf litter in outfall.  Receiving water visible from outfall,  but cannot access due to dense vegetation ",OCENVRESUSER,9/30/2020 20:16,,,Undetermined,Flowing,Flowing,,{78383ECD-B81C-44A3-9B83-2123AE06A0BB},{01783387-75A4-429B-918B-074CD3332D70},,,,,,,,
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,102845,,GivenS,9/30/2019 17:45,,Flowing,12,0.8,0.03,Sparse,Moderate,Sparse (<10 Items),Good,None,None,"Clear flowing water out of outfall, moderate vegetation,  heavy mud accumulation, water flowing into large stagnant pond",OCENVRESUSER,9/30/2020 20:16,,,Partial - Significant Distance,Pooled or Ponded,Inaccessible,Small Fraction (<10%),{CD0CAE96-88DB-4B4F-8761-4EAF534989B2},{01783387-75A4-429B-918B-074CD3332D70},1108.1,No Macroalgae,In flow path of outfall,,,,,
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,113675,,CamilleA,5/5/2020 16:36,,Flowing,10,1.4,0.03,Abundant,Overgrown,Sparse (<10 Items),Good,,Clogged,Large pool adjacent structure with abundant white bubbles/scum. Brown/tea colored. ,OCENVRESUSER,9/30/2020 20:16,,,Undetermined,,,,{DD95077E-BF3C-4B8F-8AFE-95F63D8330D7},{01783387-75A4-429B-918B-074CD3332D70},1346,Small to Moderate Macroalgae,Within area surrounding outfall,Dry,,,"Brown ""tea"" tint",Not present
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,152081,,GivenS,9/24/2020 19:48,,Flowing,24,0.6,0.01,Sparse,Overgrown,Moderate (11-50 Items),Good,,Other - See Comments,"Fig trees, ants, abundant leaf litter and mud inside pipe and on apron.  Ponding in rw app 100 m upstream ",OCENVRESUSER,9/30/2020 20:16,,,Undetermined,Flowing,Flowing,Small Fraction (<10%),{C6BB0B12-383C-43E5-B5E5-82DEAA456C08},{01783387-75A4-429B-918B-074CD3332D70},1363,No Macroalgae,In flow path of outfall,Dry,,,"Brown ""tea"" tint",Not present
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{01783387-75A4-429B-918B-074CD3332D70},Priority,,,,,-117.5835926,33.6130471,Yes,L01-261-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01783387-75A4-429B-918B-074CD3332D70}&field:Station=L01-261-1,No,No,Easily accessible,9,0.00564,Below Average Discharge,1.00666666,0.037,146.6666667,0.008909,0.0252,0.0015,156495,,CamilleA,5/3/2021 18:25,,Flowing,18,0.6,0.01,Sparse,Moderate,Sparse (<10 Items),Good,None,None,Too much vegetation to get to RW. Minor white surface foam in scour pond.,OCPWPublisher,5/3/2021 18:36,,,Undetermined,,,,{A2854A72-EEDE-4291-A389-D29F6FE0C8A4},{01783387-75A4-429B-918B-074CD3332D70},1297,Small to Moderate Macroalgae,In flow path of outfall,Dry,,,"Brown ""tea"" tint",Not present
385,L07,12,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Outfall,Orange Co,South,{EFD1D4D9-ED4C-4AE0-BC5E-1267EF2CAB9D},Not A Priority,,,,,-117.5831624,33.61327723,,L01-261-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={EFD1D4D9-ED4C-4AE0-BC5E-1267EF2CAB9D}&field:Station=L01-261-2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17499,CDC3Added,,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Verified,Manhole,Orange Co,South,{4F98B3B7-E6D1-4EA8-83CC-F76326B8AB48},,,,,,-117.586221,33.6081,,L01-261-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={4F98B3B7-E6D1-4EA8-83CC-F76326B8AB48}&field:Station=L01-261-3,No,No,Difficult accessibility,,,,,,,,,,68767,,WStephens,5/13/2019 19:44,Difficult accessibility,,,,,Sparse,Moderate,Sparse (<10 Items),,,,"Outfall marked at storm drain location, confined space ",OCPWPublisher,5/13/2019 19:46,,,,,,,{2FAB215B-A74E-47E8-BA7C-79FC64A8FFDB},{4F98B3B7-E6D1-4EA8-83CC-F76326B8AB48},,,,,,,,
17498,CDC2Added - appears to be duplicate of L01-261-3,,7/16/2021 18:12,OCENVRESUSER,,,261,L01,Removed From Inventory,,Orange Co,South,{E7443614-C053-4242-8BC7-8C42B659132C},,,,,,-117.586221,33.6081,,L01-261-4,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={E7443614-C053-4242-8BC7-8C42B659132C}&field:Station=L01-261-4,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
