"jurisdicti","EMC_Group","RC","EMC_Group_Area","Area_Rainfall","Juris_LU_Volume","Stormwater Volume (acre-ft)","Constituent","Fraction","Units","EMC_WMA_LU","LU_Load","PL_M"
"LAKE FOREST","business",0.422,31.57801829265465,6.7,7.440307410054313,686.2927215906815,"Lead, Total","Total","mg/L",0.003914557566172833,0.02912551166667991,0.07920287405068974
"LAKE FOREST","business",0.422,31.57801829265465,6.7,7.440307410054313,686.2927215906815,"TN","Total","mg/L",5.187196465843142,38.59433630222027,104.9520568839217
"LAKE FOREST","business",0.422,31.57801829265465,6.7,7.440307410054313,686.2927215906815,"TP","Total","mg/L",0.49933870499831046,3.715233466925854,10.103072925117779
"LAKE FOREST","business",0.422,31.57801829265465,6.7,7.440307410054313,686.2927215906815,"TSS","Total","mg/L",77.68355320177191,577.989516526492,1571.7640055209097
"LAKE FOREST","business",0.422,31.57801829265465,6.7,7.440307410054313,686.2927215906815,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,0.32288008246892336,0.878028540680315
"LAKE FOREST","business",0.422,31.57801829265465,6.7,7.440307410054313,686.2927215906815,"Zinc, Total","Total","mg/L",0.1600574539228461,1.1908766604565786,3.2384273700486808
"LAKE FOREST","business",0.486,446.9698423493028,6.7,121.28526672148331,686.2927215906815,"Copper, Total","Dissolved","mg/L",0.010032365405752707,1.2167781140840992,3.308862856053798
"LAKE FOREST","business",0.486,446.9698423493028,6.7,121.28526672148331,686.2927215906815,"Copper, Total","Total","mg/L",0.029394369947765984,3.5651039992247506,9.694816223649054
"LAKE FOREST","business",0.486,446.9698423493028,6.7,121.28526672148331,686.2927215906815,"Fecal coliforms","Total","CFU/100 mL",19328.235873402406,2344230.243161353,28915654598639.82
"LAKE FOREST","business",0.486,446.9698423493028,6.7,121.28526672148331,686.2927215906815,"Lead, Total","Total","mg/L",0.003914557566172833,0.47477815850987265,1.2910947323715256
"LAKE FOREST","business",0.486,446.9698423493028,6.7,121.28526672148331,686.2927215906815,"TN","Total","mg/L",5.187196465843142,629.1305068965211,1710.8349844434467
"LAKE FOREST","business",0.486,446.9698423493028,6.7,121.28526672148331,686.2927215906815,"TP","Total","mg/L",0.49933870499831046,60.562428020080155,164.6912992833668
"LAKE FOREST","business",0.486,446.9698423493028,6.7,121.28526672148331,686.2927215906815,"TSS","Total","mg/L",77.68355320177191,9421.870469949445,25621.49735577107
"LAKE FOREST","business",0.486,446.9698423493028,6.7,121.28526672148331,686.2927215906815,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,5.263303619468598,14.312839493914053
"LAKE FOREST","business",0.486,446.9698423493028,6.7,121.28526672148331,686.2927215906815,"Zinc, Total","Total","mg/L",0.1600574539228461,19.412610989793915,52.789959565882896
"LAKE FOREST","developed open space",0.217,706.5654571516634,6.7,85.60629317940028,686.2927215906815,"Copper, Total","Dissolved","mg/L",4.4085553457464587e-4,0.03774000814255837,0.10262882746216807
"LAKE FOREST","developed open space",0.217,706.5654571516634,6.7,85.60629317940028,686.2927215906815,"Copper, Total","Total","mg/L",0.0090266475911997,0.772737840119369,2.101355626833288
"LAKE FOREST","developed open space",0.217,706.5654571516634,6.7,85.60629317940028,686.2927215906815,"Fecal coliforms","Total","CFU/100 mL",19495.373627451405,1668926.6703935533,20585907588359.867
"LAKE FOREST","developed open space",0.217,706.5654571516634,6.7,85.60629317940028,686.2927215906815,"Lead, Total","Total","mg/L",0.001895147836689217,0.16223658132592333,0.44118035295743
"LAKE FOREST","developed open space",0.217,706.5654571516634,6.7,85.60629317940028,686.2927215906815,"TN","Total","mg/L",5.474926321837162,468.6881478428077,1274.5337753194747
"LAKE FOREST","developed open space",0.217,706.5654571516634,6.7,85.60629317940028,686.2927215906815,"TP","Total","mg/L",0.6464029921897596,55.336164061438154,150.47918411748864
"LAKE FOREST","developed open space",0.217,706.5654571516634,6.7,85.60629317940028,686.2927215906815,"TSS","Total","mg/L",78.12325765887076,6687.842499275119,18186.679540703797
"LAKE FOREST","developed open space",0.217,706.5654571516634,6.7,85.60629317940028,686.2927215906815,"Zinc, Total","Dissolved","mg/L",0.010494714571524367,0.8984136124440392,2.4431138242709465
"LAKE FOREST","developed open space",0.217,706.5654571516634,6.7,85.60629317940028,686.2927215906815,"Zinc, Total","Total","mg/L",0.01794714136300638,1.536388245253666,4.177999208199237
"LAKE FOREST","highway/arterial",0.45,65.57838499331527,6.7,16.476569229570462,686.2927215906815,"Copper, Total","Dissolved","mg/L",0.023086218954965022,0.38038168486050306,1.0343963402937142
"LAKE FOREST","highway/arterial",0.45,65.57838499331527,6.7,16.476569229570462,686.2927215906815,"Copper, Total","Total","mg/L",0.10955179809315539,1.8050377855058002,4.908555153237198
"LAKE FOREST","highway/arterial",0.45,65.57838499331527,6.7,16.476569229570462,686.2927215906815,"Fecal coliforms","Total","CFU/100 mL",4668.938805513393,76928.09345766944,948894071238.5248
"LAKE FOREST","highway/arterial",0.45,65.57838499331527,6.7,16.476569229570462,686.2927215906815,"Lead, Total","Total","mg/L",0.03568992667489768,0.5880475476572452,1.5991154554100566
"LAKE FOREST","highway/arterial",0.45,65.57838499331527,6.7,16.476569229570462,686.2927215906815,"TN","Total","mg/L",7.526108567663884,124.00444884437736,337.21326018050337
"LAKE FOREST","highway/arterial",0.45,65.57838499331527,6.7,16.476569229570462,686.2927215906815,"TP","Total","mg/L",0.7965016337813982,13.123614310465186,35.687887073610696
"LAKE FOREST","highway/arterial",0.45,65.57838499331527,6.7,16.476569229570462,686.2927215906815,"TSS","Total","mg/L",172.2739058842315,2838.4829367500465,7718.868911464971
"LAKE FOREST","highway/arterial",0.45,65.57838499331527,6.7,16.476569229570462,686.2927215906815,"Zinc, Total","Dissolved","mg/L",0.09848436915267057,1.6226845263745504,4.412670226613639
"LAKE FOREST","highway/arterial",0.45,65.57838499331527,6.7,16.476569229570462,686.2927215906815,"Zinc, Total","Total","mg/L",0.58597009784445,9.654776883592257,26.254854721521763
"LAKE FOREST","multi-family",0.485,393.8112778265768,6.7,106.64081227478846,686.2927215906815,"Copper, Total","Dissolved","mg/L",0.01193734375304908,1.2730080342285255,3.4617724884766434
"LAKE FOREST","multi-family",0.485,393.8112778265768,6.7,106.64081227478846,686.2927215906815,"Copper, Total","Total","mg/L",0.0231446929134595,2.4681688521418614,6.711850042987117
"LAKE FOREST","multi-family",0.485,393.8112778265768,6.7,106.64081227478846,686.2927215906815,"Fecal coliforms","Total","CFU/100 mL",21462.93950666575,2288825.302795483,28232244714584.555
"LAKE FOREST","multi-family",0.485,393.8112778265768,6.7,106.64081227478846,686.2927215906815,"Lead, Total","Total","mg/L",0.0022778102283991554,0.24290753296430737,0.6605540517025671
"LAKE FOREST","multi-family",0.485,393.8112778265768,6.7,106.64081227478846,686.2927215906815,"TN","Total","mg/L",6.349371628732227,677.1021479225012,1841.2873481879192
"LAKE FOREST","multi-family",0.485,393.8112778265768,6.7,106.64081227478846,686.2927215906815,"TP","Total","mg/L",0.5809722171241416,61.95534914320322,168.4791591342024
"LAKE FOREST","multi-family",0.485,393.8112778265768,6.7,106.64081227478846,686.2927215906815,"TSS","Total","mg/L",48.703478310591834,5193.778487649055,14123.77533868548
"LAKE FOREST","multi-family",0.485,393.8112778265768,6.7,106.64081227478846,686.2927215906815,"Zinc, Total","Dissolved","mg/L",0.028403506524265307,3.0289730071999057,8.23688079157925
"LAKE FOREST","multi-family",0.485,393.8112778265768,6.7,106.64081227478846,686.2927215906815,"Zinc, Total","Total","mg/L",0.0910587841812683,9.71058270984511,26.406611088193802
"LAKE FOREST","open space",0.078,239.37101783335802,6.7,10.424607826642742,686.2927215906815,"Copper, Total","Dissolved","mg/L",4.5383849222810336e-4,0.0047310882981128274,0.012865552196523423
"LAKE FOREST","open space",0.078,239.37101783335802,6.7,10.424607826642742,686.2927215906815,"Copper, Total","Total","mg/L",0.0067692263495350005,0.07056652998367884,0.19189609612542982
"LAKE FOREST","open space",0.078,239.37101783335802,6.7,10.424607826642742,686.2927215906815,"Fecal coliforms","Total","CFU/100 mL",1093.7074339230464,11401.471075731539,140635076483.63004
"LAKE FOREST","open space",0.078,239.37101783335802,6.7,10.424607826642742,686.2927215906815,"Lead, Total","Total","mg/L",0.0014249616539121403,0.014854666410038284,0.04039524820040318
"LAKE FOREST","open space",0.078,239.37101783335802,6.7,10.424607826642742,686.2927215906815,"TN","Total","mg/L",2.420950642233769,25.23746101294592,68.62984825273648
"LAKE FOREST","open space",0.078,239.37101783335802,6.7,10.424607826642742,686.2927215906815,"TP","Total","mg/L",0.1859690057019451,1.9386539523534656,5.2719061753611625
"LAKE FOREST","open space",0.078,239.37101783335802,6.7,10.424607826642742,686.2927215906815,"TSS","Total","mg/L",103.45130068022969,1078.439238747494,2932.6690694864697
"LAKE FOREST","open space",0.078,239.37101783335802,6.7,10.424607826642742,686.2927215906815,"Zinc, Total","Dissolved","mg/L",0.010369371344090314,0.10809662967096885,0.2939541060467746
"LAKE FOREST","open space",0.078,239.37101783335802,6.7,10.424607826642742,686.2927215906815,"Zinc, Total","Total","mg/L",0.011869975655119219,0.12373984111641462,0.3364936953951524
"LAKE FOREST","single family",0.405,763.0034724954239,6.7,172.53416021802775,686.2927215906815,"Copper, Total","Dissolved","mg/L",0.01047492053646517,1.8072816181095908,4.9146569513152105
"LAKE FOREST","single family",0.405,763.0034724954239,6.7,172.53416021802775,686.2927215906815,"Copper, Total","Total","mg/L",0.025896546493846418,4.4680389018629025,12.150225082660992
"LAKE FOREST","single family",0.405,763.0034724954239,6.7,172.53416021802775,686.2927215906815,"Fecal coliforms","Total","CFU/100 mL",19674.340539016797,3394495.8227427625,41870489911685.48
"LAKE FOREST","single family",0.405,763.0034724954239,6.7,172.53416021802775,686.2927215906815,"Lead, Total","Total","mg/L",0.0025109212365633307,0.43321968692406604,1.1780821120811362
"LAKE FOREST","single family",0.405,763.0034724954239,6.7,172.53416021802775,686.2927215906815,"TN","Total","mg/L",5.8323359783393665,1006.2771901321719,2736.4341770963156
"LAKE FOREST","single family",0.405,763.0034724954239,6.7,172.53416021802775,686.2927215906815,"TP","Total","mg/L",0.6373163229435632,109.95883657230905,299.018124847581
"LAKE FOREST","single family",0.405,763.0034724954239,6.7,172.53416021802775,686.2927215906815,"TSS","Total","mg/L",93.2354275651122,16086.29619751539,43744.49816555399
"LAKE FOREST","single family",0.405,763.0034724954239,6.7,172.53416021802775,686.2927215906815,"Zinc, Total","Dissolved","mg/L",0.014957835459302755,2.580737579650238,7.017965411840606
"LAKE FOREST","single family",0.405,763.0034724954239,6.7,172.53416021802775,686.2927215906815,"Zinc, Total","Total","mg/L",0.08025909389387786,13.847435364840056,37.65622014397784
"LAKE FOREST","surface street",0.471,471.33898790216574,6.7,123.95037034357203,686.2927215906815,"Copper, Total","Dissolved","mg/L",0.012949043628956136,1.605038753404185,4.364684943124258
"LAKE FOREST","surface street",0.471,471.33898790216574,6.7,123.95037034357203,686.2927215906815,"Copper, Total","Total","mg/L",0.02919603936894787,3.6188598923465976,9.840998075529885
"LAKE FOREST","surface street",0.471,471.33898790216574,6.7,123.95037034357203,686.2927215906815,"Fecal coliforms","Total","CFU/100 mL",16816.869832900793,2084457.2438076977,25711401797416.164
"LAKE FOREST","surface street",0.471,471.33898790216574,6.7,123.95037034357203,686.2927215906815,"Lead, Total","Total","mg/L",0.003866052031887261,0.4791985811199452,1.303115471414436
"LAKE FOREST","surface street",0.471,471.33898790216574,6.7,123.95037034357203,686.2927215906815,"TN","Total","mg/L",5.505199303783698,682.3714925191642,1855.6166152990147
"LAKE FOREST","surface street",0.471,471.33898790216574,6.7,123.95037034357203,686.2927215906815,"TP","Total","mg/L",0.6931660044602971,85.91818296242792,233.64283181408604
"LAKE FOREST","surface street",0.471,471.33898790216574,6.7,123.95037034357203,686.2927215906815,"TSS","Total","mg/L",76.27630707003945,9454.476509771412,25710.165053522298
"LAKE FOREST","surface street",0.471,471.33898790216574,6.7,123.95037034357203,686.2927215906815,"Zinc, Total","Dissolved","mg/L",0.03082256141039716,3.8204679017562198,10.38924368095038
"LAKE FOREST","surface street",0.471,471.33898790216574,6.7,123.95037034357203,686.2927215906815,"Zinc, Total","Total","mg/L",0.11216390547311601,13.902757622574136,37.80666151172641
"MISSION VIEJO","agriculture",0.222,1.0056725477006214,6.7,0.12465311228749204,2462.7930467224264,"Copper, Total","Dissolved","mg/L",0.007195275858728533,8.969135295575685e-4,0.002439034552556086
"MISSION VIEJO","agriculture",0.222,1.0056725477006214,6.7,0.12465311228749204,2462.7930467224264,"Copper, Total","Total","mg/L",0.043760403860667124,0.005454870536189739,0.014833779711239104
"MISSION VIEJO","agriculture",0.222,1.0056725477006214,6.7,0.12465311228749204,2462.7930467224264,"Fecal coliforms","Total","CFU/100 mL",256.0234041671853,31.914114147878102,393654805.97039217
"MISSION VIEJO","agriculture",0.222,1.0056725477006214,6.7,0.12465311228749204,2462.7930467224264,"Lead, Total","Total","mg/L",0.002138367614392031,2.665541783487463e-4,7.248578928689919e-4
"MISSION VIEJO","agriculture",0.222,1.0056725477006214,6.7,0.12465311228749204,2462.7930467224264,"TN","Total","mg/L",24.552987232229672,3.060606274452484,8.322903166419929
"MISSION VIEJO","agriculture",0.222,1.0056725477006214,6.7,0.12465311228749204,2462.7930467224264,"TP","Total","mg/L",2.87445800292234,0.3583101362039586,0.9743757607978405
"MISSION VIEJO","agriculture",0.222,1.0056725477006214,6.7,0.12465311228749204,2462.7930467224264,"TSS","Total","mg/L",740.1407860602474,92.26085251332064,250.89086039238592
"MISSION VIEJO","agriculture",0.222,1.0056725477006214,6.7,0.12465311228749204,2462.7930467224264,"Zinc, Total","Dissolved","mg/L",0.00620536231337152,7.735177252332715e-4,0.0021034764185006525
"MISSION VIEJO","agriculture",0.222,1.0056725477006214,6.7,0.12465311228749204,2462.7930467224264,"Zinc, Total","Total","mg/L",0.10037463940221603,0.012512011196220958,0.034024715453456394
"MISSION VIEJO","business",0.414,131.66885329269357,6.7,30.435255438606116,2462.7930467224264,"Copper, Total","Dissolved","mg/L",0.010032365405752707,0.30533760377751895,0.8303241519563316
"MISSION VIEJO","business",0.414,131.66885329269357,6.7,30.435255438606116,2462.7930467224264,"Copper, Total","Total","mg/L",0.029394369947765984,0.8946251578171448,2.432811636343929
"MISSION VIEJO","business",0.414,131.66885329269357,6.7,30.435255438606116,2462.7930467224264,"Fecal coliforms","Total","CFU/100 mL",19328.235873402406,588259.7959846325,7256077821101.281
"MISSION VIEJO","business",0.414,131.66885329269357,6.7,30.435255438606116,2462.7930467224264,"Lead, Total","Total","mg/L",0.003914557566172833,0.11914055945559845,0.32398657345085335
"MISSION VIEJO","business",0.414,131.66885329269357,6.7,30.435255438606116,2462.7930467224264,"TN","Total","mg/L",5.187196465843142,157.8736494481709,429.31595215444986
"MISSION VIEJO","business",0.414,131.66885329269357,6.7,30.435255438606116,2462.7930467224264,"TP","Total","mg/L",0.49933870499831046,15.197501037006363,41.32754041523944
"MISSION VIEJO","business",0.414,131.66885329269357,6.7,30.435255438606116,2462.7930467224264,"TSS","Total","mg/L",77.68355320177191,2364.318785074476,6429.443887303898
"MISSION VIEJO","business",0.414,131.66885329269357,6.7,30.435255438606116,2462.7930467224264,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,1.3207703989085788,3.591655753615814
"MISSION VIEJO","business",0.414,131.66885329269357,6.7,30.435255438606116,2462.7930467224264,"Zinc, Total","Total","mg/L",0.1600574539228461,4.87138949499475,13.247082250071376
"MISSION VIEJO","business",0.422,541.2776372046723,6.7,127.53403261937419,2462.7930467224264,"Copper, Total","Dissolved","mg/L",0.010032365405752707,1.279468016906747,3.479339534174871
"MISSION VIEJO","business",0.422,541.2776372046723,6.7,127.53403261937419,2462.7930467224264,"Copper, Total","Total","mg/L",0.029394369947765984,3.7487825357443394,10.194305062171985
"MISSION VIEJO","business",0.422,541.2776372046723,6.7,127.53403261937419,2462.7930467224264,"Fecal coliforms","Total","CFU/100 mL",19328.235873402406,2465007.8643534607,30405424636299.027
"MISSION VIEJO","business",0.422,541.2776372046723,6.7,127.53403261937419,2462.7930467224264,"Lead, Total","Total","mg/L",0.003914557566172833,0.49923931233470414,1.357613518640235
"MISSION VIEJO","business",0.422,541.2776372046723,6.7,127.53403261937419,2462.7930467224264,"TN","Total","mg/L",5.187196465843142,661.5440832779418,1798.979304002545
"MISSION VIEJO","business",0.422,541.2776372046723,6.7,127.53403261937419,2462.7930467224264,"TP","Total","mg/L",0.49933870499831046,63.68267869137059,173.1763972879289
"MISSION VIEJO","business",0.422,541.2776372046723,6.7,127.53403261937419,2462.7930467224264,"TSS","Total","mg/L",77.68355320177191,9907.29680802367,26941.548366561194
"MISSION VIEJO","business",0.422,541.2776372046723,6.7,127.53403261937419,2462.7930467224264,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,5.53447548606561,15.0502545629425
"MISSION VIEJO","business",0.422,541.2776372046723,6.7,127.53403261937419,2462.7930467224264,"Zinc, Total","Total","mg/L",0.1600574539228461,20.412772549570235,55.50976311666238
"MISSION VIEJO","business",0.486,967.7263810671973,6.7,262.592553502584,2462.7930467224264,"Copper, Total","Dissolved","mg/L",0.010032365405752707,2.6344244495675904,7.163959564489412
"MISSION VIEJO","business",0.486,967.7263810671973,6.7,262.592553502584,2462.7930467224264,"Copper, Total","Total","mg/L",0.029394369947765984,7.718742663183487,20.99007255145317
"MISSION VIEJO","business",0.486,967.7263810671973,6.7,262.592553502584,2462.7930467224264,"Fecal coliforms","Total","CFU/100 mL",19328.235873402406,5075450.812696984,62604764638824.89
"MISSION VIEJO","business",0.486,967.7263810671973,6.7,262.592553502584,2462.7930467224264,"Lead, Total","Total","mg/L",0.003914557566172833,1.0279336671341848,2.7953260255898944
"MISSION VIEJO","business",0.486,967.7263810671973,6.7,262.592553502584,2462.7930467224264,"TN","Total","mg/L",5.187196465843142,1362.1191654853299,3704.0981096097303
"MISSION VIEJO","business",0.486,967.7263810671973,6.7,262.592553502584,2462.7930467224264,"TP","Total","mg/L",0.49933870499831046,131.12262560817985,356.57017531888937
"MISSION VIEJO","business",0.486,967.7263810671973,6.7,262.592553502584,2462.7930467224264,"TSS","Total","mg/L",77.68355320177191,20399.12260040712,55472.64393342752
"MISSION VIEJO","business",0.486,967.7263810671973,6.7,262.592553502584,2462.7930467224264,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,11.395484172611702,30.988471824944167
"MISSION VIEJO","business",0.486,967.7263810671973,6.7,262.592553502584,2462.7930467224264,"Zinc, Total","Total","mg/L",0.1600574539228461,42.029895532722335,114.2945936997962
"MISSION VIEJO","developed open space",0.217,2358.4073845349944,6.7,285.7407080312857,2462.7930467224264,"Copper, Total","Dissolved","mg/L",4.4085553457464587e-4,0.12597037258887026,0.34255932285264734
"MISSION VIEJO","developed open space",0.217,2358.4073845349944,6.7,285.7407080312857,2462.7930467224264,"Copper, Total","Total","mg/L",0.0090266475911997,2.579280673858302,7.014003554371355
"MISSION VIEJO","developed open space",0.217,2358.4073845349944,6.7,285.7407080312857,2462.7930467224264,"Fecal coliforms","Total","CFU/100 mL",19495.373627451405,5570621.863642419,68712609684401.4
"MISSION VIEJO","developed open space",0.217,2358.4073845349944,6.7,285.7407080312857,2462.7930467224264,"Lead, Total","Total","mg/L",0.001895147836689217,0.5415208846795363,1.4725925132555975
"MISSION VIEJO","developed open space",0.217,2358.4073845349944,6.7,285.7407080312857,2462.7930467224264,"TN","Total","mg/L",5.474926321837162,1564.4093236208735,4254.198725862009
"MISSION VIEJO","developed open space",0.217,2358.4073845349944,6.7,285.7407080312857,2462.7930467224264,"TP","Total","mg/L",0.6464029921897596,184.70364866184354,502.2764917947429
"MISSION VIEJO","developed open space",0.217,2358.4073845349944,6.7,285.7407080312857,2462.7930467224264,"TSS","Total","mg/L",78.12325765887076,22322.994957156294,60704.35356672229
"MISSION VIEJO","developed open space",0.217,2358.4073845349944,6.7,285.7407080312857,2462.7930467224264,"Zinc, Total","Dissolved","mg/L",0.010494714571524367,2.9987671722536233,8.1547401250658
"MISSION VIEJO","developed open space",0.217,2358.4073845349944,6.7,285.7407080312857,2462.7930467224264,"Zinc, Total","Total","mg/L",0.01794714136300638,5.128228880203017,13.945522082157796
"MISSION VIEJO","highway/arterial",0.45,527.0756977309144,6.7,132.42776905489225,2462.7930467224264,"Copper, Total","Dissolved","mg/L",0.023086218954965022,3.057256472118784,8.313793833840057
"MISSION VIEJO","highway/arterial",0.45,527.0756977309144,6.7,132.42776905489225,2462.7930467224264,"Copper, Total","Total","mg/L",0.10955179809315539,14.507700217428567,39.45172075382606
"MISSION VIEJO","highway/arterial",0.45,527.0756977309144,6.7,132.42776905489225,2462.7930467224264,"Fecal coliforms","Total","CFU/100 mL",4668.938805513393,618297.1498679521,7626583129818.691
"MISSION VIEJO","highway/arterial",0.45,527.0756977309144,6.7,132.42776905489225,2462.7930467224264,"Lead, Total","Total","mg/L",0.03568992667489768,4.726337367289389,12.852632685273678
"MISSION VIEJO","highway/arterial",0.45,527.0756977309144,6.7,132.42776905489225,2462.7930467224264,"TN","Total","mg/L",7.526108567663884,996.6657672806388,2710.297217777974
"MISSION VIEJO","highway/arterial",0.45,527.0756977309144,6.7,132.42776905489225,2462.7930467224264,"TP","Total","mg/L",0.7965016337813982,105.47893441024736,286.83563923971076
"MISSION VIEJO","highway/arterial",0.45,527.0756977309144,6.7,132.42776905489225,2462.7930467224264,"TSS","Total","mg/L",172.2739058842315,22813.849022621253,62039.16454512533
"MISSION VIEJO","highway/arterial",0.45,527.0756977309144,6.7,132.42776905489225,2462.7930467224264,"Zinc, Total","Dissolved","mg/L",0.09848436915267057,13.042065293666614,35.466125595894106
"MISSION VIEJO","highway/arterial",0.45,527.0756977309144,6.7,132.42776905489225,2462.7930467224264,"Zinc, Total","Total","mg/L",0.58597009784445,77.59871279041744,211.0191623746221
"MISSION VIEJO","multi-family",0.485,591.6165993004826,6.7,160.20484495224318,2462.7930467224264,"Copper, Total","Dissolved","mg/L",0.01193734375304908,1.9124203050988564,5.20056733389545
"MISSION VIEJO","multi-family",0.485,591.6165993004826,6.7,160.20484495224318,2462.7930467224264,"Copper, Total","Total","mg/L",0.0231446929134595,3.7078919396680607,10.083108638639548
"MISSION VIEJO","multi-family",0.485,591.6165993004826,6.7,160.20484495224318,2462.7930467224264,"Fecal coliforms","Total","CFU/100 mL",21462.93950666575,3438466.895884761,42412865118649.33
"MISSION VIEJO","multi-family",0.485,591.6165993004826,6.7,160.20484495224318,2462.7930467224264,"Lead, Total","Total","mg/L",0.0022778102283991554,0.3649162344713203,0.9923401479998311
"MISSION VIEJO","multi-family",0.485,591.6165993004826,6.7,160.20484495224318,2462.7930467224264,"TN","Total","mg/L",6.349371628732227,1017.2000973252182,2766.1375399961316
"MISSION VIEJO","multi-family",0.485,591.6165993004826,6.7,160.20484495224318,2462.7930467224264,"TP","Total","mg/L",0.5809722171241416,93.07456396593406,253.10363819462702
"MISSION VIEJO","multi-family",0.485,591.6165993004826,6.7,160.20484495224318,2462.7930467224264,"TSS","Total","mg/L",48.703478310591834,7802.533191383303,21217.92951505265
"MISSION VIEJO","multi-family",0.485,591.6165993004826,6.7,160.20484495224318,2462.7930467224264,"Zinc, Total","Dissolved","mg/L",0.028403506524265307,4.550379358819951,12.37413877441962
"MISSION VIEJO","multi-family",0.485,591.6165993004826,6.7,160.20484495224318,2462.7930467224264,"Zinc, Total","Total","mg/L",0.0910587841812683,14.588058401299861,39.67024392309905
"MISSION VIEJO","open space",0.078,458.209331553236,6.7,19.955016389143427,2462.7930467224264,"Copper, Total","Dissolved","mg/L",4.5383849222810336e-4,0.009056354550435944,0.02462752644572972
"MISSION VIEJO","open space",0.078,458.209331553236,6.7,19.955016389143427,2462.7930467224264,"Copper, Total","Total","mg/L",0.0067692263495350005,0.13508002274679248,0.3673317794659738
"MISSION VIEJO","open space",0.078,458.209331553236,6.7,19.955016389143427,2462.7930467224264,"Fecal coliforms","Total","CFU/100 mL",1093.7074339230464,21824.949768862392,269206794422.21988
"MISSION VIEJO","open space",0.078,458.209331553236,6.7,19.955016389143427,2462.7930467224264,"Lead, Total","Total","mg/L",0.0014249616539121403,0.028435133157717684,0.07732548344143933
"MISSION VIEJO","open space",0.078,458.209331553236,6.7,19.955016389143427,2462.7930467224264,"TN","Total","mg/L",2.420950642233769,48.31010974308217,131.372783460271
"MISSION VIEJO","open space",0.078,458.209331553236,6.7,19.955016389143427,2462.7930467224264,"TP","Total","mg/L",0.1859690057019451,3.711014556655022,10.091600171518255
"MISSION VIEJO","open space",0.078,458.209331553236,6.7,19.955016389143427,2462.7930467224264,"TSS","Total","mg/L",103.45130068022969,2064.372400552188,5613.780424043387
"MISSION VIEJO","open space",0.078,458.209331553236,6.7,19.955016389143427,2462.7930467224264,"Zinc, Total","Dissolved","mg/L",0.010369371344090314,0.20692097511643642,0.5626934942173742
"MISSION VIEJO","open space",0.078,458.209331553236,6.7,19.955016389143427,2462.7930467224264,"Zinc, Total","Total","mg/L",0.011869975655119219,0.2368655587366375,0.6441237232246263
"MISSION VIEJO","single family",0.405,4019.2983846991287,6.7,908.8638472400906,2462.7930467224264,"Copper, Total","Dissolved","mg/L",0.01047492053646517,9.520276578305968,25.88909940497032
"MISSION VIEJO","single family",0.405,4019.2983846991287,6.7,908.8638472400906,2462.7930467224264,"Copper, Total","Total","mg/L",0.025896546493846418,23.536434876629137,64.0041386558212
"MISSION VIEJO","single family",0.405,4019.2983846991287,6.7,908.8638472400906,2462.7930467224264,"Fecal coliforms","Total","CFU/100 mL",19674.340539016797,17881296.834202483,220562551200719.34
"MISSION VIEJO","single family",0.405,4019.2983846991287,6.7,908.8638472400906,2462.7930467224264,"Lead, Total","Total","mg/L",0.0025109212365633307,2.2820855351797946,6.205821730593825
"MISSION VIEJO","single family",0.405,4019.2983846991287,6.7,908.8638472400906,2462.7930467224264,"TN","Total","mg/L",5.8323359783393665,5300.799315670314,14414.803948228
"MISSION VIEJO","single family",0.405,4019.2983846991287,6.7,908.8638472400906,2462.7930467224264,"TP","Total","mg/L",0.6373163229435632,579.2337651793949,1575.1475707770817
"MISSION VIEJO","single family",0.405,4019.2983846991287,6.7,908.8638472400906,2462.7930467224264,"TSS","Total","mg/L",93.2354275651122,84738.30939590267,230434.32586388348
"MISSION VIEJO","single family",0.405,4019.2983846991287,6.7,908.8638472400906,2462.7930467224264,"Zinc, Total","Dissolved","mg/L",0.014957835459302755,13.59463588192615,36.96876627760627
"MISSION VIEJO","single family",0.405,4019.2983846991287,6.7,908.8638472400906,2462.7930467224264,"Zinc, Total","Total","mg/L",0.08025909389387786,72.94458885239351,198.3629043044397
"MISSION VIEJO","surface street",0.471,1778.868533688389,6.7,467.7979526467041,2462.7930467224264,"Copper, Total","Dissolved","mg/L",0.012949043628956136,6.057536098358528,16.472646872146356
"MISSION VIEJO","surface street",0.471,1778.868533688389,6.7,467.7979526467041,2462.7930467224264,"Copper, Total","Total","mg/L",0.02919603936894787,13.657847442186384,37.14066153229347
"MISSION VIEJO","surface street",0.471,1778.868533688389,6.7,467.7979526467041,2462.7930467224264,"Fecal coliforms","Total","CFU/100 mL",16816.869832900793,7866897.277757112,97036750169999.125
"MISSION VIEJO","surface street",0.471,1778.868533688389,6.7,467.7979526467041,2462.7930467224264,"Lead, Total","Total","mg/L",0.003866052031887261,1.8085312253424912,4.918055088502048
"MISSION VIEJO","surface street",0.471,1778.868533688389,6.7,467.7979526467041,2462.7930467224264,"TN","Total","mg/L",5.505199303783698,2575.3209632220746,7003.235658981655
"MISSION VIEJO","surface street",0.471,1778.868533688389,6.7,467.7979526467041,2462.7930467224264,"TP","Total","mg/L",0.6931660044602971,324.26163773082317,881.785492614914
