FacilityID,QInscfsAdj,QInsCFAdj,Q_DailyavgCF,AVGDISCHARGE,JURISDICTI,SAMPLEDRY,PERSISTENTFLOW,JURISDICTI3,PERCENTAGE,area_acres,AREA,DischargePCF2,DischargePCF3,MonitoringYear,rain_gage,dry_days,AnnualCFb,AnnualCF
L02-359-1 (L02P43),NA,NA,268.272,0.010162,ORANGE CO,NA,Yes,MISSION VIEJO,99.12347837,92.45754976,91.64722036,265.9205378927664,265.9205378927664,MY2021-22,SULPHURCREEK,323,265.9205378927664,85892.33373936354
L02-359-1 (L02P43),NA,NA,268.272,0.010162,ORANGE CO,NA,Yes,ORANGE CO,0.876521628,92.45754976,0.810411137,2.35146210186816,2.35146210186816,MY2021-22,SULPHURCREEK,323,2.35146210186816,759.5222589034156
L02-366-1 (MVL02P14),NA,NA,875.6099999999999,0.023387,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,198.82243813,NA,875.6099999999999,875.6099999999999,MY2021-22,SULPHURCREEK,323,875.6099999999999,282822.02999999997
L02-502-1,NA,NA,0,0.026428,SAN JUAN CAPISTRANO,NA,Unknown,MISSION VIEJO,2.076270077,371.7262534,7.718047791,0,0,MY2021-22,SULPHURCREEK,323,0,0
L02-502-1,NA,NA,0,0.026428,SAN JUAN CAPISTRANO,NA,Unknown,ORANGE CO,25.20341608,371.7262534,93.68779714,0,0,MY2021-22,SULPHURCREEK,323,0,0
L02-502-1,NA,NA,0,0.026428,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,72.7203139,371.7262534,270.3207373,0,0,MY2021-22,SULPHURCREEK,323,0,0
L02-502-5,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA,0,0,MY2021-22,SULPHURCREEK,323,0,0
L02-541-2,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,7.06807992,7.068086166,0,0,MY2021-22,PALISADES,313,0,0
L02-541-7,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,24.77553865,24.77556055,0,0,MY2021-22,PALISADES,313,0,0
L02-541-9 (L02P02),NA,NA,3010.421699999999,0.048641,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,222.36515452,222.3653511,3010.4216999999994,3010.4216999999994,MY2021-22,PALISADES,313,3010.4216999999994,942261.9920999998
L02-641-2,NA,NA,11461.176,0.384827,RANCHO SANTA MARGARITA,1,Yes,ORANGE CO,0.587888306,926.34500026,5.44587874,67.37891343407856,67.37891343407856,MY2021-22,TRABUCO,304,67.37891343407856,20483.18968395988
L02-641-2,NA,NA,11461.176,0.384827,RANCHO SANTA MARGARITA,1,Yes,RANCHO SANTA MARGARITA,99.41211166,926.34500026,920.8999402,11393.79708266912,11393.79708266912,MY2021-22,TRABUCO,304,11393.79708266912,3463714.3131314125
L03-142-1 (L03P24),NA,NA,282.006036,0.018174,RANCHO SANTA MARGARITA,NA,Yes,ORANGE CO,99.82087577,255.6287671,255.1710996,281.5008948594615,281.5008948594615,MY2021-22,TRABUCO,304,281.5008948594615,85576.27203727629
L03-142-1 (L03P24),NA,NA,282.006036,0.018174,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,0.179123703,255.6287671,0.457892119,0.505139654366713,0.505139654366713,MY2021-22,TRABUCO,304,0.505139654366713,153.56245492748076
L03-214-2 (L03P18),NA,NA,6319.295999999999,0.566083,MISSION VIEJO,1,Yes,MISSION VIEJO,95.45320027,1483.91003393,1416.440869,6031.970266534098,6031.970266534098,MY2021-22,ELTORO,309,6031.970266534098,1863878.8123590364
L03-214-2 (L03P18),NA,NA,6319.295999999999,0.566083,MISSION VIEJO,1,Yes,RANCHO SANTA MARGARITA,4.546799732,1483.91003393,67.47047709,287.3257335922867,287.3257335922867,MY2021-22,ELTORO,309,287.3257335922867,88783.6516800166
L03-240-1 (L03P14),NA,NA,843.9240959999998,0.019278,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,343.94004359,NA,843.9240959999998,843.9240959999998,MY2021-22,ELTORO,309,843.9240959999998,260772.54566399995
L03-241-3,NA,NA,24923.363039999997,0.418065,MISSION VIEJO,NA,Unknown,MISSION VIEJO,100,722.06959077,NA,24923.363039999997,24923.363039999997,MY2021-22,ELTORO,309,24923.363039999997,7701319.179359999
L03-316-1,NA,NA,1142.033904,0.041047,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,22.65150986,22.65152989,1142.033904,1142.033904,MY2021-22,ELTORO,309,1142.033904,352888.47633599996
L03-316-3 (L03P12),NA,NA,2891.3759999999993,0.249529,MISSION VIEJO,1,Yes,MISSION VIEJO,99.99999995,361.42380014,361.4241195,2891.375998554311,2891.375998554311,MY2021-22,ELTORO,309,2891.375998554311,893435.1835532822
L03-418-1,NA,NA,1659.7317959999998,0.066361,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,5.475663849,123.71430811,6.774185634,90.88133394393043,90.88133394393043,MY2021-22,SULPHURCREEK,323,90.88133394393043,29354.67086388953
L03-418-1,NA,NA,1659.7317959999998,0.066361,LAGUNA NIGUEL,NA,Yes,MISSION VIEJO,94.52433574,123.71430811,116.9402313,1568.8504552345717,1568.8504552345717,MY2021-22,SULPHURCREEK,323,1568.8504552345717,506738.69704076665
L03-418-3,NA,NA,0,7.22e-4,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,100,6.6378544,6.637860272,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-418-8,NA,NA,5907.409056,0.134285,LAGUNA NIGUEL,1,Yes,LAGUNA NIGUEL,9.876554085,210.54842175,20.79494713,583.448450438028,583.448450438028,MY2021-22,SULPHURCREEK,323,583.448450438028,188453.84949148304
L03-418-8,NA,NA,5907.409056,0.134285,LAGUNA NIGUEL,1,Yes,MISSION VIEJO,90.12344547,210.54842175,189.7536598,5323.960579274002,5323.960579274002,MY2021-22,SULPHURCREEK,323,5323.960579274002,1719639.2671055028
L03-455-2,NA,NA,369.6192,0.006273,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,45.63681477,45.63685511,369.6192,369.6192,MY2021-22,SULPHURCREEK,323,369.6192,119387.00159999999
L03-455-3 (L03P37),NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,LAGUNA NIGUEL,4.200759936,72.14698507,3.030724323,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-455-3 (L03P37),NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,MISSION VIEJO,60.02596233,72.14698507,43.30696036,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-455-3 (L03P37),NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,35.77328003,72.14698507,25.80936582,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-455-4,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-455-5,NA,NA,0,0.006815,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,88.43637715,23.75471305,21.0078262,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-455-5,NA,NA,0,0.006815,LAGUNA NIGUEL,NA,Unknown,SAN JUAN CAPISTRANO,11.56362628,23.75471305,2.746908669,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-455-6,NA,NA,0,0,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,82.19683381,5.33953354,4.38893139,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-455-6,NA,NA,0,0,LAGUNA NIGUEL,NA,Unknown,MISSION VIEJO,17.76583201,5.33953354,0.948613397,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-455-6,NA,NA,0,0,LAGUNA NIGUEL,NA,Unknown,SAN JUAN CAPISTRANO,0.037321744,5.33953354,0.001992809,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-455-7,NA,NA,786.7150919999999,0.054716,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,85.95696177,64.2143521,55.19675488,676.2363908692604,676.2363908692604,MY2021-22,SULPHURCREEK,323,676.2363908692604,218424.3542507711
L03-455-7,NA,NA,786.7150919999999,0.054716,LAGUNA NIGUEL,NA,Yes,SAN JUAN CAPISTRANO,14.04303869,64.2143521,9.017654281,110.47870474962909,110.47870474962909,MY2021-22,SULPHURCREEK,323,110.47870474962909,35684.6216341302
L03-693-1 (L03P11),NA,NA,976.2119999999999,0.090433,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,279.81210476,279.8123521,976.2119999999999,976.2119999999999,MY2021-22,ELTORO,309,976.2119999999999,301649.508
L03-708-1,NA,NA,1172.4479999999999,0.018177,LAGUNA NIGUEL,NA,Yes,LAGUNA HILLS,0.312130536,108.98900254,0.340188259,3.65956822672128,3.65956822672128,MY2021-22,SULPHURCREEK,323,3.65956822672128,1182.0405372309735
L03-708-1,NA,NA,1172.4479999999999,0.018177,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,99.68786762,108.98900254,108.6489086,1168.7884101533375,1168.7884101533375,MY2021-22,SULPHURCREEK,323,1168.7884101533375,377518.656479528
L03-708-11 (L03P05),NA,NA,4108.906115999999,0.133617,LAGUNA NIGUEL,NA,Yes,LAGUNA HILLS,98.82675596,171.70778799,169.6933866,4060.6986198848335,4060.6986198848335,MY2021-22,SULPHURCREEK,323,4060.6986198848335,1311605.6542228013
L03-708-11 (L03P05),NA,NA,4108.906115999999,0.133617,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,1.173244193,171.70778799,2.014553432,48.207502401791835,48.207502401791835,MY2021-22,SULPHURCREEK,323,48.207502401791835,15571.023275778763
L03-708-13,NA,NA,3187.1607839999997,0.043565,LAGUNA NIGUEL,NA,Yes,MISSION VIEJO,100,64.06432828,64.06438492,3187.160784,3187.160784,MY2021-22,SULPHURCREEK,323,3187.160784,1029452.9332320001
L03-708-5,NA,NA,0,0.006287,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,78.20762138,28.84826742,22.5615637,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-708-5,NA,NA,0,0.006287,LAGUNA NIGUEL,NA,Unknown,MISSION VIEJO,21.792378,28.84826742,6.28672904,0,0,MY2021-22,SULPHURCREEK,323,0,0
L03-708-9,NA,NA,337.672476,0.045486,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,NA,NA,337.672476,337.672476,MY2021-22,SULPHURCREEK,323,337.672476,109068.20974800001
L04-702-1 (L04P02),NA,NA,3406.6370880000004,0.022439,MISSION VIEJO,NA,Yes,LAGUNA HILLS,99.99999962,84.3662671,84.36634137,3406.6370750547794,3406.6370750547794,MY2021-22,SULPHURCREEK,323,3406.6370750547794,1100343.7752426937
L04-702-4,NA,NA,0,0,MISSION VIEJO,NA,Unknown,LAGUNA HILLS,56.399775,374.77459069,211.3722128,0,0,MY2021-22,SULPHURCREEK,323,0,0
L04-702-4,NA,NA,0,0,MISSION VIEJO,NA,Unknown,MISSION VIEJO,43.60022493,374.77459069,163.402709,0,0,MY2021-22,SULPHURCREEK,323,0,0
L05-489-3d,NA,NA,119703.35390399999,2.136918,ORANGE CO,NA,Yes,ORANGE CO,100,1930.33211516,1930.332115,119703.35390399997,119703.35390399997,MY2021-22,SULPHURCREEK,323,119703.35390399997,38664183.310991995
L05-503-1,NA,NA,3832.4741759999997,0.057778,SAN JUAN CAPISTRANO,1,Yes,SAN JUAN CAPISTRANO,100,NA,NA,3832.4741759999997,3832.4741759999997,MY2021-22,PALISADES,313,3832.4741759999997,1199564.4170879999
LC01-11446-1,NA,NA,429.23519999999996,0.017,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,39.36702966,178.33264473,70.20432721,168.9771484951603,168.9771484951603,MY2021-22,LAGUNABEACH,318,168.9771484951603,53734.73322146097
LC01-11446-1,NA,NA,429.23519999999996,0.017,LAGUNA BEACH,NA,Yes,ORANGE CO,55.76166121,178.33264473,99.4413331,239.34867801806593,239.34867801806593,MY2021-22,LAGUNABEACH,318,239.34867801806593,76112.87960974497
LC02-11508-2,NA,NA,488.79158399999994,0.02265,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,100,NA,NA,488.79158399999994,488.79158399999994,MY2021-22,LAGUNABEACH,318,488.79158399999994,155435.72371199998
LC02-11508-3,NA,NA,0,0,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,14.21275699,319.65476129,45.43179461,0,0,MY2021-22,LAGUNABEACH,318,0,0
LC02-11508-3,NA,NA,0,0,LAGUNA BEACH,NA,Unknown,ORANGE CO,85.78724286,319.65476129,274.2232488,0,0,MY2021-22,LAGUNABEACH,318,0,0
LC03-11515-1,NA,NA,1070.822592,0.008369,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,100,NA,NA,1070.822592,1070.822592,MY2021-22,LAGUNABEACH,318,1070.822592,340521.584256
LC05-11017-1,NA,NA,0,0,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,100,63.88315303,63.88320951,0,0,MY2021-22,LAGUNABEACH,318,0,0
LC06-11019-1,NA,NA,3655.951199999999,0.028496,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,89.62558449,60.81426308,54.50518693,3276.667631669168,3276.667631669168,MY2021-22,LAGUNABEACH,318,3276.667631669168,1041980.3068707953
LC06-11019-1,NA,NA,3655.951199999999,0.028496,LAGUNA BEACH,NA,Yes,ORANGE CO,9.731511351,60.81426308,5.918152147,355.7793060150206,355.7793060150206,MY2021-22,LAGUNABEACH,318,355.7793060150206,113137.81931277656
M00.1-071-2 (M00S04),NA,NA,0,0.072122,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100.0000001,416.85960898,416.8599777,0,0,MY2021-22,PALISADES,313,0,0
M00.2-066-1 (M00S07),NA,NA,372.59999999999997,0.014322,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,99.98882995,136.33710933,136.3220009,372.5583803936999,372.5583803936999,MY2021-22,PALISADES,313,372.5583803936999,116610.77306322807
M01-038-3,NA,NA,572.850144,0.005304,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA,572.850144,572.850144,MY2021-22,PALISADES,313,572.850144,179302.095072
M01-038-6,NA,NA,288.153936,0.013791,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA,288.153936,288.153936,MY2021-22,PALISADES,313,288.153936,90192.18196799999
M01-042-1 (M01S01),NA,NA,59.616,0.015022,SAN CLEMENTE,1,Yes,SAN CLEMENTE,100,195.65162657,195.6517995,59.61600000000001,59.61600000000001,MY2021-22,PALISADES,313,59.61600000000001,18659.808
M01-047-1,NA,NA,24674.674895999997,0.350968,SAN CLEMENTE,1,Yes,SAN CLEMENTE,100,719.38131871,719.3819547,24674.674895999997,24674.674895999997,MY2021-22,PALISADES,313,24674.674895999997,7723173.242447999
M01-050-4 (M01@CGV),NA,NA,695.5199999999999,0.05849,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,105.0882966,105.0883895,695.5199999999999,695.5199999999999,MY2021-22,PALISADES,313,695.5199999999999,217697.75999999995
M01-050-7,NA,NA,0.23846399999999995,4e-6,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA,0.23846399999999995,0.23846399999999995,MY2021-22,PALISADES,313,0.23846399999999995,74.63923199999998
M01-099-1,NA,NA,327.888,0.03559,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA,327.888,327.888,MY2021-22,PALISADES,313,327.888,102628.94399999999
M01-124-2,NA,NA,178.848,0.019404,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA,178.84800000000004,178.84800000000004,MY2021-22,PALISADES,313,178.84800000000004,55979.424000000014
M02-061-5,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,3.75049186,3.750495173,0,0,MY2021-22,PALISADES,313,0,0
M02-142-1,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA,0,0,MY2021-22,PALISADES,313,0,0
SC02-072-1,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,4.79491375,4.794917985,0,0,MY2021-22,PALISADES,313,0,0
SC03-067-1,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,99.95606465,174.71237258,174.6357665,0,0,MY2021-22,PALISADES,313,0,0
SC06-146-1 (M00P02),NA,NA,217.658016,0.003017,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100.0000005,26.41299244,26.41301593,217.65801708829008,217.65801708829008,MY2021-22,PALISADES,313,217.65801708829008,68126.9593486348
SC07-079-4,NA,NA,402.4079999999999,0.00694,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,1.06690053,1.066901477,402.4079999999999,402.4079999999999,MY2021-22,PALISADES,313,402.4079999999999,125953.70399999997
SC10-075-1 (M00P05),NA,NA,357.69599999999997,0.006323,DANA POINT,NA,Yes,DANA POINT,89.808013,83.2555747,74.77024345,321.23967018048,321.23967018048,MY2021-22,PALISADES,313,321.23967018048,100548.01676649024
SC10-075-1 (M00P05),NA,NA,357.69599999999997,0.006323,DANA POINT,NA,Yes,SAN CLEMENTE,10.19198624,83.2555747,8.485404217,36.456327101030396,36.456327101030396,MY2021-22,PALISADES,313,36.456327101030396,11410.830382622515
SC11-026-1 (M00P01),NA,NA,238.464,0.060573,DANA POINT,NA,Unknown,DANA POINT,67.05890861,305.38811884,204.7901206,159.9113558277504,159.9113558277504,MY2021-22,PALISADES,313,159.9113558277504,50052.25437408588
SC11-026-1 (M00P01),NA,NA,238.464,0.060573,DANA POINT,NA,Unknown,SAN CLEMENTE,31.34739098,305.38811884,95.73129226,74.7522424265472,74.7522424265472,MY2021-22,PALISADES,313,74.7522424265472,23397.451879509274
SC11-026-1 (M00P01),NA,NA,238.464,0.060573,DANA POINT,NA,Unknown,SAN JUAN CAPISTRANO,1.593700313,305.38811884,4.866975708,3.80040151439232,3.80040151439232,MY2021-22,PALISADES,313,3.80040151439232,1189.5256740047962
SC11-035-2d,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA,0,0,MY2021-22,DANAPOINT,319,0,0
SC11-035-3d,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA,0,0,MY2021-22,PALISADES,313,0,0
SC12-068-2,NA,NA,811.2843359999999,0.008401,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,81.31475636,81.31482824,811.2843359999999,811.2843359999999,MY2021-22,PALISADES,313,811.2843359999999,253931.99716799997
SC12-068-4,NA,NA,9.180864,0.0089,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,99.98312968,16.13226718,16.12955987,9.179315158864435,9.179315158864435,MY2021-22,PALISADES,313,9.179315158864435,2873.1256447245682
J01-9273-1,NA,NA,0,0.00103,LAGUNA WOODS,1,Yes,LAGUNA HILLS,5.183103927,30.68945533,1.590667771,0,0,MY2021-22,ELTORO,309,0,0
J01-9273-1,NA,NA,0,0.00103,LAGUNA WOODS,1,Yes,LAGUNA WOODS,94.81689767,30.68945533,29.09881518,0,0,MY2021-22,ELTORO,309,0,0
J01-9364-3 (J01P21),NA,NA,317375.97119999997,3.673333,ORANGE CO,NA,Yes,ALISO VIEJO,99.79799461,167.87337148,167.5344063,316734.85463161115,316734.85463161115,MY2021-22,SULPHURCREEK,323,316734.85463161115,102305358.0460104
J01-9364-3 (J01P21),NA,NA,317375.97119999997,3.673333,ORANGE CO,NA,Yes,LAGUNA NIGUEL,0.20163074,167.87337148,0.33848462,639.9275193127468,639.9275193127468,MY2021-22,SULPHURCREEK,323,639.9275193127468,206696.5887380172
J01-9364-3 (J01P21),NA,NA,317375.97119999997,3.673333,ORANGE CO,NA,Yes,ORANGE CO,3.74759e-4,167.87337148,6.2912e-4,1.189395015909408,1.189395015909408,MY2021-22,SULPHURCREEK,323,1.189395015909408,384.1745901387388
L02-401-2 (COL02P55),NA,NA,-0.99,NA,ORANGE CO,NA,Yes,ORANGE CO,100,116.86311828,116.8632216,NA,0,MY2021-22,SULPHURCREEK,323,0,0
J01-9144-4 (J01P26),NA,NA,385.77600000000007,0.004465,ALISO VIEJO,NA,Yes,ALISO VIEJO,100,193.49295991,193.493131,385.77600000000007,385.77600000000007,MY2021-22,SULPHURCREEK,323,385.77600000000007,124605.64800000002
L02-640-1 (L11P02),NA,NA,14111.9712,0.163333,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,100,508.84556392,508.8460138,14111.971200000002,14111.971200000002,MY2021-22,TRABUCO,304,14111.971200000002,4290039.2448
J01-9264-1 (J01P06),NA,NA,-0.99,NA,LAKE FOREST,NA,Yes,LAKE FOREST,92.08498047,680.93059513,627.0353599,NA,0,MY2021-22,ELTORO,309,0,0
J01-9046-3,NA,NA,248.91839999999996,0.002881,LAKE FOREST,NA,Yes,LAKE FOREST,100,15.52791748,15.52793121,248.91839999999996,248.91839999999996,MY2021-22,ELTORO,309,248.91839999999996,76915.78559999999
J01-10004-2,NA,NA,65.1456,7.54e-4,LAKE FOREST,NA,Yes,LAKE FOREST,100,11.76218814,11.76219854,65.1456,65.1456,MY2021-22,ELTORO,309,65.1456,20129.9904
J01-9275-1,NA,NA,259.2,0.003,LAKE FOREST,NA,Unknown,LAKE FOREST,99.64416058,27.09901317,27.00260807,258.27766422336003,258.27766422336003,MY2021-22,ELTORO,309,258.27766422336003,79807.79824501825
J01-9275-1,NA,NA,259.2,0.003,LAKE FOREST,NA,Unknown,MISSION VIEJO,0.355841536,27.09901317,0.09642963,0.922341261312,0.922341261312,MY2021-22,ELTORO,309,0.922341261312,285.003449745408
J01-10041-2 (J03P13),NA,NA,211896,2.4525,LAGUNA NIGUEL,NA,Yes,LAGUNA HILLS,0.009690605,374.69432682,0.036310178,20.534004370799998,20.534004370799998,MY2021-22,SULPHURCREEK,323,20.534004370799998,6632.4834117683995
J01-10041-2 (J03P13),NA,NA,211896,2.4525,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,99.9903098,374.69432682,374.6583494,211875.46685380803,211875.46685380803,MY2021-22,SULPHURCREEK,323,211875.46685380803,68435775.79378
J03-9215-1,NA,NA,-0.99,NA,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,65.12825351,65.12831109,NA,0,MY2021-22,SULPHURCREEK,323,0,0
SC01-077-2,NA,NA,647.9999999999999,0.0075,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA,647.9999999999999,647.9999999999999,MY2021-22,PALISADES,313,647.9999999999999,202823.99999999997
SC01-077-1,NA,NA,4587.6672,0.053098,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,48.74950277,48.74954587,4587.6672,4587.6672,MY2021-22,PALISADES,313,4587.6672,1435939.8336
J01-9313-1,NA,NA,4320,0.05,ALISO VIEJO,NA,Yes,ALISO VIEJO,99.21825221,137.37665275,136.3028343,4286.228495472,4286.228495472,MY2021-22,SULPHURCREEK,323,4286.228495472,1384451.804037456
J01-9313-1,NA,NA,4320,0.05,ALISO VIEJO,NA,Yes,ORANGE CO,0.781746628,137.37665275,1.073938299,33.771454329600004,33.771454329600004,MY2021-22,SULPHURCREEK,323,33.771454329600004,10908.179748460801
I01-11487-2,NA,NA,723.6,0.008375,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,100.0000001,134.7247304,134.7248497,723.6000007235999,723.6000007235999,MY2021-22,LAGUNABEACH,318,723.6000007235999,230104.80023010477
I00-11437-1,NA,NA,7487.942400000001,0.086666000000000007,LAGUNA BEACH,1,Yes,LAGUNA BEACH,96.47184583,605.19208238,583.8404889,7223.756247967203,7223.756247967203,MY2021-22,LAGUNABEACH,318,7223.756247967203,2297154.4868535707
I00-11437-1,NA,NA,7487.942400000001,0.086666000000000007,LAGUNA BEACH,1,Yes,ORANGE CO,3.528154171,605.19208238,21.35212857,264.18615210767757,264.18615210767757,MY2021-22,LAGUNABEACH,318,264.18615210767757,84011.19637024147
SC05-073-1,NA,NA,603.5039999999999,0.006985,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100.0000016,124.43649592,124.4366079,603.5040096560639,603.5040096560639,MY2021-22,PALISADES,313,603.5040096560639,188896.755022348
L01-618-3,NA,NA,-0.99,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,6.92800257,6.92800869,NA,0,MY2021-22,PALISADES,313,0,0
L01-618-2,NA,NA,-0.99,NA,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,399.49209345,399.4924467,NA,0,MY2021-22,PALISADES,313,0,0
L01-618-1,NA,NA,6998.4000000000005,0.081,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,92.62287102,92.6229529,6998.4,6998.4,MY2021-22,PALISADES,313,6998.4,2190499.1999999997
L01-602-2,NA,NA,-0.99,NA,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,62.42339564,62.42345082,NA,0,MY2021-22,PALISADES,313,0,0
L02-571-1,NA,NA,-0.99,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,99.9999999,36.03365204,36.03368386,NA,0,MY2021-22,PALISADES,313,0,0
L02-571-3,NA,NA,52.4448,6.07e-4,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,7.43114254,7.431149107,52.44480000000001,52.44480000000001,MY2021-22,PALISADES,313,52.44480000000001,16415.222400000002
K01-12156-1,NA,NA,-0.99,NA,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,88.38784859,88.38792673,NA,0,MY2021-22,DANAPOINT,319,0,0
K01-12156-3,NA,NA,-0.99,0,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,100,130.12073959,130.1208546,NA,0,MY2021-22,SULPHURCREEK,323,0,0
L01-724-2,NA,NA,-0.99,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,16.19787546,NA,NA,0,MY2021-22,DANAPOINT,319,0,0
L01-517-1,NA,NA,-0.99,0,SAN JUAN CAPISTRANO,NA,Unknown,ORANGE CO,91.33564488,163.63320429,149.4555745,NA,0,MY2021-22,PALISADES,313,0,0
L01-517-1,NA,NA,-0.99,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,8.664355227,163.63320429,14.17777462,NA,0,MY2021-22,PALISADES,313,0,0
L01-517-2,NA,NA,-0.99,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA,NA,0,MY2021-22,PALISADES,313,0,0
L01-517-3,NA,NA,143.7696,0.001664,ORANGE CO,NA,Yes,ORANGE CO,86.86213464,603.8362612,524.5055299,124.88134352338942,124.88134352338942,MY2021-22,PALISADES,313,124.88134352338942,39087.86052282089
L01-517-3,NA,NA,143.7696,0.001664,ORANGE CO,NA,Yes,SAN JUAN CAPISTRANO,13.13786535,603.8362612,79.33126506,18.8882564622336,18.8882564622336,MY2021-22,PALISADES,313,18.8882564622336,5912.024272679117
SM01-086-1 (M03P01),NA,NA,-0.99,NA,SAN CLEMENTE,NA,Yes,ORANGE CO,0.179452607,219.4891214,0.393879298,NA,0,MY2021-22,PALISADES,313,0,0
SM01-086-1 (M03P01),NA,NA,-0.99,NA,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,99.82054733,219.4891214,219.095436,NA,0,MY2021-22,PALISADES,313,0,0
