FACILITYID,JURISDICTI,PRIORITY,LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,Shape_Area,AREA,PERCENTAGE,JTribArea,EMCgroupArea,PerCentLU,,,,,,Agriculture ,Business ,Developed Open Space ,Highway/ Arterial ,Multi-Family ,Open Space ,Single Family ,Surface Street ,Water ,,,
J01-9033-1,LAKE FOREST,1,RESSFH,50,Single Family Residential,single family,0.405,1054213.235,24.20150258,58.87834883,1461.515246,428.2969983,29.30499695,,,,,,,,,,,,,,,,,
J01-9033-1,LAKE FOREST,1,TRANS,60,Streets and Roads,surface street,0.471,387294.3297,8.891089966,21.63058656,1461.515246,225.7273941,15.44475124,,,,,,,,,,,,,,,,,
J01-9033-1,LAKE FOREST,1,OSDEV,75,Developed Open Space,developed open space,0.217,164434.4527,3.774910708,9.183748353,1461.515246,245.0374811,16.76598871,,,,,,,,,,,,,,,,,
J01-9033-1,LAKE FOREST,1,OSLOW,77,Open Space,open space,0.078,132441.262,3.040445174,7.396912277,1461.515246,100.4994391,6.876386636,,,,,,,,,,,,,,,,,
J01-9259-3,LAKE FOREST,1,COMM,10,Commercial,business,0.486,882522.0028,20.25999846,14.39378513,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9259-3,LAKE FOREST,1,IND,30,Light Industrial,business,0.414,145518.5593,3.340659811,2.373383177,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9259-3,LAKE FOREST,1,UTIL,40,Commercial,business,0.486,70898.70155,1.627616739,1.156345873,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9259-3,LAKE FOREST,1,RESSFH,50,Single Family Residential,single family,0.405,1843754.615,42.32695111,30.07132704,1461.515246,428.2969983,29.30499695,,,,,,,,,,,,,,,,,
J01-9259-3,LAKE FOREST,1,RESSFL,51,Single Family Residential,single family,0.405,134289.0828,3.082865472,2.190232308,1461.515246,428.2969983,29.30499695,,,,,,,,,,,,,,,,,
J01-9259-3,LAKE FOREST,1,RESMF,52,Multi-family Residential,multi-family,0.485,1195717.593,27.45000863,19.50195242,1461.515246,125.7177598,8.601878095,,,,,,,,,,,,,,,,,
J01-9259-3,LAKE FOREST,1,TRANS,60,Streets and Roads,surface street,0.471,1539637.549,35.345356,25.11122894,1461.515246,225.7273941,15.44475124,,,,,,,,,,,,,,,,,
J01-9259-3,LAKE FOREST,1,TROTH,62,Streets and Roads,surface street,0.471,58542.09412,1.343946931,0.954811689,1461.515246,225.7273941,15.44475124,,,,,,,,,,,,,,,,,
J01-9259-3,LAKE FOREST,1,OSDEV,75,Developed Open Space,developed open space,0.217,247940.1395,5.691945161,4.043861888,1461.515246,245.0374811,16.76598871,,,,,,,,,,,,,,,,,
J01-9259-3,LAKE FOREST,1,OSIRR,76,Developed Open Space,developed open space,0.217,12449.54215,0.285803305,0.203049934,1461.515246,245.0374811,16.76598871,,,,,,,,,,,,,,,,,
L04-702-4,MISSION VIEJO,1,COMM,10,Commercial,business,0.486,2779735.132,63.81419309,17.0273381,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L04-702-4,MISSION VIEJO,1,EDU,20,Education,business,0.422,11707.49927,0.268768276,0.071714584,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L04-702-4,MISSION VIEJO,1,RESSFH,50,Single Family Residential,single family,0.405,8371337.152,192.1802258,51.27883819,1529.721351,656.5016704,42.91642201,,,,,,,,,,,,,,,,,
L04-702-4,MISSION VIEJO,1,RESMF,52,Multi-family Residential,multi-family,0.485,14949.13933,0.343186389,0.091571332,1529.721351,29.09369733,1.901895225,,,,,,,,,,,,,,,,,
L04-702-4,MISSION VIEJO,1,TRANS,60,Streets and Roads,surface street,0.471,2570288.244,59.00593493,15.74436588,1529.721351,232.6529468,15.20884485,,,,,,,,,,,,,,,,,
L04-702-4,MISSION VIEJO,1,TRFWY,61,Freeway,highway/arterial,0.45,1049283.009,24.08831971,6.427409704,1529.721351,90.23256518,5.89862756,,,,,,,,,,,,,,,,,
L04-702-4,MISSION VIEJO,1,TROTH,62,Streets and Roads,surface street,0.471,276313.7582,6.343316424,1.692566938,1529.721351,232.6529468,15.20884485,,,,,,,,,,,,,,,,,
L04-702-4,MISSION VIEJO,1,OSDEV,75,Developed Open Space,developed open space,0.217,737200.383,16.92385978,4.515739657,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
L04-702-4,MISSION VIEJO,1,OSIRR,76,Developed Open Space,developed open space,0.217,505867.1122,11.61315739,3.098701835,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
L04-702-4,MISSION VIEJO,1,OSLOW,77,Open Space,open space,0.078,8448.847828,0.193959633,0.051753632,1529.721351,72.15297905,4.716740014,,,,,,,,,,,,,,,,,
L04-266-1,MISSION VIEJO,1,EDU,20,Education,business,0.422,82786.18662,1.900516937,3.501303687,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L04-266-1,MISSION VIEJO,1,UTIL,40,Commercial,business,0.486,52831.97174,1.212860034,2.234440128,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L04-266-1,MISSION VIEJO,1,RESSFH,50,Single Family Residential,single family,0.405,1738975.615,39.92154662,73.54707325,1529.721351,656.5016704,42.91642201,,,,,,,,,,,,,,,,,
L04-266-1,MISSION VIEJO,1,TRANS,60,Streets and Roads,surface street,0.471,489315.9918,11.23319442,20.69480376,1529.721351,232.6529468,15.20884485,,,,,,,,,,,,,,,,,
L04-266-1,MISSION VIEJO,1,OSDEV,75,Developed Open Space,developed open space,0.217,486.716331,0.011173514,0.020584855,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
L04-266-1,MISSION VIEJO,1,OSIRR,76,Developed Open Space,developed open space,0.217,42.36947525,9.73E-04,0.001791946,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
J07-9110-1,MISSION VIEJO,1,RESSFH,50,Single Family Residential,single family,0.405,1750726.625,40.19131378,39.35749297,1529.721351,656.5016704,42.91642201,,,,,,,,,,,,,,,,,
J07-9110-1,MISSION VIEJO,1,TRANS,60,Streets and Roads,surface street,0.471,745735.2852,17.11979495,16.76462265,1529.721351,232.6529468,15.20884485,,,,,,,,,,,,,,,,,
J07-9110-1,MISSION VIEJO,1,OSDEV,75,Developed Open Space,developed open space,0.217,1008979.672,23.1630787,22.68253066,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
J07-9110-1,MISSION VIEJO,1,OSLOW,77,Open Space,open space,0.078,882786.8841,20.26607932,19.84563328,1529.721351,72.15297905,4.716740014,,,,,,,,,,,,,,,,,
J07-9110-1,MISSION VIEJO,1,OSFOR,78,Open Space,open space,0.078,60039.08388,1.378313224,1.349718333,1529.721351,72.15297905,4.716740014,,,,,,,,,,,,,,,,,
L03-172-2,MISSION VIEJO,1,UTIL,40,Commercial,business,0.486,23543.97106,0.540497365,1.162145732,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L03-172-2,MISSION VIEJO,1,RESSFH,50,Single Family Residential,single family,0.405,972706.4814,22.33035749,48.01342487,1529.721351,656.5016704,42.91642201,,,,,,,,,,,,,,,,,
L03-172-2,MISSION VIEJO,1,RESMF,52,Multi-family Residential,multi-family,0.485,15651.37332,0.359307528,0.772561971,1529.721351,29.09369733,1.901895225,,,,,,,,,,,,,,,,,
L03-172-2,MISSION VIEJO,1,TRANS,60,Streets and Roads,surface street,0.471,464283.4322,10.65852363,22.91733233,1529.721351,232.6529468,15.20884485,,,,,,,,,,,,,,,,,
L03-172-2,MISSION VIEJO,1,OSDEV,75,Developed Open Space,developed open space,0.217,424382.1318,9.742512153,20.94777818,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
L03-172-2,MISSION VIEJO,1,OSIRR,76,Developed Open Space,developed open space,0.217,47454.86185,1.089418082,2.34240286,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
L03-172-2,MISSION VIEJO,1,OSLOW,77,Open Space,open space,0.078,77882.94283,1.787953498,3.844352737,1529.721351,72.15297905,4.716740014,,,,,,,,,,,,,,,,,
J01-10012-3,MISSION VIEJO,1,RESSFH,50,Single Family Residential,single family,0.405,762556.1698,17.50595087,56.20577889,1529.721351,656.5016704,42.91642201,,,,,,,,,,,,,,,,,
J01-10012-3,MISSION VIEJO,1,TRANS,60,Streets and Roads,surface street,0.471,105731.195,2.427263957,7.793136302,1529.721351,232.6529468,15.20884485,,,,,,,,,,,,,,,,,
J01-10012-3,MISSION VIEJO,1,OSDEV,75,Developed Open Space,developed open space,0.217,56904.64078,1.306356024,4.194274185,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
J01-10012-3,MISSION VIEJO,1,OSLOW,77,Open Space,open space,0.078,431530.0257,9.906605872,31.80681262,1529.721351,72.15297905,4.716740014,,,,,,,,,,,,,,,,,
L03-241-3,MISSION VIEJO,1,EDU,20,Education,business,0.422,376018.6496,8.632234933,1.195484121,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L03-241-3,MISSION VIEJO,1,UTIL,40,Commercial,business,0.486,39540.40362,0.907726395,0.125711649,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L03-241-3,MISSION VIEJO,1,RESSFH,50,Single Family Residential,single family,0.405,11592512.01,266.1285212,36.85632096,1529.721351,656.5016704,42.91642201,,,,,,,,,,,,,,,,,
L03-241-3,MISSION VIEJO,1,TRANS,60,Streets and Roads,surface street,0.471,3730838.595,85.64861154,11.86153481,1529.721351,232.6529468,15.20884485,,,,,,,,,,,,,,,,,
L03-241-3,MISSION VIEJO,1,TRFWY,61,Freeway,highway/arterial,0.45,2604086.187,59.78183203,8.279226814,1529.721351,90.23256518,5.89862756,,,,,,,,,,,,,,,,,
L03-241-3,MISSION VIEJO,1,OSAGNI,71,Agriculture,agriculture,0.222,18672.64702,0.428666706,0.059366345,1529.721351,0.428666706,0.028022535,,,,,,,,,,,,,,,,,
L03-241-3,MISSION VIEJO,1,OSDEV,75,Developed Open Space,developed open space,0.217,10554428.87,242.2973161,33.55592106,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
L03-241-3,MISSION VIEJO,1,OSIRR,76,Developed Open Space,developed open space,0.217,897977.0722,20.61479945,2.854957679,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
L03-241-3,MISSION VIEJO,1,OSLOW,77,Open Space,open space,0.078,1516676.968,34.81825148,4.822003467,1529.721351,72.15297905,4.716740014,,,,,,,,,,,,,,,,,
L03-241-3,MISSION VIEJO,1,OSFOR,78,Open Space,open space,0.078,122501.8945,2.81226778,0.389472889,1529.721351,72.15297905,4.716740014,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,COMM,10,Commercial,business,0.486,220783.867,5.068520435,2.549267579,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,EDU,20,Education,business,0.422,458.8281026,0.010533286,0.005297831,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,IND,30,Light Industrial,business,0.414,2343.893455,0.053808605,0.027063624,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,UTIL,40,Commercial,business,0.486,13218.23665,0.303450173,0.152623571,1529.721351,82.71310953,5.407070346,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,RESSFH,50,Single Family Residential,single family,0.405,3408284.317,78.2437546,39.35354891,1529.721351,656.5016704,42.91642201,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,RESMF,52,Multi-family Residential,multi-family,0.485,1236715.874,28.39120341,14.2796651,1529.721351,29.09369733,1.901895225,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,TRANS,60,Streets and Roads,surface street,0.471,1751815.324,40.21630697,20.22722978,1529.721351,232.6529468,15.20884485,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,TRFWY,61,Freeway,highway/arterial,0.45,277145.621,6.362413444,3.200045166,1529.721351,90.23256518,5.89862756,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,OSDEV,75,Developed Open Space,developed open space,0.217,1439055.726,33.03630583,16.61596998,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,OSIRR,76,Developed Open Space,developed open space,0.217,267752.0526,6.146765922,3.091582895,1529.721351,365.9457156,23.92237746,,,,,,,,,,,,,,,,,
L02-366-1 (MVL02P14),MISSION VIEJO,1,OSLOW,77,Open Space,open space,0.078,43104.54886,0.989548239,0.497704069,1529.721351,72.15297905,4.716740014,,,,,,,,,,,,,,,,,
L02-401-2 (COL02P55),ORANGE CO,1,COMM,10,Commercial,business,0.486,465535.6202,10.68727003,9.145109881,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L02-401-2 (COL02P55),ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,733547.6788,16.84000489,14.41001254,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L02-401-2 (COL02P55),ORANGE CO,1,RESMF,52,Multi-family Residential,multi-family,0.485,791662.2539,18.17413729,15.55163125,2714.5289,53.56792267,1.973378241,,,,,,,,,,,,,,,,,
L02-401-2 (COL02P55),ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,801772.1424,18.40622933,15.75023269,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L02-401-2 (COL02P55),ORANGE CO,1,TROTH,62,Streets and Roads,surface street,0.471,70821.71018,1.625849253,1.391241172,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L02-401-2 (COL02P55),ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,1322513.837,30.36086149,25.97982588,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L02-401-2 (COL02P55),ORANGE CO,1,OSIRR,76,Developed Open Space,developed open space,0.217,118952.1669,2.730776922,2.336729114,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L02-401-2 (COL02P55),ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,782094.0217,17.95448003,15.36367027,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L02-401-2 (COL02P55),ORANGE CO,1,OSVAC,9999,Developed Open Space,developed open space,0.217,3642.127583,0.083612079,0.071546957,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,COMM,10,Commercial,business,0.486,116249.2792,2.66872691,0.998000636,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,1654680.623,37.98639214,14.20544131,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,RESSFL,51,Single Family Residential,single family,0.405,19119.23523,0.438919001,0.164138729,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,RESMF,52,Multi-family Residential,multi-family,0.485,671090.3011,15.40617506,5.761313546,2714.5289,53.56792267,1.973378241,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,1165142.132,26.74808981,10.00275095,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,TROTH,62,Streets and Roads,surface street,0.471,1984.238584,0.045552032,0.017034698,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,OSAGIR,70,Agriculture,agriculture,0.222,127110.6783,2.91807132,1.0912458,2714.5289,22.340987,0.823015257,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,3265900.658,74.97506247,28.03777326,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,OSIRR,76,Developed Open Space,developed open space,0.217,251042.0827,5.763156265,2.155197519,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,4297549.446,98.65855456,36.8944832,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L01-514-1,ORANGE CO,1,OSWET,79,Open Space,open space,0.078,78348.32441,1.798637232,0.672620752,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L01-517-3,ORANGE CO,1,COMM,10,Commercial,business,0.486,741692.8623,17.02699332,2.819800559,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L01-517-3,ORANGE CO,1,IND,30,Light Industrial,business,0.414,22353.85314,0.513175908,0.084985862,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L01-517-3,ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,2512.924047,0.057689029,0.009553745,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L01-517-3,ORANGE CO,1,RESMF,52,Multi-family Residential,multi-family,0.485,536418.9249,12.3145333,2.039381072,2714.5289,53.56792267,1.973378241,,,,,,,,,,,,,,,,,
L01-517-3,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,1188047.685,27.27393106,4.516771962,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-517-3,ORANGE CO,1,OSAGIR,70,Agriculture,agriculture,0.222,825250.5539,18.94522165,3.137473868,2714.5289,22.340987,0.823015257,,,,,,,,,,,,,,,,,
L01-517-3,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,3973648.324,91.2227782,15.10719104,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-517-3,ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,18867800.2,433.1468244,71.73243299,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L01-517-3,ORANGE CO,1,OSFOR,78,Open Space,open space,0.078,145300.2421,3.335647917,0.552408854,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L01-458-1,ORANGE CO,1,COMM,10,Commercial,business,0.486,24015.78879,0.551328853,0.091818387,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L01-458-1,ORANGE CO,1,IND,30,Light Industrial,business,0.414,474029.6253,10.88226633,1.812334204,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L01-458-1,ORANGE CO,1,UTIL,40,Commercial,business,0.486,6650.305399,0.152670615,0.025425786,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L01-458-1,ORANGE CO,1,RESMF,52,Multi-family Residential,multi-family,0.485,311826.9375,7.1585901,1.192192628,2714.5289,53.56792267,1.973378241,,,,,,,,,,,,,,,,,
L01-458-1,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,228324.5441,5.241631254,0.872942025,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-458-1,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,742060.0321,17.03542241,2.837081705,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-458-1,ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,24368843.86,559.433915,93.16820486,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L01-733-4,ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,352807.0924,8.09936877,15.97906965,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L01-733-4,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,194866.8719,4.473545715,8.825761684,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-733-4,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,1012674.63,23.24790359,45.86528669,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-733-4,ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,647584.0195,14.86654293,29.32988132,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L02-359-1 (L02P43),ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,2064968.663,47.40534718,51.27250873,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L02-359-1 (L02P43),ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,902981.4911,20.72968556,22.42074043,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L02-359-1 (L02P43),ORANGE CO,1,TRFWY,61,Freeway,highway/arterial,0.45,15218.06784,0.349360163,0.377859737,2714.5289,1.703416502,0.062751828,,,,,,,,,,,,,,,,,
L02-359-1 (L02P43),ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,872236.4814,20.02387443,21.65735171,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L02-359-1 (L02P43),ORANGE CO,1,OSIRR,76,Developed Open Space,developed open space,0.217,157792.292,3.62242707,3.917931935,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L02-359-1 (L02P43),ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,14241.3853,0.326938528,0.353609023,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L02-344-1,ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,2230480.826,51.2049988,28.71548335,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L02-344-1,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,1334491.477,30.63583138,17.18040673,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L02-344-1,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,2107443.582,48.38044104,27.1314868,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L02-344-1,ORANGE CO,1,OSIRR,76,Developed Open Space,developed open space,0.217,329215.6853,7.557782419,4.238363056,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L02-344-1,ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,1757003.187,40.33540438,22.61987423,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L02-344-1,ORANGE CO,1,OSVAC,9999,Developed Open Space,developed open space,0.217,8884.836548,0.203968597,0.114384474,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-414-1,ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,624157.2906,14.32873708,34.63146687,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L01-414-1,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,187893.5505,4.313459644,10.42530363,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-414-1,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,336223.8607,7.718668631,18.65543456,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-414-1,ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,654009.0149,15.01404111,36.28779455,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L01-414-2,ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,129132.9901,2.964497399,42.8372255,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L01-414-2,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,34509.87094,0.792240794,11.4479431,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-414-2,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,137807.54,3.163638457,45.71482979,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-391-1,ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,741876.5307,17.03120978,56.84921563,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L01-391-1,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,305819.9014,7.020686976,23.4346563,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-391-1,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,152709.9455,3.505751982,11.70200197,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-391-1,ORANGE CO,1,OSIRR,76,Developed Open Space,developed open space,0.217,104583.5645,2.400917879,8.014128176,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-391-3,ORANGE CO,1,EDU,20,Education,business,0.422,236.6247323,0.005432178,0.0063528,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L01-391-3,ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,1727536.979,39.65895061,46.38017818,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L01-391-3,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,678593.3292,15.57842157,18.21858514,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-391-3,ORANGE CO,1,OSAGIR,70,Agriculture,agriculture,0.222,5956.176459,0.136735544,0.159908893,2714.5289,22.340987,0.823015257,,,,,,,,,,,,,,,,,
L01-391-3,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,714935.7241,16.41273149,19.1942903,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-391-3,ORANGE CO,1,OSIRR,76,Developed Open Space,developed open space,0.217,9584.611291,0.220033279,0.257323568,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-391-3,ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,587887.6867,13.49609822,15.78335862,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L02-374-2 (MVL02P20),ORANGE CO,1,EDU,20,Education,business,0.422,271091.9382,6.223439452,7.379187805,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L02-374-2 (MVL02P20),ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,1598494.288,36.69652621,43.51139925,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L02-374-2 (MVL02P20),ORANGE CO,1,RESMF,52,Multi-family Residential,multi-family,0.485,4091.14159,0.093920063,0.111361859,2714.5289,53.56792267,1.973378241,,,,,,,,,,,,,,,,,
L02-374-2 (MVL02P20),ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,752846.888,17.28305554,20.49267349,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L02-374-2 (MVL02P20),ORANGE CO,1,TRFWY,61,Freeway,highway/arterial,0.45,58982.45818,1.354056339,1.605516708,2714.5289,1.703416502,0.062751828,,,,,,,,,,,,,,,,,
L02-374-2 (MVL02P20),ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,792604.0712,18.19575853,21.57487359,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L02-374-2 (MVL02P20),ORANGE CO,1,OSIRR,76,Developed Open Space,developed open space,0.217,165763.5781,3.80542335,4.512124492,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L02-374-2 (MVL02P20),ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,29862.46957,0.685550712,0.812863609,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
