Station,Sample Type,Parameter,Qualifier,ResultAvg,Units
L01-340-1,Total,"2,4'-DDE",<,1,ng/L
L02-246-1 (L11P01),Total,"2,4'-DDE",<,1,ng/L
L02-641-1,Total,"2,4'-DDE",<,1,ng/L
L02-641-2,Total,"2,4'-DDE",<,1,ng/L
L01-731-1 (L08TBN2),Total,"2,4'-DDE",<,1,ng/L
L02-166-3 (L02P26),Total,"2,4'-DDE",<,1,ng/L
L04-672-1,Total,"2,4'-DDE",<,1,ng/L
M01-042-1 (M01S01),Total,"2,4'-DDE",<,1,ng/L
M02-032-1,Total,"2,4'-DDE",<,1,ng/L
SC1-2,Total,"2,4'-DDE",<,1,ng/L
M02-085-1 (M02P06),Total,"2,4'-DDE",<,1,ng/L
M02-085-2,Total,"2,4'-DDE",<,1,ng/L
L01-726-5,Total,"2,4'-DDE",<,1,ng/L
L04-266-5,Total,"2,4'-DDT",<,1,ng/L
I01-11343-2 (I02P18),Total,"2,4'-DDT",<,1,ng/L
L03-418-8,Total,"2,4'-DDT",<,1,ng/L
K01-12177-1 (K01P07),Total,"2,4'-DDT",<,1,ng/L
J03-9221-1 (J03P02),Total,"2,4'-DDT",<,1,ng/L
J01-9224-1 (J01P24),Total,"2,4'-DDT",<,1,ng/L
J01-9224-2 (J01P25),Total,"2,4'-DDT",<,1,ng/L
L03-662-3 (L03P16),Total,"2,4'-DDT",<,1,ng/L
L03-214-2 (L03P18),Total,"2,4'-DDT",<,1,ng/L
L03-316-3 (L03P12),Total,"2,4'-DDT",<,1,ng/L
J01-9992-1 (J01P27),Total,"2,4'-DDT",<,1,ng/L
J01-9131-1 (J01P28),Total,"2,4'-DDT",<,1,ng/L
J01-9007-1 (J02P05),Total,"2,4'-DDT",<,1,ng/L
J06-10011-1 (J06P01),Total,"2,4'-DDT",<,1,ng/L
J06-9079-1 (J06P03),Total,"2,4'-DDT",<,1,ng/L
J01-9082-2,Total,"2,4'-DDT",<,1,ng/L
I01-11010-1,Total,"2,4'-DDT",<,1,ng/L
I00-11468-1,Total,"2,4'-DDT",<,1,ng/L
J01-10004-1 (J01P01),Total,"2,4'-DDT",<,1,ng/L
L01-749-2,Total,"2,4'-DDT",<,1,ng/L
L05-503-1,Total,"2,4'-DDT",<,1,ng/L
L01-724-4 (L01P03),Total,"2,4'-DDT",<,1,ng/L
L01-724-1 (L01S01),Total,"2,4'-DDT",<,1,ng/L
L01-728-5 (L01-DP),Total,"2,4'-DDT",<,1,ng/L
K01-12126-1 (K01S01),Total,"2,4'-DDT",<,1,ng/L
K01-12159-2,Total,"2,4'-DDT",<,1,ng/L
K01-12159-3,Total,"2,4'-DDT",<,1,ng/L
L05-489-3,Total,"2,4'-DDT",<,1,ng/L
L05-049-1,Total,"2,4'-DDT",<,1,ng/L
L02-374-1 (L02P50),Total,"2,4'-DDT",<,1,ng/L
L01-404-1,Total,"2,4'-DDT",<,1,ng/L
L01-340-1,Total,"2,4'-DDT",<,1,ng/L
L02-246-1 (L11P01),Total,"2,4'-DDT",<,1,ng/L
L02-641-1,Total,"2,4'-DDT",<,1,ng/L
L02-641-2,Total,"2,4'-DDT",<,1,ng/L
L01-731-1 (L08TBN2),Total,"2,4'-DDT",<,1,ng/L
L02-166-3 (L02P26),Total,"2,4'-DDT",<,1,ng/L
L04-672-1,Total,"2,4'-DDT",<,1,ng/L
M01-042-1 (M01S01),Total,"2,4'-DDT",<,1,ng/L
M02-032-1,Total,"2,4'-DDT",<,1,ng/L
SC1-2,Total,"2,4'-DDT",<,1,ng/L
M02-085-1 (M02P06),Total,"2,4'-DDT",<,1,ng/L
M02-085-2,Total,"2,4'-DDT",<,1,ng/L
L01-726-5,Total,"2,4'-DDT",<,1,ng/L
L04-266-5,Total,"4,4'-DDD",<,1,ng/L
I01-11343-2 (I02P18),Total,"4,4'-DDD",<,1,ng/L
L03-418-8,Total,"4,4'-DDD",<,1,ng/L
K01-12177-1 (K01P07),Total,"4,4'-DDD",<,1,ng/L
J03-9221-1 (J03P02),Total,"4,4'-DDD",<,1,ng/L
J01-9224-1 (J01P24),Total,"4,4'-DDD",<,1,ng/L
J01-9224-2 (J01P25),Total,"4,4'-DDD",<,1,ng/L
L03-662-3 (L03P16),Total,"4,4'-DDD",<,1,ng/L
L03-214-2 (L03P18),Total,"4,4'-DDD",<,1,ng/L
L03-316-3 (L03P12),Total,"4,4'-DDD",<,1,ng/L
J01-9992-1 (J01P27),Total,"4,4'-DDD",<,1,ng/L
J01-9131-1 (J01P28),Total,"4,4'-DDD",<,1,ng/L
J01-9007-1 (J02P05),Total,"4,4'-DDD",<,1,ng/L
J06-10011-1 (J06P01),Total,"4,4'-DDD",<,1,ng/L
J06-9079-1 (J06P03),Total,"4,4'-DDD",<,1,ng/L
J01-9082-2,Total,"4,4'-DDD",<,1,ng/L
I01-11010-1,Total,"4,4'-DDD",<,1,ng/L
I00-11468-1,Total,"4,4'-DDD",<,1,ng/L
J01-10004-1 (J01P01),Total,"4,4'-DDD",<,1,ng/L
L01-749-2,Total,"4,4'-DDD",<,1,ng/L
L05-503-1,Total,"4,4'-DDD",<,1,ng/L
L01-724-4 (L01P03),Total,"4,4'-DDD",<,1,ng/L
L01-724-1 (L01S01),Total,"4,4'-DDD",<,1,ng/L
L01-728-5 (L01-DP),Total,"4,4'-DDD",<,1,ng/L
K01-12126-1 (K01S01),Total,"4,4'-DDD",NA,1.65,ng/L
K01-12159-2,Total,"4,4'-DDD",<,1,ng/L
K01-12159-3,Total,"4,4'-DDD",<,1,ng/L
L05-489-3,Total,"4,4'-DDD",<,1,ng/L
L05-049-1,Total,"4,4'-DDD",<,1,ng/L
L02-374-1 (L02P50),Total,"4,4'-DDD",<,1,ng/L
L01-404-1,Total,"4,4'-DDD",<,1,ng/L
L01-340-1,Total,"4,4'-DDD",<,1,ng/L
L02-246-1 (L11P01),Total,"4,4'-DDD",<,1,ng/L
L02-641-1,Total,"4,4'-DDD",<,1,ng/L
L02-641-2,Total,"4,4'-DDD",<,1,ng/L
L01-731-1 (L08TBN2),Total,"4,4'-DDD",<,1,ng/L
L02-166-3 (L02P26),Total,"4,4'-DDD",<,1,ng/L
L04-672-1,Total,"4,4'-DDD",<,1,ng/L
M01-042-1 (M01S01),Total,"4,4'-DDD",<,1,ng/L
M02-032-1,Total,"4,4'-DDD",<,1,ng/L
SC1-2,Total,"4,4'-DDD",<,1,ng/L
M02-085-1 (M02P06),Total,"4,4'-DDD",<,1,ng/L
M02-085-2,Total,"4,4'-DDD",<,1,ng/L
L01-726-5,Total,"4,4'-DDD",<,1,ng/L
K01-12126-1 (K01S01),Total,"4,4'-DDD",<,1.65,ng/L
L04-266-5,Total,"4,4'-DDE",<,1,ng/L
I01-11343-2 (I02P18),Total,"4,4'-DDE",<,1,ng/L
L03-418-8,Total,"4,4'-DDE",<,1,ng/L
K01-12177-1 (K01P07),Total,"4,4'-DDE",<,1,ng/L
J03-9221-1 (J03P02),Total,"4,4'-DDE",<,1,ng/L
J01-9224-1 (J01P24),Total,"4,4'-DDE",<,1,ng/L
J01-9224-2 (J01P25),Total,"4,4'-DDE",<,1,ng/L
L03-662-3 (L03P16),Total,"4,4'-DDE",<,1,ng/L
L03-214-2 (L03P18),Total,"4,4'-DDE",<,1,ng/L
L03-316-3 (L03P12),Total,"4,4'-DDE",<,1,ng/L
J01-9992-1 (J01P27),Total,"4,4'-DDE",<,1,ng/L
J01-9131-1 (J01P28),Total,"4,4'-DDE",<,1,ng/L
J01-9007-1 (J02P05),Total,"4,4'-DDE",<,1,ng/L
J06-10011-1 (J06P01),Total,"4,4'-DDE",<,1,ng/L
J06-9079-1 (J06P03),Total,"4,4'-DDE",<,1,ng/L
J01-9082-2,Total,"4,4'-DDE",<,1,ng/L
I01-11010-1,Total,"4,4'-DDE",<,1,ng/L
I00-11468-1,Total,"4,4'-DDE",<,1,ng/L
J01-10004-1 (J01P01),Total,"4,4'-DDE",<,1,ng/L
L01-749-2,Total,"4,4'-DDE",<,1,ng/L
L05-503-1,Total,"4,4'-DDE",<,1,ng/L
L01-724-4 (L01P03),Total,"4,4'-DDE",<,1,ng/L
L01-724-1 (L01S01),Total,"4,4'-DDE",<,4.145,ng/L
L01-728-5 (L01-DP),Total,"4,4'-DDE",<,1,ng/L
K01-12126-1 (K01S01),Total,"4,4'-DDE",<,1,ng/L
K01-12159-2,Total,"4,4'-DDE",<,1,ng/L
K01-12159-3,Total,"4,4'-DDE",<,1,ng/L
L05-489-3,Total,"4,4'-DDE",<,1,ng/L
L05-049-1,Total,"4,4'-DDE",<,1,ng/L
L02-374-1 (L02P50),Total,"4,4'-DDE",<,1,ng/L
L01-404-1,Total,"4,4'-DDE",<,1,ng/L
L01-340-1,Total,"4,4'-DDE",<,1,ng/L
L02-246-1 (L11P01),Total,"4,4'-DDE",<,1,ng/L
L02-641-1,Total,"4,4'-DDE",<,1,ng/L
L02-641-2,Total,"4,4'-DDE",<,1,ng/L
L01-731-1 (L08TBN2),Total,"4,4'-DDE",<,1,ng/L
L02-166-3 (L02P26),Total,"4,4'-DDE",<,1,ng/L
L04-672-1,Total,"4,4'-DDE",<,1,ng/L
M01-042-1 (M01S01),Total,"4,4'-DDE",<,1,ng/L
M02-032-1,Total,"4,4'-DDE",<,1,ng/L
SC1-2,Total,"4,4'-DDE",<,1,ng/L
M02-085-1 (M02P06),Total,"4,4'-DDE",<,1,ng/L
M02-085-2,Total,"4,4'-DDE",<,1,ng/L
L01-724-1 (L01S01),Total,"4,4'-DDE",NA,4.145,ng/L
L01-726-5,Total,"4,4'-DDE",<,1,ng/L
L04-266-5,Total,"4,4'-DDT",<,1,ng/L
I01-11343-2 (I02P18),Total,"4,4'-DDT",<,1,ng/L
L03-418-8,Total,"4,4'-DDT",<,1,ng/L
K01-12177-1 (K01P07),Total,"4,4'-DDT",<,1,ng/L
J03-9221-1 (J03P02),Total,"4,4'-DDT",<,1,ng/L
J01-9224-1 (J01P24),Total,"4,4'-DDT",<,1,ng/L
J01-9224-2 (J01P25),Total,"4,4'-DDT",<,1,ng/L
L03-662-3 (L03P16),Total,"4,4'-DDT",<,1,ng/L
L03-214-2 (L03P18),Total,"4,4'-DDT",<,1,ng/L
L03-316-3 (L03P12),Total,"4,4'-DDT",<,1,ng/L
J01-9992-1 (J01P27),Total,"4,4'-DDT",<,1,ng/L
J01-9131-1 (J01P28),Total,"4,4'-DDT",<,1,ng/L
J01-9007-1 (J02P05),Total,"4,4'-DDT",<,1,ng/L
J06-10011-1 (J06P01),Total,"4,4'-DDT",<,1,ng/L
J06-9079-1 (J06P03),Total,"4,4'-DDT",<,1,ng/L
J01-9082-2,Total,"4,4'-DDT",<,1,ng/L
I01-11010-1,Total,"4,4'-DDT",<,1,ng/L
I00-11468-1,Total,"4,4'-DDT",<,1,ng/L
J01-10004-1 (J01P01),Total,"4,4'-DDT",<,1,ng/L
L01-749-2,Total,"4,4'-DDT",<,1,ng/L
L05-503-1,Total,"4,4'-DDT",<,1,ng/L
L01-724-4 (L01P03),Total,"4,4'-DDT",<,1,ng/L
L01-724-1 (L01S01),Total,"4,4'-DDT",<,1,ng/L
L01-728-5 (L01-DP),Total,"4,4'-DDT",<,1,ng/L
K01-12126-1 (K01S01),Total,"4,4'-DDT",<,1,ng/L
K01-12159-2,Total,"4,4'-DDT",<,1,ng/L
K01-12159-3,Total,"4,4'-DDT",<,1,ng/L
L05-489-3,Total,"4,4'-DDT",<,1,ng/L
L05-049-1,Total,"4,4'-DDT",<,1,ng/L
L02-374-1 (L02P50),Total,"4,4'-DDT",<,1,ng/L
L01-404-1,Total,"4,4'-DDT",<,1,ng/L
L01-340-1,Total,"4,4'-DDT",<,1,ng/L
L02-246-1 (L11P01),Total,"4,4'-DDT",<,1,ng/L
L02-641-1,Total,"4,4'-DDT",<,1,ng/L
L02-641-2,Total,"4,4'-DDT",<,1,ng/L
L01-731-1 (L08TBN2),Total,"4,4'-DDT",<,1,ng/L
L02-166-3 (L02P26),Total,"4,4'-DDT",<,1,ng/L
L04-672-1,Total,"4,4'-DDT",<,1,ng/L
M01-042-1 (M01S01),Total,"4,4'-DDT",<,1,ng/L
M02-032-1,Total,"4,4'-DDT",<,1,ng/L
SC1-2,Total,"4,4'-DDT",<,1,ng/L
M02-085-1 (M02P06),Total,"4,4'-DDT",<,1,ng/L
M02-085-2,Total,"4,4'-DDT",<,1,ng/L
L01-726-5,Total,"4,4'-DDT",<,1,ng/L
L04-266-5,Total,Acenaphthene,<,2.5,ng/L
L03-418-8,Total,Acenaphthene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Acenaphthene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Acenaphthene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Acenaphthene,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Acenaphthene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Acenaphthene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Acenaphthene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Acenaphthene,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Acenaphthene,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Acenaphthene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Acenaphthene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Acenaphthene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Acenaphthene,<,2.5,ng/L
J01-9082-2,Total,Acenaphthene,<,2.5,ng/L
I01-11010-1,Total,Acenaphthene,<,2.5,ng/L
I00-11468-1,Total,Acenaphthene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Acenaphthene,<,2.5,ng/L
L01-749-2,Total,Acenaphthene,<,2.5,ng/L
L01-724-4 (L01P03),Total,Acenaphthene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Acenaphthene,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Acenaphthene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Acenaphthene,<,2.5,ng/L
K01-12159-2,Total,Acenaphthene,<,2.5,ng/L
K01-12159-3,Total,Acenaphthene,<,2.5,ng/L
L05-489-3,Total,Acenaphthene,<,2.5,ng/L
L05-049-1,Total,Acenaphthene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Acenaphthene,<,2.5,ng/L
L01-404-1,Total,Acenaphthene,<,2.5,ng/L
L01-340-1,Total,Acenaphthene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Acenaphthene,<,2.5,ng/L
L02-641-1,Total,Acenaphthene,<,2.5,ng/L
L02-641-2,Total,Acenaphthene,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Acenaphthene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Acenaphthene,<,2.5,ng/L
M01-042-1 (M01S01),Total,Acenaphthene,<,2.5,ng/L
M02-032-1,Total,Acenaphthene,<,2.5,ng/L
SC1-2,Total,Acenaphthene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Acenaphthene,<,2.5,ng/L
M02-085-2,Total,Acenaphthene,<,2.5,ng/L
L01-726-5,Total,Acenaphthene,<,2.5,ng/L
L04-266-5,Total,Acenaphthylene,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Acenaphthylene,<,2.5,ng/L
L03-418-8,Total,Acenaphthylene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Acenaphthylene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Acenaphthylene,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Acenaphthylene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Acenaphthylene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Acenaphthylene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Acenaphthylene,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Acenaphthylene,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Acenaphthylene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Acenaphthylene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Acenaphthylene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Acenaphthylene,<,2.5,ng/L
J01-9082-2,Total,Acenaphthylene,<,2.5,ng/L
I01-11010-1,Total,Acenaphthylene,<,2.5,ng/L
I00-11468-1,Total,Acenaphthylene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Acenaphthylene,<,2.5,ng/L
L01-749-2,Total,Acenaphthylene,<,2.5,ng/L
L05-503-1,Total,Acenaphthylene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Acenaphthylene,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Acenaphthylene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Acenaphthylene,<,2.5,ng/L
K01-12159-2,Total,Acenaphthylene,<,2.5,ng/L
K01-12159-3,Total,Acenaphthylene,<,2.5,ng/L
L05-489-3,Total,Acenaphthylene,<,2.5,ng/L
L05-049-1,Total,Acenaphthylene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Acenaphthylene,<,2.5,ng/L
L01-404-1,Total,Acenaphthylene,<,2.5,ng/L
L01-340-1,Total,Acenaphthylene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Acenaphthylene,<,2.5,ng/L
L02-641-1,Total,Acenaphthylene,<,2.5,ng/L
L02-641-2,Total,Acenaphthylene,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Acenaphthylene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Acenaphthylene,<,2.5,ng/L
L04-672-1,Total,Acenaphthylene,<,2.5,ng/L
M01-042-1 (M01S01),Total,Acenaphthylene,<,2.5,ng/L
M02-032-1,Total,Acenaphthylene,<,2.5,ng/L
SC1-2,Total,Acenaphthylene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Acenaphthylene,<,2.5,ng/L
M02-085-2,Total,Acenaphthylene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Acenaphthylene,<,2.5,ng/L
L01-724-4 (L01P03),Total,Acenaphthylene,<,2.5,ng/L
L01-726-5,Total,Acenaphthylene,<,2.5,ng/L
L04-266-5,Total,Aldrin,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Aldrin,<,2.5,ng/L
L03-418-8,Total,Aldrin,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Aldrin,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Aldrin,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Aldrin,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Aldrin,<,2.5,ng/L
L03-662-3 (L03P16),Total,Aldrin,<,2.5,ng/L
L03-214-2 (L03P18),Total,Aldrin,<,2.5,ng/L
L03-316-3 (L03P12),Total,Aldrin,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Aldrin,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Aldrin,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Aldrin,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Aldrin,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Aldrin,<,2.5,ng/L
J01-9082-2,Total,Aldrin,<,2.5,ng/L
I01-11010-1,Total,Aldrin,<,2.5,ng/L
I00-11468-1,Total,Aldrin,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Aldrin,<,2.5,ng/L
L01-749-2,Total,Aldrin,<,2.5,ng/L
L05-503-1,Total,Aldrin,<,2.5,ng/L
L01-724-4 (L01P03),Total,Aldrin,<,2.5,ng/L
L01-724-1 (L01S01),Total,Aldrin,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Aldrin,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Aldrin,<,2.5,ng/L
K01-12159-2,Total,Aldrin,<,2.5,ng/L
K01-12159-3,Total,Aldrin,<,2.5,ng/L
L05-489-3,Total,Aldrin,<,2.5,ng/L
L05-049-1,Total,Aldrin,<,2.5,ng/L
L02-374-1 (L02P50),Total,Aldrin,<,2.5,ng/L
L01-404-1,Total,Aldrin,<,2.5,ng/L
L01-340-1,Total,Aldrin,<,2.5,ng/L
L02-246-1 (L11P01),Total,Aldrin,<,2.5,ng/L
L02-641-1,Total,Aldrin,<,2.5,ng/L
L02-641-2,Total,Aldrin,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Aldrin,<,2.5,ng/L
L02-166-3 (L02P26),Total,Aldrin,<,2.5,ng/L
L04-672-1,Total,Aldrin,<,2.5,ng/L
M01-042-1 (M01S01),Total,Aldrin,<,2.5,ng/L
M02-032-1,Total,Aldrin,<,2.5,ng/L
SC1-2,Total,Aldrin,<,2.5,ng/L
M02-085-1 (M02P06),Total,Aldrin,<,2.5,ng/L
M02-085-2,Total,Aldrin,<,2.5,ng/L
L01-726-5,Total,Aldrin,<,2.5,ng/L
L04-266-5,Total,Anthracene,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Anthracene,<,2.5,ng/L
L03-418-8,Total,Anthracene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Anthracene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Anthracene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Anthracene,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Anthracene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Anthracene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Anthracene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Anthracene,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Anthracene,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Anthracene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Anthracene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Anthracene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Anthracene,<,2.5,ng/L
J01-9082-2,Total,Anthracene,<,2.5,ng/L
I01-11010-1,Total,Anthracene,<,2.5,ng/L
I00-11468-1,Total,Anthracene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Anthracene,<,2.5,ng/L
L01-749-2,Total,Anthracene,<,2.5,ng/L
L05-503-1,Total,Anthracene,<,2.5,ng/L
L01-724-4 (L01P03),Total,Anthracene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Anthracene,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Anthracene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Anthracene,<,2.5,ng/L
K01-12159-2,Total,Anthracene,<,2.5,ng/L
K01-12159-3,Total,Anthracene,<,2.5,ng/L
L05-489-3,Total,Anthracene,<,2.5,ng/L
L05-049-1,Total,Anthracene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Anthracene,<,2.5,ng/L
L01-404-1,Total,Anthracene,<,2.5,ng/L
L01-340-1,Total,Anthracene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Anthracene,<,2.5,ng/L
L02-641-1,Total,Anthracene,<,2.5,ng/L
L02-641-2,Total,Anthracene,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Anthracene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Anthracene,<,2.5,ng/L
L04-672-1,Total,Anthracene,<,2.5,ng/L
M01-042-1 (M01S01),Total,Anthracene,<,2.5,ng/L
M02-032-1,Total,Anthracene,<,2.5,ng/L
SC1-2,Total,Anthracene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Anthracene,<,2.5,ng/L
M02-085-2,Total,Anthracene,<,2.5,ng/L
L01-726-5,Total,Anthracene,<,2.5,ng/L
L04-266-5,Total,Benz[a]anthracene,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Benz[a]anthracene,<,2.5,ng/L
L03-418-8,Total,Benz[a]anthracene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Benz[a]anthracene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Benz[a]anthracene,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Benz[a]anthracene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Benz[a]anthracene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Benz[a]anthracene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Benz[a]anthracene,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Benz[a]anthracene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Benz[a]anthracene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Benz[a]anthracene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Benz[a]anthracene,<,2.5,ng/L
J01-9082-2,Total,Benz[a]anthracene,<,2.5,ng/L
I01-11010-1,Total,Benz[a]anthracene,<,2.5,ng/L
I00-11468-1,Total,Benz[a]anthracene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Benz[a]anthracene,<,2.5,ng/L
L01-749-2,Total,Benz[a]anthracene,<,2.5,ng/L
L05-503-1,Total,Benz[a]anthracene,<,2.5,ng/L
L01-724-4 (L01P03),Total,Benz[a]anthracene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Benz[a]anthracene,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Benz[a]anthracene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Benz[a]anthracene,<,2.5,ng/L
K01-12159-2,Total,Benz[a]anthracene,<,2.5,ng/L
K01-12159-3,Total,Benz[a]anthracene,<,2.5,ng/L
L05-489-3,Total,Benz[a]anthracene,<,2.5,ng/L
L05-049-1,Total,Benz[a]anthracene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Benz[a]anthracene,<,2.5,ng/L
L01-404-1,Total,Benz[a]anthracene,<,2.5,ng/L
L01-340-1,Total,Benz[a]anthracene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Benz[a]anthracene,<,2.5,ng/L
L02-641-1,Total,Benz[a]anthracene,<,2.5,ng/L
L02-641-2,Total,Benz[a]anthracene,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Benz[a]anthracene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Benz[a]anthracene,<,2.5,ng/L
L04-672-1,Total,Benz[a]anthracene,<,2.5,ng/L
M01-042-1 (M01S01),Total,Benz[a]anthracene,<,2.5,ng/L
M02-032-1,Total,Benz[a]anthracene,<,2.5,ng/L
SC1-2,Total,Benz[a]anthracene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Benz[a]anthracene,<,2.5,ng/L
M02-085-2,Total,Benz[a]anthracene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Benz[a]anthracene,<,2.5,ng/L
L01-726-5,Total,Benz[a]anthracene,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Benz[a]anthracene,<,2.5,ng/L
L04-266-5,Total,Benzo[a]pyrene,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Benzo[a]pyrene,<,2.5,ng/L
L03-418-8,Total,Benzo[a]pyrene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Benzo[a]pyrene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Benzo[a]pyrene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Benzo[a]pyrene,NA,4.12,ng/L
J01-9224-2 (J01P25),Total,Benzo[a]pyrene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Benzo[a]pyrene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Benzo[a]pyrene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Benzo[a]pyrene,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Benzo[a]pyrene,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Benzo[a]pyrene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Benzo[a]pyrene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Benzo[a]pyrene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Benzo[a]pyrene,<,2.5,ng/L
J01-9082-2,Total,Benzo[a]pyrene,<,2.5,ng/L
