OBJECTID,LOCDESC,SIZE1,LASTUPDATE,LASTEDITOR,SIZE2,SIZE3,CatchID,DrainID,INSPECTED,FACTYPE,JURISDICTI,MANAGEMENT,GlobalID,PRIORITY,FLOWMONITSTATUS,FLOWMONITDEPLOY,FLOWMONITRETURN,NEXTINSPECTION,POINT_X,POINT_Y,PERSISTENTFLOW,FACILITYID,SURVEYLINK,ACCESSIBILITY,FLOWMEASCOUNT,LASTDISCHARGE,LASTDISCHARGETREND,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE,PRIORITIZATIONSCORE2022,SAMPLECHWSRSDRY,SAMPLECHWSRSWET,SAMPLEDRY,SAMPLEWET,OCFSLOCATION
329,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,414,L01,Verified,Outfall,ORANGE CO,SOUTH,{424C51CE-5569-476A-8035-40A7D01575A0},NA,NA,NA,NA,NA,-117.59207479,33.56488962,Unknown,L01-414-2,NA,Easily accessibility,8,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
330,Coto de Caza,48,2022-10-04T00:26:16Z,OCENVRESUSER,NA,NA,760,L01,Verified,Outfall,ORANGE CO,SOUTH,{304B7146-FAA4-4C9E-85D8-E0AE384F357F},Priority,3,2016-08-17T07:00:00Z,2016-09-01T07:00:00Z,NA,-117.5888937,33.5654904,Yes,L01-760-1,NA,Easily accessibility,14,0.00825,Below Average Discharge,0.555,0.02,4.71357142,0.015615,0.051,0.0048,40,NA,NA,NA,NA,NA
331,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,760,L01,Not-Found,Outfall,ORANGE CO,SOUTH,{7548239B-81D0-40C7-AC0D-4C47127517BF},NA,NA,NA,NA,NA,-117.58620389,33.56780914,Unknown,L01-760-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,60,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,760,L01,Verified,Outfall,ORANGE CO,SOUTH,{2E56C3AD-25AB-4A1C-95D5-7D91A1E793FA},Priority,3,2016-08-15T07:00:00Z,2016-10-04T07:00:00Z,NA,-117.58762624,33.56826629,Yes,L01-760-2,NA,Easily accessibility,18,0.037688,Below Average Discharge,1.21611111,0.07344444,8.67888888,0.072438,0.22,0.0198,45,NA,NA,NA,NA,Yes
333,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,391,L01,Verified,Outfall,ORANGE CO,SOUTH,{6ACA9BF4-266E-4C31-8EE3-75E5E450E45E},NA,NA,NA,NA,NA,-117.58591645,33.57606988,Yes,L01-391-1,NA,Difficult accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
334,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,759,L01,Not-Found,Outfall,ORANGE CO,SOUTH,{2E24674E-BDF8-412B-A10F-E8616BC1AF9F},NA,NA,NA,NA,NA,-117.58580036,33.57787657,Unknown,L01-759-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,391,L01,Verified,Outfall,ORANGE CO,SOUTH,{D41F3C53-33B2-4B80-AB83-E479787A54C2},NA,NA,NA,NA,NA,-117.58682518,33.57839188,Yes,L01-391-3,NA,Easily accessibility,4,0.03,20% Or More Above Average Discharge,0.575,0.0525,33.5,0.012479,0.03,0.00225,NA,NA,NA,NA,NA,NA
336,Oso Parkway near Wrangler Ct,90,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,340,L01,Verified,Outfall,ORANGE CO,SOUTH,{F1CABFEE-57C0-45D7-805A-974B2EF723C4},Priority,3,2016-08-15T07:00:00Z,2016-10-04T07:00:00Z,NA,-117.59544022,33.58696205,Yes,L01-340-1,NA,Easily accessibility,20,0.001809,Below Average Discharge,0.867,0.0419,4.7125,0.052773,0.150862,0.001809,39,NA,NA,Yes,NA,Yes
337,NA,48,2022-10-04T00:26:11Z,OCENVRESUSER,NA,NA,733,L01,Verified,Outfall,ORANGE CO,SOUTH,{0730A3D5-1756-4C6A-B21F-59D067D3F0B4},Priority,NA,NA,NA,NA,-117.58270693,33.62048952,Yes,L01-733-2,NA,Easily accessibility,3,0.0975,Below Average Discharge,2.26666666,0.04666666,5.33333333,0.113928,0.154286,0.09,55,NA,NA,NA,NA,NA
338,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,733,L01,Verified,Outfall,ORANGE CO,SOUTH,{917B5370-F86B-489D-BD0F-179C0384E59A},NA,NA,NA,NA,NA,-117.58143898,33.6199365,Unknown,L01-733-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,NA,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,733,L01,Not-Found,Outfall,ORANGE CO,SOUTH,{A87A5220-D180-4962-B8B8-18F438002A57},NA,NA,NA,NA,NA,-117.5827173,33.61854462,Unknown,L01-733-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,NA,72,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9199,J03,Removed from Inventory,Culvert,LAGUNA NIGUEL,SOUTH,{CE2B5E9B-86DE-4454-93E9-B6BD2907ABAF},NA,NA,NA,NA,NA,-117.69276374,33.54313766,Yes,J03-9199-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,Daylight of Sulphur Creek,72,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9199,J03,Removed from Inventory,Culvert,LAGUNA NIGUEL,SOUTH,{B4715B63-C6F0-4292-BBCA-8B854E1C4726},NA,NA,NA,NA,NA,-117.69280714,33.54317771,Yes,J03-9199-2,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,MVL02P20,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,374,L02,Verified,Outfall,ORANGE CO,SOUTH,{B1A00FFE-8CDF-4358-8FDF-A6FA58C9C0BA},NA,NA,NA,NA,NA,-117.64558911,33.57276685,Yes,L02-374-2 (MVL02P20),NA,Easily accessibility,7,0,Below Average Discharge,0.35,0.015,6,0.008624,0.0408,0,NA,NA,NA,NA,NA,NA
343,NA,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,401,L02,Verified,Outfall,ORANGE CO,SOUTH,{14FA5899-75CF-4C8D-8DBB-69BF4CCF982A},NA,NA,NA,NA,NA,-117.65235518,33.56202999,Yes,L02-401-1,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
344,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,061,M02,Verified,Outfall,SAN CLEMENTE,SOUTH,{EC1ED42F-34DD-4641-97C1-130BEA544F24},NA,NA,NA,NA,NA,-117.62818446,33.4334168,Unknown,M02-061-1,NA,Difficult accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
345,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,061,M02,Verified,Outfall,SAN CLEMENTE,SOUTH,{B1C7F820-E26E-4A9D-B3D0-0BC50A98DC1A},NA,NA,NA,NA,NA,-117.62814126,33.43334745,Unknown,M02-061-2,NA,Difficult accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
346,J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods,36,2022-10-05T21:17:15Z,OCENVRESUSER,NA,NA,9273,J01,Verified,Outfall,LAGUNA WOODS,SOUTH,{1B614B52-1204-4A36-9937-3895C916CE39},NA,3,2017-02-23T16:05:17Z,2017-08-14T15:05:36Z,NA,-117.70736544,33.59989171,Yes,J01-9273-1,NA,Easily accessibility,4,0,Below Average Discharge,0.1525,0.01,8.88,0.00103,0.004122,0,NA,NA,Yes,Yes,NA,NA
347,NA,18,2022-10-04T00:42:40Z,OCENVRESUSER,NA,NA,068,SC12,Verified,Outfall,SAN CLEMENTE,SOUTH,{3F75F95C-BC73-4C99-8A2A-F4CED891086D},NA,NA,NA,NA,NA,-117.62212777,33.42227825,Yes,SC12-068-1,NA,Easily accessibility,5,0.036,Below Average Discharge,1.1,0.102,18,0.04894,0.0825,0.036,NA,NA,NA,NA,NA,NA
348,NA,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,079,SC07,Verified,Culvert,SAN CLEMENTE,SOUTH,{2469619B-A75B-4EF1-A5FC-DCC2D95A044B},NA,NA,NA,NA,NA,-117.62611873,33.4250565,Yes,SC07-079-4,NA,Easily accessibility,7,0.006,Below Average Discharge,0.38,0.01571428,5.45714285,0.00694,0.016,0.003,NA,NA,NA,NA,NA,NA
349,NA,36,2022-10-04T00:42:12Z,OCENVRESUSER,NA,NA,061,M02,Verified,Outfall,SAN CLEMENTE,SOUTH,{4D37DA87-C486-40DA-A876-48258EA473E1},Priority,NA,NA,NA,NA,-117.62459727,33.43589655,Yes,M02-061-6,NA,Easily accessibility,7,0,Below Average Discharge,0.5,0.00585714,1.85714285,0.010635,0.05,0,34,NA,NA,NA,NA,NA
350,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,003,M01,Verified,Outfall,ORANGE CO,SOUTH,{649FA5A0-48F1-45DF-8D90-EA1BFFE30875},NA,NA,NA,NA,NA,-117.61344403,33.48892946,Unknown,M01-003-1,NA,Easily accessibility,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
351,Headwaters of M01,84,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,003,M01,Verified,Outfall,ORANGE CO,SOUTH,{96C849C0-B2F8-43B8-B2D5-8C4C360E9B0B},NA,NA,NA,NA,NA,-117.61378945,33.48939277,Unknown,M01-003-2,NA,Easily accessibility,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
352,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,001,M03,Verified,Culvert,ORANGE CO,SOUTH,{679DFBBB-2924-4905-B255-E3AE881E92C0},NA,NA,NA,NA,NA,-117.61283462,33.49159297,Unknown,M01-002-1,NA,Easily accessibility,9,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
353,Double pipe,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,050,M01,Verified,Culvert,DANA POINT,SOUTH,{F181A918-97D8-4C0A-B986-B976E8340E04},NA,NA,NA,NA,NA,-117.64662933,33.44223299,Unknown,M01-050-2,NA,Unsafe accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
354,Double pipe,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,050,M01,Verified,Outfall,DANA POINT,SOUTH,{69932FE6-2A96-4BC1-984A-04B8BD215D67},NA,NA,NA,NA,NA,-117.64752955,33.4427579,Unknown,M01-050-1,NA,Unsafe accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,M01@CGV,48,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,050,M01,Verified,Outfall,SAN CLEMENTE,SOUTH,{0B20DCA2-E5EF-49F5-AEA0-7EF86C614A49},Priority,3,2016-07-19T07:00:00Z,2016-08-02T07:00:00Z,NA,-117.64415031,33.44580832,Yes,M01-050-4 (M01@CGV),NA,Easily accessibility,18,0.0144,Below Average Discharge,0.7525,0.06416666,5.30055555,0.05849,0.39,0.013125,62,NA,NA,NA,NA,Yes
356,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,169,M00.3,Verified,Outfall,DANA POINT,SOUTH,{1389E650-516E-41AB-8C6D-0D9EADB387DC},NA,NA,NA,NA,NA,-117.65217178,33.44681764,Unknown,M00.3-169-2,NA,Unsafe accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,169,M00.3,Verified,Outfall,DANA POINT,SOUTH,{960200EA-D84A-475B-BBF1-AF22D1596C86},NA,NA,NA,NA,NA,-117.65362638,33.44802388,Unknown,M00.3-169-1,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
358,DSB-4,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,728,L01,Removed from Inventory,Culvert,DANA POINT,SOUTH,{488867BD-2614-4171-96E0-D75C186BD6BC},NA,NA,NA,NA,NA,-117.67728104,33.46085649,Unknown,L01-728-8,NA,Easily accessibility,4,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
359,DSB-5,60,2022-10-03T23:21:17Z,OCENVRESUSER,NA,NA,12106,DP06,Verified,Outfall,DANA POINT,SOUTH,{FA96D381-A5FA-4EF8-9755-46E6C80C3DBB},NA,NA,NA,NA,NA,-117.68841095,33.46389565,Yes,DP06-12106-1,NA,Easily accessibility,3,0.09,Below Average Discharge,1.6,0.15333333,8,0.227,0.495,0.09,NA,NA,NA,NA,NA,NA
360,NA,NA,2022-05-19T15:43:40Z,OCENVRESUSER,5,2.5,728,L01,Verified,Box,DANA POINT,SOUTH,{847B92F5-58EF-4F5C-8577-34B238861A60},NA,NA,NA,NA,NA,-117.68220306,33.46407757,Unknown,L01-728-1,NA,Difficult accessibility,8,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
361,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,726,L01,Verified,Outfall,DANA POINT,SOUTH,{8C15ADDB-8FCB-4964-A023-77EF242C1C84},NA,NA,NA,NA,NA,-117.67929169,33.47557809,Unknown,L01-726-4,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
362,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,601,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{2A56BFD8-A10D-4CE2-8CEF-745F2580D57F},NA,NA,NA,NA,NA,-117.67753854,33.48247175,Unknown,L01-601-2,NA,Easily accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
363,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,724,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{9EE58676-4003-48B7-96FB-A2E6FD319633},NA,NA,NA,NA,NA,-117.67577137,33.48373992,Unknown,L01-724-3,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
364,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,766,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{8EB5979A-C938-41B0-8714-8B74D13C2364},NA,NA,NA,NA,NA,-117.67448022,33.48465498,Yes,L01-766-1,NA,Easily accessibility,1,0.002,Equal,0.2,0.01,6,0.002,0.002,0.002,NA,NA,NA,NA,NA,NA
365,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,766,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{F793BB7D-2AA5-48FA-8294-218E3F3B93B5},NA,NA,NA,NA,NA,-117.66235245,33.49262805,Unknown,L01-766-8,NA,Easily accessibility,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
366,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,749,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{49803D60-4297-4659-8D4D-71DFCBA8D9E2},NA,NA,NA,NA,NA,-117.64274525,33.50735426,Unknown,L01-749-1,NA,Easily accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
367,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,747,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{5F6222C0-DE3F-465B-ACE2-7BCF51145055},NA,NA,NA,NA,NA,-117.63450608,33.5089042,Yes,L01-747-1,NA,Easily accessibility,2,0.06,20% Or More Above Average Discharge,0.45,0.1,6,0.045,0.06,0.03,NA,NA,NA,NA,NA,NA
368,San Juan Creed Rd @ Lacouague,84,2022-10-03T23:48:56Z,OCENVRESUSER,NA,NA,747,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{09587147-64CF-499E-B6F3-CA0AB4A5BB40},NA,3,2016-08-18T07:00:00Z,2016-10-05T07:00:00Z,NA,-117.63301176,33.51061235,Yes,L01-747-2,NA,Difficult accessibility,13,0.069903,20% Or More Above Average Discharge,1.07461538,0.03307692,13.18384615,0.024409,0.069903,0.005,NA,NA,NA,NA,NA,NA
369,Already in geodabase - duplicated,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,517,L01,Removed from Inventory,Outfall,ORANGE CO,SOUTH,{861429D1-BB38-4561-9080-5482AA14FF5D},NA,NA,NA,NA,NA,-117.6197137,33.52426979,Unknown,L01-517-4,NA,Unaccessible,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
370,NA,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,517,L01,Removed from Inventory,Outfall,ORANGE CO,SOUTH,{B3ED5698-E18B-4349-828F-9B8F4BF16372},NA,NA,NA,NA,NA,-117.61897064,33.52434258,Unknown,L01-517-5,NA,Unaccessible,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
371,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,571,L02,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{51FDCB5A-815C-4CD2-99A8-9CE34484070E},NA,NA,NA,NA,NA,-117.66566464,33.49359667,Unknown,L02-571-2,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,541,L02,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{BA5360B9-DC11-4094-89EB-F71D22E9E124},NA,NA,NA,NA,NA,-117.6661207,33.49803442,Unknown,L02-541-1,NA,Easily accessibility,3,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
373,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,541,L02,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{F9A0B639-E7A6-4EEC-9846-77B355F74AF2},NA,NA,NA,NA,NA,-117.66614258,33.4996901,Unknown,L02-541-5,NA,Easily accessibility,3,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
374,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,489,L05,Verified,Outfall,ORANGE CO,SOUTH,{EAAA1028-DC1F-4435-AB26-BBC655201D2D},NA,NA,NA,NA,NA,-117.64816448,33.52961308,Unknown,L05-489-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,489,L05,Verified,Outfall,ORANGE CO,SOUTH,{91C2BCE0-0DAF-4056-9525-9EC4CF8CB242},NA,NA,NA,NA,NA,-117.64762687,33.53087213,Unknown,L05-489-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,Horno_OUT,NA,2022-10-05T21:12:21Z,OCENVRESUSER,22,15,489,L05,Verified,Box,ORANGE CO,SOUTH,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},Priority,NA,NA,NA,NA,-117.6465378,33.52980214,Yes,L05-489-3,NA,Easily accessibility,23,0.63,Below Average Discharge,2.12521739,0.1433913,2.85956521,0.803705,3.96,0.225,90,NA,NA,Yes,NA,Yes
377,NA,48,2022-10-04T00:37:15Z,OCENVRESUSER,NA,NA,489,L05,Verified,Outfall,ORANGE CO,SOUTH,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},Priority,NA,NA,NA,NA,-117.64607265,33.5293593,Yes,L05-489-4,NA,Easily accessibility,3,0.051333,20% Or More Above Average Discharge,1.20666666,0.06333333,15.76,0.028916,0.051333,0.01,36,NA,NA,NA,NA,NA
378,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,489,L05,Verified,Outfall,ORANGE CO,SOUTH,{BE97F91B-996E-4391-A818-43A87919575A},NA,NA,NA,NA,NA,-117.64669304,33.53257772,Unknown,L05-489-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,489,L05,Verified,Outfall,ORANGE CO,SOUTH,{621383C1-B9F7-4F26-AB81-63A1EFA4FFB4},NA,NA,NA,NA,NA,-117.64675264,33.53263681,Unknown,L05-489-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,Pipe Upstream of Horno Basin,60,2022-10-04T00:37:19Z,OCENVRESUSER,NA,NA,489,L05,Verified,Outfall,ORANGE CO,SOUTH,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},Priority,3,2016-09-01T07:00:00Z,2016-10-03T07:00:00Z,NA,-117.64672397,33.53268584,Yes,L05-489-7,NA,Easily accessibility,14,0.1368,20% Or More Above Average Discharge,1.06,0.06764285,5.26642857,0.093024,0.271698,0.0192,51,NA,NA,NA,NA,NA
381,Receiving water - Horno Creek,NA,2022-05-19T15:43:40Z,OCENVRESUSER,142,142,049,L05,Removed from Inventory,Box,ORANGE CO,SOUTH,{72B47D7C-FACB-4E33-BEC8-0FB261AFA676},NA,NA,NA,NA,NA,-117.64615007,33.53473606,Yes,L05-049-2,NA,Easily accessibility,3,0.2346,Below Average Discharge,3.13333333,0.068,4.16666666,0.293041,0.471273,0.17325,NA,NA,NA,NA,NA,NA
382,Coto de Caza,42,2022-10-04T00:24:08Z,OCENVRESUSER,NA,NA,372,L01,Verified,Outfall,ORANGE CO,SOUTH,{0562EDDC-63AD-4A1F-8BB1-E41C2E082A28},NA,3,2016-11-16T08:00:00Z,2016-12-08T08:00:00Z,NA,-117.58537899,33.56873885,Yes,L01-372-1,NA,Difficult accessibility,2,0.004848,Below Average Discharge,0.64,0.025,15.88,0.007224,0.0096,0.004848,NA,NA,NA,NA,NA,NA
383,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,391,L01,Verified,Outfall,ORANGE CO,SOUTH,{2860DD55-5BB4-40C8-88DE-C440E9942955},NA,NA,NA,NA,NA,-117.58573,33.57714306,Unknown,L01-391-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,391,L01,Verified,Outfall,ORANGE CO,SOUTH,{4CC28B54-D3D2-4ED3-87D8-AA207CD688CF},NA,NA,NA,NA,NA,-117.58714293,33.57821163,Unknown,L01-391-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,L07,12,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,261,L01,Verified,Outfall,ORANGE CO,SOUTH,{EFD1D4D9-ED4C-4AE0-BC5E-1267EF2CAB9D},NA,NA,NA,NA,NA,-117.5831624,33.61327723,Unknown,L01-261-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,733,L01,Verified,Outfall,ORANGE CO,SOUTH,{9C18A820-40CA-4CA4-B141-8DA9C8401AC6},NA,NA,NA,NA,NA,-117.57674145,33.62234264,Unknown,L01-733-5,NA,Easily accessibility,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
387,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,733,L01,Verified,Outfall,ORANGE CO,SOUTH,{29FFC5E7-C9E0-4497-8CCE-4CC63556F84A},NA,NA,NA,NA,NA,-117.57672595,33.62237041,Unknown,L01-733-6,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,223,L01,Not-Found,Outfall,RANCHO SANTA MARGARITA,SOUTH,{14BBF67D-DBFA-42D2-BB07-D2E4AA94820D},NA,NA,NA,NA,NA,-117.56722781,33.62314,Unknown,L01-223-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,NA,36,2022-10-03T23:48:32Z,OCENVRESUSER,NA,NA,730,L01,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{58435AF7-EDAB-42CB-9CEF-56F94E800788},NA,NA,NA,NA,NA,-117.56389525,33.62428099,Yes,L01-730-1,NA,Difficult accessibility,11,0.006,Below Average Discharge,0.51818181,0.02636363,6,0.023405,0.126,0.002,NA,NA,NA,NA,NA,NA
390,NA,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,218,L01,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{D9AB8BDF-6FF9-4F23-895B-E154A03243AF},NA,NA,NA,NA,NA,-117.56329544,33.63184411,Yes,L01-218-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,731,L01,Not-Found,Outfall,RANCHO SANTA MARGARITA,SOUTH,{DFDB4C12-8D9E-4617-AB1A-E44A34B9E60D},NA,NA,NA,NA,NA,-117.56554892,33.63224606,Unknown,L01-731-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,NA,36,2022-10-04T00:19:14Z,OCENVRESUSER,NA,NA,218,L01,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{36EB35B0-30D7-472E-B8A6-28D21FB8C159},Priority,NA,NA,NA,NA,-117.5643856,33.63335256,Yes,L01-218-2,NA,Difficult accessibility,9,0.016,Below Average Discharge,0.5,0.02,3.83333333,0.021185,0.06,0.006,61,NA,NA,NA,NA,NA
393,NA,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,218,L01,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{25F85F71-7FE3-41F6-8378-9EEFE4D6A956},NA,NA,NA,NA,NA,-117.56728188,33.6382812,Yes,L01-218-3,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,NA,36,2022-10-04T00:19:23Z,OCENVRESUSER,NA,NA,218,L01,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{D52E55F3-6949-417B-9C1F-389593FDF685},Priority,NA,NA,NA,NA,-117.5692492,33.63861941,Yes,L01-218-4,NA,Easily accessibility,10,0.0288,20% Or More Above Average Discharge,0.77,0.034,7.038,0.02282,0.034286,0.011,48,NA,NA,NA,NA,NA
395,Right pipe - Antonion Parkway and El Prado,96,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,641,L02,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},Priority,3,2016-06-30T07:00:00Z,2016-07-14T07:00:00Z,NA,-117.59485292,33.6311147,Yes,L02-641-2,NA,Easily accessibility,14,0.228874,Below Average Discharge,1.58857142,0.08214285,3.25428571,0.384827,2.016,0.0315,71,NA,NA,Yes,NA,NA
