Station,date,Flow_cfs_md
J01-9273-1,2022-09-05,0
J01-9273-1,2022-09-08,0
J01-9273-1,2022-09-09,0.029
J01-9273-1,2022-09-10,0
J01-9273-1,2022-09-11,0
J01-9273-1,2022-09-12,0
J01-9273-1,2022-09-13,0
J01-9273-1,2022-09-14,0
J01-9273-1,2022-09-15,0
J01-9273-1,2022-09-16,0
J01-9273-1,2022-09-17,0
J01-9273-1,2022-09-18,0
J01-9273-1,2022-09-19,0
J01-9273-1,2022-09-20,0
J01-9273-1,2022-09-21,0.003
J01-9273-1,2022-09-22,0
J01-9273-1,2022-09-23,0
J01-9273-1,2022-09-24,0
J01-9273-1,2022-09-25,0
J01-9273-1,2022-09-26,0
J01-9273-1,2022-09-28,0.097
J01-9273-1,2022-09-29,5.23
J01-9273-1,2022-09-30,3.25
J01-9273-1,2022-10-01,3.3
J01-9364-3,2021-10-01,0
J01-9364-3,2021-10-02,0
J01-9364-3,2021-10-03,0
J01-9364-3,2021-10-04,0.045
J01-9364-3,2021-10-05,2.54
J01-9364-3,2021-10-06,0.005
J01-9364-3,2021-10-07,0
J01-9364-3,2021-10-08,4.35
J01-9364-3,2021-10-09,0.081
J01-9364-3,2021-10-10,0
J01-9364-3,2021-10-11,0
J01-9364-3,2021-10-12,0
J01-9364-3,2021-10-13,0
J01-9364-3,2021-10-14,0
J01-9364-3,2021-10-15,0
J01-9364-3,2021-10-16,0
J01-9364-3,2021-10-17,0
J01-9364-3,2021-10-18,0
J01-9364-3,2021-10-19,0
J01-9364-3,2021-10-20,0
J01-9364-3,2021-10-21,0
J01-9364-3,2021-10-22,0
J01-9364-3,2021-10-23,0
J01-9364-3,2021-10-24,0
J01-9364-3,2021-10-25,7.21
J01-9364-3,2021-10-26,1.68
J01-9364-3,2021-10-27,0.037
J01-9364-3,2021-10-28,0
J01-9364-3,2021-10-29,0
J01-9364-3,2021-10-30,0
J01-9364-3,2021-10-31,0
J01-9364-3,2021-11-01,0
J01-9364-3,2021-11-02,0
J01-9364-3,2021-11-03,0
J01-9364-3,2021-11-04,0
J01-9364-3,2021-11-05,0
J01-9364-3,2021-11-07,0
J01-9364-3,2021-11-08,0
J01-9364-3,2021-11-09,0
J01-9364-3,2021-11-10,0
J01-9364-3,2021-11-11,0
J01-9364-3,2021-11-12,0
J01-9364-3,2021-11-13,0
J01-9364-3,2021-11-14,0
J01-9364-3,2021-11-15,0
J01-9364-3,2021-11-16,0
J01-9364-3,2021-11-17,0
J01-9364-3,2021-11-18,0
J01-9364-3,2021-11-19,0
J01-9364-3,2021-11-20,0
J01-9364-3,2021-11-21,0
J01-9364-3,2021-11-22,0
J01-9364-3,2021-11-23,0
J01-9364-3,2021-11-24,0.004
J01-9364-3,2021-11-25,0.031
J01-9364-3,2021-11-26,0
J01-9364-3,2021-11-27,0
J01-9364-3,2021-11-28,0
J01-9364-3,2021-11-29,0
J01-9364-3,2021-11-30,0
J01-9364-3,2021-12-01,0
J01-9364-3,2021-12-02,0
J01-9364-3,2021-12-03,0
J01-9364-3,2021-12-04,0
J01-9364-3,2021-12-05,0
J01-9364-3,2021-12-06,0
J01-9364-3,2021-12-07,0
J01-9364-3,2021-12-08,0.027
J01-9364-3,2021-12-09,0.287
J01-9364-3,2021-12-10,0.42
J01-9364-3,2021-12-11,0.139
J01-9364-3,2021-12-12,0.144
J01-9364-3,2021-12-13,0.142
J01-9364-3,2021-12-14,6.8
J01-9364-3,2021-12-15,6.46
J01-9364-3,2021-12-16,2.86
J01-9364-3,2021-12-17,1.17
J01-9364-3,2021-12-18,0.521
J01-9364-3,2021-12-19,0.268
J01-9364-3,2021-12-20,0.152
J01-9364-3,2021-12-21,0.126
J01-9364-3,2021-12-22,0.079
J01-9364-3,2021-12-23,3.86
J01-9364-3,2021-12-24,13.3
J01-9364-3,2021-12-25,7.51
J01-9364-3,2021-12-26,9.12
J01-9364-3,2021-12-27,4.66
J01-9364-3,2021-12-28,3.15
J01-9364-3,2021-12-29,5.34
J01-9364-3,2021-12-30,13.3
J01-9364-3,2021-12-31,4
J01-9364-3,2022-01-01,1.79
J01-9364-3,2022-01-02,1.09
J01-9364-3,2022-01-03,0.799
J01-9364-3,2022-01-04,0.638
J01-9364-3,2022-01-05,0.548
J01-9364-3,2022-01-06,0.452
J01-9364-3,2022-01-07,0.401
J01-9364-3,2022-01-08,0.379
J01-9364-3,2022-01-09,0.352
J01-9364-3,2022-01-10,0.332
J01-9364-3,2022-01-11,0.323
J01-9364-3,2022-01-12,0.348
J01-9364-3,2022-01-13,0.324
J01-9364-3,2022-01-14,0.343
J01-9364-3,2022-01-15,0.526
J01-9364-3,2022-01-16,0.331
J01-9364-3,2022-01-17,0.311
J01-9364-3,2022-01-18,0.357
J01-9364-3,2022-01-19,0.302
J01-9364-3,2022-01-20,0.288
J01-9364-3,2022-01-21,0.251
J01-9364-3,2022-01-22,0.225
J01-9364-3,2022-01-23,0.291
J01-9364-3,2022-01-24,0.304
J01-9364-3,2022-01-25,0.301
J01-9364-3,2022-01-26,0.303
J01-9364-3,2022-01-27,0.26
J01-9364-3,2022-01-28,0.263
J01-9364-3,2022-01-29,0.245
J01-9364-3,2022-01-30,0.223
J01-9364-3,2022-01-31,0.229
J01-9364-3,2022-02-01,0.255
J01-9364-3,2022-02-02,0.252
J01-9364-3,2022-02-03,0.241
J01-9364-3,2022-02-04,0.25
J01-9364-3,2022-02-05,0.261
J01-9364-3,2022-02-06,0.238
J01-9364-3,2022-02-07,0.302
J01-9364-3,2022-02-08,0.303
J01-9364-3,2022-02-09,0.307
J01-9364-3,2022-02-10,0.291
J01-9364-3,2022-02-11,0.277
J01-9364-3,2022-02-12,0.244
J01-9364-3,2022-02-13,0.177
J01-9364-3,2022-02-14,0.214
J01-9364-3,2022-02-15,0.621
J01-9364-3,2022-02-16,1.51
J01-9364-3,2022-02-17,0.244
J01-9364-3,2022-02-18,0.167
J01-9364-3,2022-02-19,0.152
J01-9364-3,2022-02-20,0.135
J01-9364-3,2022-02-21,0.138
J01-9364-3,2022-02-22,0.448
J01-9364-3,2022-02-23,3.96
J01-9364-3,2022-02-24,0.46
J01-9364-3,2022-02-25,0.213
J01-9364-3,2022-02-26,0.153
J01-9364-3,2022-02-27,0.104
J01-9364-3,2022-02-28,0.111
J01-9364-3,2022-03-01,0.097
J01-9364-3,2022-03-02,0.092
J01-9364-3,2022-03-03,0.101
J01-9364-3,2022-03-04,0.235
J01-9364-3,2022-03-05,0.144
J01-9364-3,2022-03-06,0.08
J01-9364-3,2022-03-07,0.069
J01-9364-3,2022-03-08,0.06
J01-9364-3,2022-03-09,0.064
J01-9364-3,2022-03-10,0.108
J01-9364-3,2022-03-11,0.069
J01-9364-3,2022-03-12,0.046
J01-9364-3,2022-03-13,0.043
J01-9364-3,2022-03-14,0.073
J01-9364-3,2022-03-15,0.08
J01-9364-3,2022-03-16,0.078
J01-9364-3,2022-03-17,0.066
J01-9364-3,2022-03-18,0.078
J01-9364-3,2022-03-19,0.214
J01-9364-3,2022-03-20,2.59
J01-9364-3,2022-03-21,0.346
J01-9364-3,2022-03-22,0.174
J01-9364-3,2022-03-23,0.102
J01-9364-3,2022-03-24,0.075
J01-9364-3,2022-03-25,0.051
J01-9364-3,2022-03-26,0.041
J01-9364-3,2022-03-27,0.028
J01-9364-3,2022-03-28,7.35
J01-9364-3,2022-03-29,9.7
J01-9364-3,2022-03-30,4.13
J01-9364-3,2022-03-31,0.993
J01-9364-3,2022-04-01,0.341
J01-9364-3,2022-04-02,0.263
J01-9364-3,2022-04-03,0.215
J01-9364-3,2022-04-04,0.195
J01-9364-3,2022-04-05,0.117
J01-9364-3,2022-04-06,0.097
J01-9364-3,2022-04-07,0.147
J01-9364-3,2022-04-08,0.134
J01-9364-3,2022-04-09,0.104
J01-9364-3,2022-04-10,0.085
J01-9364-3,2022-04-11,0.09
J01-9364-3,2022-04-12,0.165
J01-9364-3,2022-04-13,0.061
J01-9364-3,2022-04-14,0.072
J01-9364-3,2022-04-15,0.091
J01-9364-3,2022-04-16,0.085
J01-9364-3,2022-04-17,0.064
J01-9364-3,2022-04-18,0.067
J01-9364-3,2022-04-19,0.054
J01-9364-3,2022-04-20,0.045
J01-9364-3,2022-04-21,0.042
J01-9364-3,2022-04-22,4.57
J01-9364-3,2022-04-23,0.23
J01-9364-3,2022-04-24,0.044
J01-9364-3,2022-04-25,0.023
J01-9364-3,2022-04-26,0.012
J01-9364-3,2022-04-27,0.005
J01-9364-3,2022-04-28,0.001
J01-9364-3,2022-04-29,0.001
J01-9364-3,2022-04-30,0
J01-9364-3,2022-05-01,0
J01-9364-3,2022-05-02,0
J01-9364-3,2022-05-03,0
J01-9364-3,2022-05-04,0
J01-9364-3,2022-05-05,0.002
J01-9364-3,2022-05-06,0.004
J01-9364-3,2022-05-07,0
J01-9364-3,2022-05-08,0
J01-9364-3,2022-05-09,0
J01-9364-3,2022-05-10,0.001
J01-9364-3,2022-05-11,0.001
J01-9364-3,2022-05-12,0.001
J01-9364-3,2022-05-13,0.001
J01-9364-3,2022-05-14,0.283
J01-9364-3,2022-05-15,0.011
J01-9364-3,2022-05-16,0
J01-9364-3,2022-05-17,0
J01-9364-3,2022-05-18,0
J01-9364-3,2022-05-19,0
J01-9364-3,2022-05-20,0.055
J01-9364-3,2022-05-21,0
J01-9364-3,2022-05-22,0
J01-9364-3,2022-05-23,0
J01-9364-3,2022-05-24,0
J01-9364-3,2022-05-25,0
J01-9364-3,2022-05-26,0
J01-9364-3,2022-05-27,0
J01-9364-3,2022-05-28,0
J01-9364-3,2022-05-29,0
J01-9364-3,2022-05-30,0
J01-9364-3,2022-05-31,0
J01-9364-3,2022-06-01,0
J01-9364-3,2022-06-02,0
J01-9364-3,2022-06-03,0
J01-9364-3,2022-06-04,0
J01-9364-3,2022-06-05,0
J01-9364-3,2022-06-06,0
J01-9364-3,2022-06-07,0
J01-9364-3,2022-06-08,0
J01-9364-3,2022-06-09,0.007
J01-9364-3,2022-06-10,0
J01-9364-3,2022-06-11,0
J01-9364-3,2022-06-12,0
J01-9364-3,2022-06-13,0
J01-9364-3,2022-06-14,0
J01-9364-3,2022-06-15,0
J01-9364-3,2022-06-16,0
J01-9364-3,2022-06-17,0
J01-9364-3,2022-06-18,0
J01-9364-3,2022-06-19,0.138
J01-9364-3,2022-06-20,0.044
J01-9364-3,2022-06-21,0
J01-9364-3,2022-06-22,0
J01-9364-3,2022-06-23,0
J01-9364-3,2022-06-24,0
J01-9364-3,2022-06-25,0
J01-9364-3,2022-06-26,0
J01-9364-3,2022-06-27,0
J01-9364-3,2022-06-28,0
J01-9364-3,2022-06-29,0
J01-9364-3,2022-06-30,0
J01-9364-3,2022-07-01,0
J01-9364-3,2022-07-02,0
J01-9364-3,2022-07-03,0
J01-9364-3,2022-07-04,0
J01-9364-3,2022-07-05,0
J01-9364-3,2022-07-06,0
J01-9364-3,2022-07-07,0
J01-9364-3,2022-07-08,0
J01-9364-3,2022-07-09,0
J01-9364-3,2022-07-10,0
J01-9364-3,2022-07-11,0
J01-9364-3,2022-07-12,0
J01-9364-3,2022-07-13,0
J01-9364-3,2022-07-14,0
J01-9364-3,2022-07-15,0
J01-9364-3,2022-07-16,0
J01-9364-3,2022-07-17,0
J01-9364-3,2022-07-18,0
J01-9364-3,2022-07-19,0
J01-9364-3,2022-07-20,0
J01-9364-3,2022-07-21,0
J01-9364-3,2022-07-22,0
J01-9364-3,2022-07-23,0
J01-9364-3,2022-07-24,0
J01-9364-3,2022-07-25,0
J01-9364-3,2022-07-26,0
J01-9364-3,2022-07-27,0
J01-9364-3,2022-07-28,0
J01-9364-3,2022-07-29,0
J01-9364-3,2022-07-30,0
J01-9364-3,2022-07-31,0.9
J01-9364-3,2022-08-01,0
J01-9364-3,2022-08-02,0
J01-9364-3,2022-08-03,0
J01-9364-3,2022-08-04,0
J01-9364-3,2022-08-05,0
J01-9364-3,2022-08-06,0
J01-9364-3,2022-08-07,0
J01-9364-3,2022-08-08,0
J01-9364-3,2022-08-09,0
J01-9364-3,2022-08-10,0
J01-9364-3,2022-08-11,0
J01-9364-3,2022-08-12,0
J01-9364-3,2022-08-13,0
J01-9364-3,2022-08-14,0
J01-9364-3,2022-08-15,0
J01-9364-3,2022-08-16,0
J01-9364-3,2022-08-17,0
J01-9364-3,2022-08-18,0
J01-9364-3,2022-08-19,0
J01-9364-3,2022-08-20,0
J01-9364-3,2022-08-21,0
J01-9364-3,2022-08-22,0
J01-9364-3,2022-08-23,0
J01-9364-3,2022-08-24,0
J01-9364-3,2022-08-25,0
J01-9364-3,2022-08-26,0
J01-9364-3,2022-08-27,0
J01-9364-3,2022-08-28,0
J01-9364-3,2022-08-29,0
J01-9364-3,2022-08-30,0
J01-9364-3,2022-08-31,0
J01-9364-3,2022-09-01,0
J01-9364-3,2022-09-02,0.009
J01-9364-3,2022-09-03,0
J01-9364-3,2022-09-04,0
J01-9364-3,2022-09-05,0
J01-9364-3,2022-09-06,0
J01-9364-3,2022-09-07,0
J01-9364-3,2022-09-08,0
J01-9364-3,2022-09-09,1.5
J01-9364-3,2022-09-10,0.85
J01-9364-3,2022-09-11,0
J01-9364-3,2022-09-12,0
J01-9364-3,2022-09-13,0
J01-9364-3,2022-09-14,0
J01-9364-3,2022-09-15,0
J01-9364-3,2022-09-16,0
J01-9364-3,2022-09-17,0
J01-9364-3,2022-09-18,0
J01-9364-3,2022-09-19,0
J01-9364-3,2022-09-20,0
J01-9364-3,2022-09-21,0
J01-9364-3,2022-09-22,0
J01-9364-3,2022-09-23,0
J01-9364-3,2022-09-24,0
J01-9364-3,2022-09-25,0
J01-9364-3,2022-09-26,0
J01-9364-3,2022-09-27,0
J01-9364-3,2022-09-28,0
J01-9364-3,2022-09-29,0
J01-9364-3,2022-09-30,0
J01-9364-3,2022-10-01,0
J01-9377-1,2021-10-01,0.001
J01-9377-1,2021-10-02,0.001
J01-9377-1,2021-10-03,0.001
J01-9377-1,2021-10-04,0.016
J01-9377-1,2021-10-05,0.012
J01-9377-1,2021-10-06,0.002
J01-9377-1,2021-10-07,0.002
J01-9377-1,2021-10-08,0.033
J01-9377-1,2021-10-09,0.001
J01-9377-1,2021-10-10,0.002
J01-9377-1,2021-10-11,0.001
J01-9377-1,2021-10-12,0.002
J01-9377-1,2021-10-13,0.001
J01-9377-1,2021-10-14,0.001
J01-9377-1,2021-10-15,0.002
J01-9377-1,2021-10-16,0.001
J01-9377-1,2021-10-17,0.002
J01-9377-1,2021-10-18,0.002
J01-9377-1,2021-10-19,0.002
J01-9377-1,2021-10-20,0.002
J01-9377-1,2021-10-21,0.002
J01-9377-1,2021-10-22,0.002
J01-9377-1,2021-10-23,0.002
J01-9377-1,2021-10-24,0.002
J01-9377-1,2021-10-25,0.088
J01-9377-1,2021-10-26,0.002
J01-9377-1,2021-10-27,0.001
J01-9377-1,2021-10-28,0.001
J01-9377-1,2021-10-29,0.001
J01-9377-1,2021-10-30,0.002
J01-9377-1,2021-10-31,0.002
J01-9377-1,2021-11-01,0.002
J01-9377-1,2021-11-02,0.003
J01-9377-1,2021-11-03,0.003
J01-9377-1,2021-11-04,0.002
J01-9377-1,2021-11-05,0.002
J01-9377-1,2021-11-07,0.002
J01-9377-1,2021-11-08,0.001
J01-9377-1,2021-11-09,0.002
J01-9377-1,2021-11-10,0.001
J01-9377-1,2021-11-11,0.001
J01-9377-1,2021-11-12,0.001
J01-9377-1,2021-11-13,0.001
J01-9377-1,2021-11-14,0.001
J01-9377-1,2021-11-15,0.001
J01-9377-1,2021-11-16,0.002
J01-9377-1,2021-11-17,0.001
J01-9377-1,2021-11-18,0.001
J01-9377-1,2021-11-19,0.002
J01-9377-1,2021-11-20,0.001
J01-9377-1,2021-11-21,0.001
J01-9377-1,2021-11-22,0.001
J01-9377-1,2021-11-23,0.001
J01-9377-1,2021-11-24,0.001
J01-9377-1,2021-11-25,0.002
J01-9377-1,2021-11-26,0.002
J01-9377-1,2021-11-27,0.001
J01-9377-1,2021-11-28,0.082
J01-9377-1,2021-11-29,0.713
J01-9377-1,2021-11-30,0.75
J01-9377-1,2021-12-01,0.636
J01-9377-1,2021-12-02,0.668
J01-9377-1,2021-12-03,0.763
J01-9377-1,2021-12-04,1.09
J01-9377-1,2021-12-05,1.13
J01-9377-1,2021-12-06,0.907
J01-9377-1,2021-12-07,1.06
J01-9377-1,2021-12-08,0.904
J01-9377-1,2021-12-09,0.281
J01-9377-1,2021-12-10,0.004
J01-9377-1,2021-12-11,0.003
J01-9377-1,2021-12-12,0.003
J01-9377-1,2021-12-13,0.005
J01-9377-1,2021-12-17,0.004
J01-9377-1,2022-01-15,0.002
J01-9377-1,2022-01-17,0.002
J01-9377-1,2022-01-18,0.003
J01-9377-1,2022-01-19,0.002
J01-9377-1,2022-01-20,0.002
J01-9377-1,2022-01-21,0.002
J01-9377-1,2022-01-22,0.001
J01-9377-1,2022-01-23,0.001
J01-9377-1,2022-01-24,0.002
J01-9377-1,2022-01-25,0.002
J01-9377-1,2022-01-26,0.002
J01-9377-1,2022-01-27,0.002
J01-9377-1,2022-01-28,0.004
J01-9377-1,2022-01-29,0.004
J01-9377-1,2022-01-30,0.007
J01-9377-1,2022-01-31,0.003
J01-9377-1,2022-02-01,0.004
J01-9377-1,2022-02-02,0.004
J01-9377-1,2022-02-03,0.007
J01-9377-1,2022-02-04,0.003
J01-9377-1,2022-02-05,0.005
J01-9377-1,2022-02-06,0.006
J01-9377-1,2022-02-07,0.005
J01-9377-1,2022-02-08,0.006
J01-9377-1,2022-02-09,0.006
J01-9377-1,2022-02-10,0.005
J01-9377-1,2022-02-11,0.003
J01-9377-1,2022-02-12,0.003
J01-9377-1,2022-02-13,0.002
J01-9377-1,2022-02-14,0.002
J01-9377-1,2022-02-15,0.042
J01-9377-1,2022-02-16,0.003
J01-9377-1,2022-02-17,0.003
J01-9377-1,2022-02-18,0.002
J01-9377-1,2022-02-19,0.002
J01-9377-1,2022-02-20,0.002
J01-9377-1,2022-02-21,0.002
J01-9377-1,2022-02-22,0.005
J01-9377-1,2022-02-23,0.005
J01-9377-1,2022-02-24,0.002
J01-9377-1,2022-02-25,0.002
J01-9377-1,2022-02-26,0.002
J01-9377-1,2022-02-27,0.002
J01-9377-1,2022-02-28,0.002
J01-9377-1,2022-03-01,0.001
J01-9377-1,2022-03-02,0.002
J01-9377-1,2022-03-03,0.002
J01-9377-1,2022-03-04,0.003
J01-9377-1,2022-03-05,0.002
J01-9377-1,2022-03-06,0.002
J01-9377-1,2022-03-07,0.002
J01-9377-1,2022-03-08,0.002
J01-9377-1,2022-03-09,0.001
J01-9377-1,2022-03-10,0.002
J01-9377-1,2022-03-11,0.002
J01-9377-1,2022-03-12,0.001
J01-9377-1,2022-03-13,0.002
J01-9377-1,2022-03-14,0.002
J01-9377-1,2022-03-15,0.002
J01-9377-1,2022-03-16,0.003
J01-9377-1,2022-03-17,0.002
J01-9377-1,2022-03-18,0.002
J01-9377-1,2022-03-19,0.007
J01-9377-1,2022-03-20,0.01
J01-9377-1,2022-03-21,0.002
J01-9377-1,2022-03-22,0.002
J01-9377-1,2022-03-23,0.001
J01-9377-1,2022-03-24,0.001
J01-9377-1,2022-03-25,0.001
J01-9377-1,2022-03-26,0.001
J01-9377-1,2022-03-27,0.001
J01-9377-1,2022-03-28,0.374
J01-9377-1,2022-03-29,0.003
J01-9377-1,2022-03-30,0.002
J01-9377-1,2022-03-31,0.002
J01-9377-1,2022-04-01,0.002
J01-9377-1,2022-04-02,0.002
J01-9377-1,2022-04-03,0.002
J01-9377-1,2022-04-04,0.002
J01-9377-1,2022-04-05,0.001
J01-9377-1,2022-04-06,0.005
J01-9377-1,2022-04-07,0.008
J01-9377-1,2022-04-08,0.004
J01-9377-1,2022-04-09,0.004
J01-9377-1,2022-04-10,0.003
J01-9377-1,2022-04-11,0.005
J01-9377-1,2022-04-12,0.006
J01-9377-1,2022-04-13,0.008
J01-9377-1,2022-04-14,0.01
J01-9377-1,2022-04-15,0.007
J01-9377-1,2022-04-16,0.01
J01-9377-1,2022-04-17,0.008
J01-9377-1,2022-04-18,0.009
J01-9377-1,2022-04-19,0.007
J01-9377-1,2022-04-20,0.009
J01-9377-1,2022-04-21,0.01
J01-9377-1,2022-04-22,0.048
J01-9377-1,2022-04-23,0.015
J01-9377-1,2022-04-24,0.015
J01-9377-1,2022-04-25,0.013
J01-9377-1,2022-04-26,0.011
J01-9377-1,2022-04-27,0.011
J01-9377-1,2022-04-28,0.012
J01-9377-1,2022-04-29,0.013
J01-9377-1,2022-04-30,0.009
J01-9377-1,2022-05-01,0.011
J01-9377-1,2022-05-02,0.013
J01-9377-1,2022-05-03,0.015
J01-9377-1,2022-05-04,0.012
J01-9377-1,2022-05-05,0.012
J01-9377-1,2022-05-06,0.012
J01-9377-1,2022-05-07,0.009
J01-9377-1,2022-05-08,0.011
J01-9377-1,2022-05-09,0.014
J01-9377-1,2022-05-10,0.016
J01-9377-1,2022-05-11,0.016
J01-9377-1,2022-05-12,0.011
J01-9377-1,2022-05-13,0.008
J01-9377-1,2022-05-14,0.007
J01-9377-1,2022-05-15,0.01
J01-9377-1,2022-05-16,0.011
J01-9377-1,2022-05-17,0.011
J01-9377-1,2022-05-18,0.011
J01-9377-1,2022-05-19,0.008
J01-9377-1,2022-05-20,0.005
J01-9377-1,2022-05-21,0.006
J01-9377-1,2022-05-22,0.005
J01-9377-1,2022-05-23,0.008
J01-9377-1,2022-05-24,0.005
J01-9377-1,2022-05-25,0.015
J01-9377-1,2022-05-26,0.022
J01-9377-1,2022-05-27,0.014
J01-9377-1,2022-05-28,0.012
J01-9377-1,2022-05-29,0.022
J01-9377-1,2022-05-30,0.02
J01-9377-1,2022-05-31,0.006
J01-9377-1,2022-06-01,0.005
J01-9377-1,2022-06-02,0.007
J01-9377-1,2022-06-03,0.009
J01-9377-1,2022-06-04,0.005
J01-9377-1,2022-06-05,0.004
J01-9377-1,2022-06-06,0.009
J01-9377-1,2022-06-07,0.008
J01-9377-1,2022-06-08,0.006
J01-9377-1,2022-06-09,0.007
J01-9377-1,2022-06-10,0.007
J01-9377-1,2022-06-11,0.006
J01-9377-1,2022-06-12,0.005
J01-9377-1,2022-06-13,0.007
J01-9377-1,2022-06-14,0.01
J01-9377-1,2022-06-15,0.01
J01-9377-1,2022-06-16,0.009
J01-9377-1,2022-06-17,0.01
J01-9377-1,2022-06-18,0.009
J01-9377-1,2022-06-19,0.008
J01-9377-1,2022-06-20,0.01
J01-9377-1,2022-06-21,0.009
J01-9377-1,2022-06-22,0.01
J01-9377-1,2022-06-23,0.01
J01-9377-1,2022-06-24,0.007
J01-9377-1,2022-06-25,0.008
J01-9377-1,2022-06-26,0.01
J01-9377-1,2022-06-27,0.011
J01-9377-1,2022-06-28,0.009
J01-9377-1,2022-06-29,0.009
J01-9377-1,2022-06-30,0.009
J01-9377-1,2022-07-01,0.008
J01-9377-1,2022-07-02,0.007
J01-9377-1,2022-07-03,0.008
J01-9377-1,2022-07-04,0.013
J01-9377-1,2022-07-05,0.009
J01-9377-1,2022-07-06,0.011
J01-9377-1,2022-07-07,0.011
J01-9377-1,2022-07-08,0.011
J01-9377-1,2022-07-09,0.01
J01-9377-1,2022-07-10,0.011
J01-9377-1,2022-07-11,0.013
J01-9377-1,2022-07-12,0.013
J01-9377-1,2022-07-13,0.008
J01-9377-1,2022-07-14,0.008
J01-9377-1,2022-07-15,0.007
J01-9377-1,2022-07-16,0.019
J01-9377-1,2022-07-17,0.013
J01-9377-1,2022-07-18,0.024
J01-9377-1,2022-07-19,0.175
J01-9377-1,2022-07-20,0.063
J01-9377-1,2022-07-21,0.082
J01-9377-1,2022-07-22,0.018
J01-9377-1,2022-07-23,0.014
J01-9377-1,2022-07-24,0.15
J01-9377-1,2022-07-25,0.058
J01-9377-1,2022-07-26,0.051
J01-9377-1,2022-07-27,0.085
J01-9377-1,2022-07-28,0.053
J01-9377-1,2022-07-29,0.049
J01-9377-1,2022-07-30,0.012
J01-9377-1,2022-07-31,0.048
J01-9377-1,2022-08-01,0.11
J01-9377-1,2022-08-02,0.082
J01-9377-1,2022-08-03,0.103
J01-9377-1,2022-08-04,0.087
J01-9377-1,2022-08-05,0.084
J01-9377-1,2022-08-06,0.222
J01-9377-1,2022-08-07,0.095
J01-9377-1,2022-08-08,0.089
J01-9377-1,2022-08-09,0.065
J01-9377-1,2022-08-10,0.071
J01-9377-1,2022-08-11,0.051
J01-9377-1,2022-08-12,0.079
J01-9377-1,2022-08-13,0.057
J01-9377-1,2022-08-14,0.071
J01-9377-1,2022-08-15,0.128
J01-9377-1,2022-08-16,0.115
J01-9377-1,2022-08-17,0.088
J01-9377-1,2022-08-18,0.063
J01-9377-1,2022-08-19,0.011
J01-9377-1,2022-08-20,0.005
J01-9377-1,2022-08-21,0.015
J01-9377-1,2022-08-22,0.013
J01-9377-1,2022-08-23,0.129
J01-9377-1,2022-08-24,0.051
J01-9377-1,2022-08-25,0.009
J01-9377-1,2022-08-26,0.005
J01-9377-1,2022-08-27,0.007
J01-9377-1,2022-08-28,0.015
J01-9377-1,2022-08-29,0.035
J01-9377-1,2022-08-30,0.019
J01-9377-1,2022-08-31,0.007
J01-9377-1,2022-09-01,0.011
J01-9377-1,2022-09-02,0.016
J01-9377-1,2022-09-03,0.016
J01-9377-1,2022-09-04,0.007
J01-9377-1,2022-09-05,0.01
J01-9377-1,2022-09-06,0.004
J01-9377-1,2022-09-07,0.004
J01-9377-1,2022-09-08,0.004
J01-9377-1,2022-09-09,0.023
J01-9377-1,2022-09-10,0.007
J01-9377-1,2022-09-11,0.01
J01-9377-1,2022-09-12,0.005
J01-9377-1,2022-09-13,0.006
J01-9377-1,2022-09-14,0.006
J01-9377-1,2022-09-15,0.006
J01-9377-1,2022-09-16,0.004
J01-9377-1,2022-09-17,0.004
J01-9377-1,2022-09-18,0.004
J01-9377-1,2022-09-19,0.005
J01-9377-1,2022-09-20,0.004
J01-9377-1,2022-09-21,0.012
J01-9377-1,2022-09-22,0.007
J01-9377-1,2022-09-23,0.008
J01-9377-1,2022-09-24,0.011
J01-9377-1,2022-09-25,0.015
J01-9377-1,2022-09-26,0.008
J01-9377-1,2022-09-27,0.007
J01-9377-1,2022-09-28,0.022
J01-9377-1,2022-09-29,0.1
J01-9377-1,2022-09-30,0.128
J01-9377-1,2022-10-01,0.133
J01-9992-1,2021-10-01,0.002
J01-9992-1,2021-10-02,0
J01-9992-1,2021-10-03,0.001
J01-9992-1,2021-10-04,0.229
J01-9992-1,2021-10-05,0.501
J01-9992-1,2021-10-06,0.006
J01-9992-1,2021-10-07,0.053
J01-9992-1,2021-10-08,1.95
J01-9992-1,2021-10-09,0.001
J01-9992-1,2021-10-10,0.001
J01-9992-1,2021-10-11,0.002
J01-9992-1,2021-10-12,0.004
J01-9992-1,2021-10-13,0.006
J01-9992-1,2021-10-14,0.012
J01-9992-1,2021-10-15,0.008
J01-9992-1,2021-10-16,0.022
J01-9992-1,2021-10-17,0.013
J01-9992-1,2021-10-18,0.025
J01-9992-1,2021-10-19,0.017
J01-9992-1,2021-10-20,0.023
J01-9992-1,2021-10-21,0.038
J01-9992-1,2021-10-22,0.046
J01-9992-1,2021-10-23,0.05
J01-9992-1,2021-10-24,0.012
J01-9992-1,2021-10-25,3.58
J01-9992-1,2021-10-26,0.003
J01-9992-1,2021-10-27,0.001
J01-9992-1,2021-10-28,0.005
J01-9992-1,2021-10-29,0.008
J01-9992-1,2021-10-30,0.015
J01-9992-1,2021-10-31,0.022
J01-9992-1,2021-11-01,0.023
J01-9992-1,2021-11-02,0.028
J01-9992-1,2021-11-03,0.037
J01-9992-1,2021-11-04,0.046
J01-9992-1,2021-11-05,0.042
